FullPathforEvent,Notes,_key
event:/InGame_Ch18/Figure_CriticalScore, ,Figure_CriticalScore
event:/InGame_Ch18/Figure_NormalScore, ,Figure_NormalScore
event:/InGame_Common/FireProtectorExplosion,,FireProtectorExplosion
event:/InGame_Ch41/FireSpirit_ReviveStart, ,FireSpirit_ReviveStart
event:/InGame_Ch41/FireSpirit_TransformEnd, ,FireSpirit_TransformEnd
event:/InGame_Ch41/FireSpirit_TransformFlight, ,FireSpirit_TransformFlight
event:/InGame_Ch41/FireSpirit_TransformStart, ,FireSpirit_TransformStart
event:/InGame_Ch32/FortuneCookie_CastingSkill, ,FortuneCookie_CastingSkill
event:/OutGame_FortuneCookie/FortuneCookie_Done,,FortuneCookie_Done
event:/OutGame_FortuneCookie/FortuneCookie_Loading,,FortuneCookie_Loading
event:/OutGame_FortuneCookie/FortuneCookie_Result,,FortuneCookie_Result
event:/OutGame_FortuneCookie/FortuneCookie_Result_Special,,FortuneCookie_Result_Special
event:/OutGame_FortuneCookie/FortuneCookie_SecondPaper,,FortuneCookie_SecondPaper
event:/InGame_Ch88_Garaetteok/SoundEff_GetGaraetteokJelly,,Garaetteok_Get_GaraetteokJelly
event:/InGame_Ch88_Garaetteok/Jump_Erected,,Garaetteok_Jump_Erected
event:/InGame_Ch88_Garaetteok/Jump_Summon_Jangseung,,Garaetteok_Jump_SummonJangseung
event:/InGame_Ch88_Garaetteok/Ready,,Garaetteok_Ready
event:/InGame_Ch88_Garaetteok/Transform_End,,Garaetteok_TransformEnd
event:/InGame_Ch88_Garaetteok/Transform_Start,,Garaetteok_TransformStart
event:/InGame_Common/GiganticTreasurePangSound,,GiganticTreasurePangSound
event:/InGame_Ch49/Guardian4_TransformEnd,,Guardian4_TransformEnd
event:/InGame_Ch49/Guardian4_TransformFlight,,Guardian4_TransformFlight
event:/InGame_Ch49/Guardian4_TransformStart,,Guardian4_TransformStart
event:/InGame_Ch70/Guardian5_BreakObstacle,,Guardian5_BreakObstacle
event:/InGame_Ch70/Guardian5_ReadyBigArrow,,Guardian5_ReadyBigArrow
event:/InGame_Ch70/Guardian5_ShotArrow,,Guardian5_ShotArrow
event:/InGame_Ch70/Guardian5_ShotBigArrow,,Guardian5_ShotBigArrow
event:/InGame_Ch70/Guardian5_TargetBigBoom,,Guardian5_TargetBigBoom
event:/InGame_Ch70/Guardian5_TargetBoom,,Guardian5_TargetBoom
event:/InGame_Ch70/Guardian5_TransformEnd,,Guardian5_TransformEnd
event:/InGame_Ch70/Guardian5_TransformFlight,,Guardian5_TransformFlight
event:/InGame_Ch70/Guardian5_TransformStart,,Guardian5_TransformStart
event:/InGame_Ch73_Gulabjamun/Transform_End,,Gulabjamun_TransformEnd
event:/InGame_Ch73_Gulabjamun/Transform_Start,,Gulabjamun_TransformStart
event:/InGame_Ch50/GumballBomb,검 터짐,GumballBomb
event:/InGame_Ch50/GumballBulletLoad,,GumballBulletLoad
event:/InGame_Ch50/GumballShot,총발사,GumballShot
event:/InGame_Ch50/GumballShotFullCombo, 콤보 완성,GumballShotFullCombo
event:/InGame_Ch50/GumballShotOutOfBullet, 총알 없음,GumballShotOutOfBullet
event:/InGame_Ch50/Gumball_Obstacle_Explosion,장애물 파괴,Gumball_Obstacle_Explosion
event:/InGame_Ch24/GumihoTransToFox, ,GumihoTransToFox
event:/InGame_Ch24/GumihoTransToWoman, ,GumihoTransToWoman
event:/InGame_Pet74/HalfSeal_Bonus,,HalfSeal_Bonus
event:/InGame_Pet74/HalfSeal_BonusFast,,HalfSeal_BonusFast
event:/InGame_Ch63/Herb_GrassGrow,,Herb_GrassGrow
event:/InGame_Ch63/Herb_RainRepeat,,Herb_RainRepeat
event:/InGame_Ch63/Herb_RainStart,,Herb_RainStart
event:/InGame_Ch63/Herb_Sprout,,Herb_Sprout
event:/InGame_Ch63/Herb_SunRepeat,,Herb_SunRepeat
event:/InGame_Ch63/Herb_SunStart,,Herb_SunStart
event:/InGame_Pet102_HoneyPet/HoneyJellyParty,,HoneyPet_HoneyJellyParty
event:/InGame_Pet93_HoneyTteock/SoundEff_GetHoneyTearsJelly,,HoneyTteok_GetHoneyTearsJelly
event:/InGame_EpS02/Ice_Obstacle_Escape,,Ice_Obstacle_Escape
event:/InGame_EpS02/Ice_Obstacle_Shake,,Ice_Obstacle_Shake
event:/InGame_EpS02/Ice_Obstacle_Start,,Ice_Obstacle_Start
event:/InGame_EpS02/Ice_Tower_Boss_Summon_Platform,,Ice_Tower_Boss_Summon_Platform
event:/OutGame_Common/Ice_Tower_Locked,,Ice_Tower_Locked
event:/music/SoundBgm_CucumberFrog_Skill,,InGame_SoundBgm_CucumberFrog
event:/music/SoundBgm_GulabjamunTransformBgm,,InGame_SoundBgm_Gulabjamun
event:/music/SoundBgm_MallowBunny_Skill,,InGame_SoundBgm_MallowBunny
event:/InGame_Common/InviteNinja_TeleportSlide, ,InviteNinja_TeleportSlide
event:/InGame_Ch57/Jujube_Attack,,Jujube_Attack
event:/InGame_Ch57/Jujube_DestroyObstacle,,Jujube_DestroyObstacle
event:/InGame_Ch57/Jujube_TransformEnd,,Jujube_TransformEnd
event:/InGame_Ch57/Jujube_TransformJump,,Jujube_TransformJump
event:/InGame_Ch57/Jujube_TransformStart,,Jujube_TransformStart
event:/InGame_Ch40/JungleWarrior_JavelinCrash, ,JungleWarrior_JavelinCrash
event:/InGame_Ch40/JungleWarrior_ThrowingJavelin, ,JungleWarrior_ThrowingJavelin
event:/InGame_Ch40/JungleWarrior_TigerCrash, ,JungleWarrior_TigerCrash
event:/InGame_Ch40/JungleWarrior_TransformEnd, ,JungleWarrior_TransformEnd
event:/InGame_Ch40/JungleWarrior_TransformFlight, ,JungleWarrior_TransformFlight
event:/InGame_Ch40/Char_Jump_ch40_lance_TigerForm,,JungleWarrior_TransformJump
event:/InGame_Ch40/Char_Slide_ch40_TigerForm,,JungleWarrior_TransformSlide
event:/InGame_Ch40/JungleWarrior_TransformStart, ,JungleWarrior_TransformStart
event:/InGame_Common/SoundEff_CrashWithPower,,Kajukatli_Destruction
event:/InGame_Ch74_Kajukatli/Javelin_Throw,,Kajukatli_Javelin
event:/InGame_Ch74_Kajukatli/Javelin_Grab,,Kajukatli_JavelinJelly
event:/InGame_Ch74_Kajukatli/Javelin_Galloping,,Kajukatli_galloping
event:/InGame_Ch74_Kajukatli/Javelin_End,,Kajukatli_gallopingend
event:/InGame_Ch91_Kaymak/Alterego,,KaymakCookie_Alterego
event:/InGame_Ch91_Kaymak/Swinging_Sprint,,KaymakCookie_SwingingSprint
event:/InGame_Ch91_Kaymak/Transform_End,,KaymakCookie_TransformEnd
event:/InGame_Ch91_Kaymak/Transform_Start,,KaymakCookie_TransformStart
event:/InGame_Ch91_Kaymak/Swinging0,,KaymakCookie_swinging0
event:/InGame_Ch91_Kaymak/Swinging1,,KaymakCookie_swinging1
event:/InGame_Ch91_Kaymak/Swinging2,,KaymakCookie_swinging2
event:/InGame_Ch43/Kiwi_TransformEnd, ,Kiwi_TransformEnd
event:/InGame_Ch43/Kiwi_TransformFlight,,Kiwi_TransformFlight
event:/InGame_Ch43/Kiwi_TransformJump, ,Kiwi_TransformJump
event:/InGame_Ch43/Kiwi_TransformSlide, ,Kiwi_TransformSlide
event:/InGame_Ch43/Kiwi_TransformStart, ,Kiwi_TransformStart
event:/InGame_Common/SoundEff_JellychoExplosion,,KongKongJellychoExplosion
event:/InGame_Ch52/LemonProtectorExplosion,,LemonProtectorExplosion
event:/InGame_Ch52/Lemon_InvincibleBoost,,Lemon_InvincibleBoost
event:/InGame_Ch52/Lemon_Obstacle_Explosion,,Lemon_Obstacle_Explosion
event:/InGame_Ch52/Lemon_TransformEnd,,Lemon_TransformEnd
event:/InGame_Ch52/Lemon_TransformJump,,Lemon_TransformJump
event:/InGame_Ch52/Lemon_TransformSlide,,Lemon_TransformSlide
event:/InGame_Ch52/Lemon_TransformStart,,Lemon_TransformStart
event:/InGame_Ch54/LimeBoom,,LimeBoom
event:/InGame_Ch54/LimeGetBall,,LimeGetBall
event:/InGame_Ch54/LimePowerSpike,,LimePowerSpike
event:/InGame_Ch54/LimeSpike,,LimeSpike
event:/InGame_Ch54/Lime_Obstacle_Explosion,,Lime_Obstacle_Explosion
event:/InGame_Ch54/Lime_TransformEnd,,Lime_TransformEnd
event:/InGame_Ch54/Lime_TransformJump,,Lime_TransformJump
event:/InGame_Ch54/Lime_TransformStart,,Lime_TransformStart
event:/InGame_Ch93_LotusRootPhantom/BigWave,,LotusRootPhantomCookie_BigWave
event:/InGame_Ch93_LotusRootPhantom/Transform_End,,LotusRootPhantomCookie_TransformEnd
event:/InGame_Ch93_LotusRootPhantom/Transform_Jump,,LotusRootPhantomCookie_TransformJump
event:/InGame_Ch93_LotusRootPhantom/Transform_Slide,,LotusRootPhantomCookie_TransformSlide
event:/InGame_Ch93_LotusRootPhantom/Transform_Wave,,LotusRootPhantomCookie_TransformWave
event:/InGame_Ch93_LotusRootPhantom/Wave,,LotusRootPhantomCookie_Wave
event:/InGame_Pet104_LotusSitter/WaterBomb_Jelly,,LotusSitter_waterbombJelly
event:/InGame_Pet104_LotusSitter/WaterBomb_Jelly1,,LotusSitter_waterbombJelly1
event:/InGame_Ch59/Macaron_Bbooing,,Macaron_Bbooing
event:/InGame_Ch59/Macaron_JellyBoom,,Macaron_JellyBoom
event:/InGame_Ch59/Macaron_Jump,,Macaron_Jump
event:/InGame_Ch59/Macaron_SmallJump,,Macaron_SmallJump
event:/InGame_Ch59/Macaron_TransformEnd,,Macaron_TransformEnd
event:/InGame_Ch59/Macaron_TransformJump,,Macaron_TransformJump
event:/InGame_Ch59/Macaron_TransformSlide,,Macaron_TransformSlide
event:/InGame_Ch59/Macaron_TransformStart,,Macaron_TransformStart
event:/InGame_Ch25/MagicianChainLightning, ,MagicianChainLightning
event:/InGame_Ch25/MagicianObstacleExplosion, ,MagicianObstacleExplosion
event:/InGame_Ch25/MagicianSpecialSpellEnd, ,MagicianSpecialSpellEnd
event:/InGame_Ch25/MagicianSpecialSpellFlightStart, ,MagicianSpecialSpellFlightStart
event:/InGame_Ch25/MagicianSpecialSpellStart, ,MagicianSpecialSpellStart
event:/InGame_Ch75_MallowBunny/Coin_Portal_Explosion,,MallowBunny_CoinPortalExplosion
event:/InGame_Ch75_MallowBunny/Jelly_Portal_Explosion,,MallowBunny_JellyPortalExplosion
event:/InGame_Ch75_MallowBunny/Pass_Coin_Portal,,MallowBunny_PassCoinPortal
event:/InGame_Ch75_MallowBunny/Pass_Jelly_Portal,,MallowBunny_PassJellyPortal
event:/InGame_Pet98_ManggaeLeafSnail/SoundEff_GetDewJelly,,ManggaeLeafSnail_GetDewJelly
event:/InGame_Pet98_ManggaeLeafSnail/SoundEff_GetSnailCreamJelly,,ManggaeLeafSnail_GetSnailCreamJelly
event:/InGame_Pet98_ManggaeLeafSnail/Make_Dew,,ManggaeLeafSnail_MakeDew
event:/InGame_Pet98_ManggaeLeafSnail/Make_SnailCream,,ManggaeLeafSnail_MakeSnailCream
event:/InGame_Ch86_Manggaetteok/SoundEff_GetManggaetteokJelly,,Manggaetteok_GetManggaetteokJelly
event:/InGame_Ch86_Manggaetteok/SoundEff_GetWindJelly,,Manggaetteok_GetWindJelly
event:/InGame_Ch86_Manggaetteok/Transform_End,,Manggaetteok_TransformEnd
event:/InGame_Ch86_Manggaetteok/Transform_Start,,Manggaetteok_TransformStart
event:/InGame_Ch86_Manggaetteok/Transform_Jump,,Manggaetteok_Transform_Jump
event:/InGame_Pet82/MoonMortar_GetJelly,,MoonMortar_GetJelly
event:/InGame_Pet82/MoonMortar_MakeMoonJelly,,MoonMortar_MakeMoonJelly
event:/InGame_Pet82/MoonMortar_MoonMortarExplosion,,MoonMortar_MoonMortarExplosion
event:/InGame_Ch71/MoonRabbit_TransformEnd,,MoonRabbit_TransformEnd
event:/InGame_Ch71/MoonRabbit_TransformJump,,MoonRabbit_TransformJump
event:/InGame_Ch71/MoonRabbit_TransformLanding,,MoonRabbit_TransformLanding
event:/InGame_Ch71/MoonRabbit_TransformSlide,,MoonRabbit_TransformSlide
event:/InGame_Ch71/MoonRabbit_TransformStart,,MoonRabbit_TransformStart
event:/InGame_Ch467/MuayThai_TransformEnd,,MuayThai_TransformEnd
event:/InGame_Ch47/Char_Jump_ch47,,MuayThai_TransformJump
event:/InGame_Ch47/Char_Slide_ch47,,MuayThai_TransformSlide
event:/InGame_Ch47/MuayThai_TransformStart,,MuayThai_TransformStart
event:/Common/mute_music_instantly,,Mute_Music_Instantly
event:/OutGame_MysteryBox/MisteryBoxOpen_Best, ,MysteryBoxOpen_Best
event:/OutGame_MysteryBox/MisteryBoxOpen_Good, ,MysteryBoxOpen_Good
event:/OutGame_MysteryBox/MisteryBoxOpen_Normal, ,MysteryBoxOpen_Normal
event:/InGame_Common/MysteryBox_Get_Best,,MysteryBox_Get_Best
event:/InGame_Common/MysteryBox_Get_Good,,MysteryBox_Get_Good
event:/InGame_Common/MysteryBox_Get_Normal,,MysteryBox_Get_Normal
event:/InGame_Pet71/OnionFish_Activate,,OnionFish_Activate
event:/InGame_Pet71/OnionFish_ObstacleTearing,,OnionFish_ObstacleTearing
event:/InGame_Ch58/Onion_Chendelier_Fall,,Onion_Chendelier_Fall
event:/InGame_Ch58/Onion_Chendelier_TurnOn,,Onion_Chendelier_TurnOn
event:/InGame_Ch58/Onion_PassedObstacle,,Onion_PassedObstacle
event:/InGame_Ch58/Onion_TransformJump,,Onion_TransformJump
event:/InGame_Ch58/Onion_TransformSlide,,Onion_TransformSlide
event:/InGame_Ch58/Onion_TransformStart,,Onion_TransformStart
event:/InGame_Ch53/OrangeBallBoom,,OrangeBallBoom
event:/InGame_Ch53/OrangeBallBoom,,OrangeBallPowerBoom
event:/InGame_Ch53/OrangeBallPowerSpike,,OrangePowerSpike
event:/InGame_Ch53/OrangeBallSmash,,OrangeSmash
event:/InGame_Ch53/OrangeBallSpike,,OrangeSpike
event:/InGame_Ch53/Orange_Obstacle_Explosion,,Orange_Obstacle_Explosion
event:/InGame_Ch83_PaKimchi/Skill_01,,PaKimchiSound_skill1
event:/InGame_Ch83_PaKimchi/Skill_02,,PaKimchiSound_skill2
event:/InGame_Ch83_PaKimchi/SoundEff_GetBeanBarleyJelly,,PaKimchi_GetBeanBarleyJelly
event:/InGame_Ch83_PaKimchi/Obstacle,,PaKimchi_Obstacle
event:/InGame_Ch83_PaKimchi/Transform_End,,PaKimchi_TransformEnd
event:/InGame_Ch83_PaKimchi/Transform_Start,,PaKimchi_TransformStart
event:/InGame_Pet81/PanCakeFrisbeeSound_Flighting,,PanCakeFrisbeeSound_Flighting
event:/InGame_Ch69/PanCake_JellyBoom,,PanCake_JellyBoom
event:/InGame_Ch69/PanCake_TransformEnd,,PanCake_TransformEnd
event:/InGame_Ch69/PanCake_TransformFlight,,PanCake_TransformFlight
event:/InGame_Ch69/PanCake_TransformStart,,PanCake_TransformStart
event:/InGame_Pet67/PaperShip_ShotBubble,,PaperShip_ShotBubble
event:/OutGame_Common/Partyrun_Result_Show_Rank,파티런 게임 결과 순위 안내 사운드,Partyrun_Result_ShowRank
event:/music/partyrun_waitingroom,파티런 대기실 BGM,Partyrun_WaitingRoom_BGM
event:/jingle/partyrun_win,파티런 우승 축하화면 징글,Partyrun_Win_BGM
event:/OutGame_Common/Partyrun_Win_Effect,파티런 최종 우승 WIN 연출 사운드,Partyrun_Win_Effect
event:/InGame_Common/PartyRun_Countdown,파티런 인게임 숫자 카운트 다운 사운드,Partyrun_countdown
event:/InGame_Common/PartyRun_Countdown_Start,파티런 인게임 스타트 사운드,Partyrun_countdown_start
event:/music/partyrun_lobby,파티런 로비 BGM,Partyrun_lobby_BGM
event:/OutGame_Ambience/PartyRun_Lobby_Fireworks,파티런 로비에서 폭죽 (불꽃놀이)이 터지는 연출,Partyrun_lobby_fireworks
event:/OutGame_Common/Partyrun_Roulette,파티런 룰렛 돌아가는 연출,Partyrun_roulette
event:/OutGame_Common/Partyrun_Roulette_Stop,파티런 맵 결정 사운드,Partyrun_roulette_stop
event:/OutGame_Common/Partyrun_Round_Result_Live,라운드 생존 연출 사운드,Partyrun_round_live
event:/OutGame_Common/Partyrun_Round_Result_Out,라운드 탈락 연출 사운드,Partyrun_round_out
event:/OutGame_Common/Partyrun_Round_Result,파티런 라운드 결과화면 등장 연출 사운드,Partyrun_roundresult
event:/InGame_Common/Partyrun_Survival,파티런 골인 (생존) 사운드,Partyrun_survival
event:/InGame_Common/Partyrun_Tada,파티런 파이널 라운드 팡파레 사운드,Partyrun_tada
event:/InGame_Common/Passive_ch20, ,Passive_ch20
event:/InGame_Common/Passive_ch21, ,Passive_ch21
event:/InGame_Common/Passive_ch26, ,Passive_ch26
event:/InGame_Common/Passive_ch37, ,Passive_ch37
event:/InGame_Common/Passive_ch40, ,Passive_ch40
event:/InGame_Common/Passive_ch41, ,Passive_ch41
event:/InGame_Common/Passive_ch49, ,Passive_ch49
event:/InGame_Common/Passive_ch65, ,Passive_ch65
event:/InGame_Common/Passive_ch70, ,Passive_ch70
event:/InGame_Common/Passive_ch87,,Passive_ch87
event:/InGame_Common/Passive_pet49, ,Passive_pet49
event:/InGame_Common/Passive_pet57_pet58, ,Passive_pet57_pet58
event:/InGame_Ch56/Peach_SmashObstacle,,Peach_SmashObstacle
event:/InGame_Ch56/Peach_TrainingKillSound,,Peach_TrainingKillSound
event:/InGame_Ch56/Peach_TransformEnd,,Peach_TransformEnd
event:/InGame_Ch56/Peach_TransformJump,,Peach_TransformJump
event:/InGame_Ch56/Peach_TransformSlide,,Peach_TransformSlide
event:/InGame_Ch56/Peach_TransformStart,,Peach_TransformStart
event:/InGame_Ch55/PepperMint_DolphinIn,,PepperMint_DolphinIn
event:/InGame_Ch55/PepperMint_DolphinKikikick,,PepperMint_DolphinKikikick
event:/InGame_Ch55/PepperMint_DolphinOut,,PepperMint_DolphinOut
event:/InGame_Ch55/PepperMint_TransformEnd,,PepperMint_TransformEnd
event:/InGame_Ch55/PepperMint_TransformFlight,,PepperMint_TransformFlight
event:/InGame_Ch55/PepperMint_TransformStart,,PepperMint_TransformStart
event:/InGame_Ch55/PepperMint_WhaleWaterSpray,,PepperMint_WhaleWaterSpray
event:/InGame_Pet83/Get_Health_Potion,,Pet83_Get_Health_Potion
event:/InGame_Pet83/Make_Health_Potion,,Pet83_Make_Health_Potion
event:/InGame_Pet73/PetCinnamon_RabbitBounce,,PetCinnamon_RabbitBounce
event:/InGame_Pet73/PetCinnamon_RabbitExplosion,,PetCinnamon_RabbitExplosion
event:/InGame_Pet73/PetCinnamon_RabbitShoot,,PetCinnamon_RabbitShoot
event:/InGame_Pet73/PetCinnamon_RabbitStart,,PetCinnamon_RabbitStart
event:/InGame_Ch92_PineMonk/BigLaser,,PineMonkCookie_BigLaser
event:/InGame_Ch92_PineMonk/Laser,,PineMonkCookie_Laser
event:/InGame_Ch92_PineMonk/Monster,,PineMonkCookie_Monster
event:/InGame_Ch92_PineMonk/Transform_End,,PineMonkCookie_TransformEnd
event:/InGame_Ch92_PineMonk/Transform_Start,,PineMonkCookie_TransformStart
event:/InGame_Ch92_PineMonk/scripture,,PineMonkCookie_scripture
event:/InGame_Pet40/PinkCandyPet_AttractBearJellyMeteor, ,PinkCandyPet_AttractBearJellyMeteor
event:/InGame_Pet40/PinkCandyPet_BearMeteorCrash, ,PinkCandyPet_BearMeteorCrash
event:/InGame_Pet40/PinkCandyPet_BearMeteorExplosion, ,PinkCandyPet_BearMeteorExplosion
event:/InGame_Pet40/PinkCandyPet_BearMeteorFall, ,PinkCandyPet_BearMeteorFall
event:/InGame_EpN05/Platform_5_2_giraffe,,Platform_5_2_giraffe
event:/InGame_EpN05/Platform_5_2_rabbit,,Platform_5_2_rabbit
event:/InGame_EpN05/Platform_5_3_frog,,Platform_5_3_frog
event:/InGame_EpN05/Platform_5_3_frog2,,Platform_5_3_frog2
event:/InGame_EpN05/Platform_5_3_snake,,Platform_5_3_snake
event:/InGame_EpN05/Platform_5_4_OneTwo,,Platform_5_4_OneTwo
event:/InGame_EpN05/Platform_5_4_lime,,Platform_5_4_lime
event:/InGame_EpN05/Platform_5_4_star,,Platform_5_4_star
event:/InGame_EpN05/Platform_5_4_star_509,,Platform_5_4_star_509
event:/InGame_EpN05/Platform_5_5_IceFall,,Platform_5_5_IceFall
event:/InGame_EpN05/Platform_5_5_fish,,Platform_5_5_fish
event:/InGame_EpN05/Platform_5_6_Chipmunk_507,,Platform_5_6_Chipmunk_507
event:/InGame_EpN05/Platform_5_6_gift,,Platform_5_6_gift
event:/InGame_EpN05/Platform_5_8_ComingGolem,,Platform_5_8_ComingGolem
event:/InGame_EpN05/Platform_5_8_PopOut,,Platform_5_8_PopOut
event:/InGame_EpN05/Platform_5_8_dino_crash,,Platform_5_8_dino_crash
event:/InGame_EpN05/Platform_5_8_dino_down,,Platform_5_8_dino_down
event:/InGame_EpN05/Platform_5_8_dino_up,,Platform_5_8_dino_up
event:/InGame_EpN05/Platform_5_8_golem,,Platform_5_8_golem
event:/InGame_EpN05/Platform_6048_506,,Platform_6048_506
event:/InGame_EpN05/Platform_6057_506,,Platform_6057_506
event:/InGame_Common/Platform_Jump3Times_epS03,,Platform_Jump3Times_epS03
event:/InGame_Common/Platform_MoveDownFloor, ,Platform_MoveDownFloor
event:/InGame_Common/Platform_MoveDownJump, ,Platform_MoveDownJump
event:/InGame_Common/Platform_MoveDownSlide, ,Platform_MoveDownSlide
event:/InGame_Common/Platform_OneBecomeTwo_epS03,,Platform_OneBecomeTwo_epS03
event:/InGame_Common/Platform_PartyRun_OneStep,장애물 일회용 발판 사운드,Platform_Onestep
event:/InGame_Common/Platform_PillarOfFire, ,Platform_PillarOfFire
event:/InGame_Common/Platform_PartyRun_Pipingbear,장애물 짤주머니 밟는 사운드 (노랑 / 분홍),Platform_Pipingbear
event:/InGame_Common/Platform_PopUpObstacle, ,Platform_PopUpObstacle
event:/InGame_Common/Platform_PopUpObstacle_epS03,,Platform_PopUpObstacle_epS03
event:/InGame_Common/Platform_SlowDownSlide, ,Platform_SlowDownSlide
event:/InGame_Ch87_PlumBlossom/BigDragon_HpUp,,PlumBlossom_BigDragon_HpUp
event:/InGame_Ch87_PlumBlossom/BigDragon_Launch,,PlumBlossom_BigDragon_Launch
event:/InGame_Ch87_PlumBlossom/Branches_Spreadout,,PlumBlossom_Branches_Spreadout
event:/InGame_Ch87_PlumBlossom/Get_CoinJelly,,PlumBlossom_Get_CoinJelly
event:/InGame_Ch87_PlumBlossom/Get_PlumblossomJelly,,PlumBlossom_Get_PlumblossomJelly
event:/InGame_Ch87_PlumBlossom/Levitation,,PlumBlossom_Levitation
event:/InGame_Ch87_PlumBlossom/Lightning,,PlumBlossom_Lightning
event:/InGame_Ch87_PlumBlossom/MagnetRush,,PlumBlossom_MagnetRush
event:/InGame_Ch87_PlumBlossom/Make_CoinJelly,,PlumBlossom_Make_CoinJelly
event:/InGame_Ch87_PlumBlossom/Make_PlumblossomJelly,,PlumBlossom_Make_PlumblossomJelly
event:/InGame_Ch87_PlumBlossom/SmallDragon_Launch,,PlumBlossom_SmallDragon_Launch
event:/InGame_Ch87_PlumBlossom/Transform_Start,,PlumBlossom_TransformStart
event:/InGame_Pet77/PoppingCandy_Explosion, ,PoppingCandy_Explosion
event:/InGame_Ch82_PotatoSalad/Skill_01,,PotatoSaladSound_skill1
event:/InGame_Ch82_PotatoSalad/Skill_02,,PotatoSaladSound_skill2
event:/InGame_Ch82_PotatoSalad/Transform_Jump,,PotatoSalad_Jump
event:/InGame_Ch82_PotatoSalad/Smash_Mayonnaise,,PotatoSalad_Mayonnaise
event:/InGame_Ch82_PotatoSalad/Smash_Potato,,PotatoSalad_Potato
event:/InGame_Ch82_PotatoSalad/Coin_Appear,,PotatoSalad_PotatoCoin
event:/InGame_Ch82_PotatoSalad/Transform_Slide,,PotatoSalad_Slide
event:/music/SoundBgm_PotatoSalad_Skill,,PotatoSalad_TransformBGM
event:/InGame_Ch82_PotatoSalad/Transform_Start,,PotatoSalad_TransformStart
event:/OutGame_RandomPet/RandomPet_Born, ,RandomPet_Born
event:/OutGame_RandomPet/RandomPet_Egg_Crack2, ,RandomPet_Egg_Crack2
event:/OutGame_RandomPet/RandomPet_Result_A, ,RandomPet_Result_A
event:/OutGame_RandomPet/RandomPet_Result_Coin, ,RandomPet_Result_Coin
event:/OutGame_RandomPet/RandomPet_Result_S, ,RandomPet_Result_S
event:/OutGame_RandomTreasure/RandomTreasure_Loading, ,RandomTreasure_Loading
event:/OutGame_RandomTreasure/RandomTreasure_MoveBox, ,RandomTreasure_MoveBox
event:/OutGame_RandomTreasure/RandomTreasure_OpenBox, ,RandomTreasure_OpenBox
event:/OutGame_RandomTreasure/RandomTreasure_Result_A, ,RandomTreasure_Result_A
event:/OutGame_RandomTreasure/RandomTreasure_Result_BC, ,RandomTreasure_Result_BC
event:/OutGame_RandomTreasure/RandomTreasure_Result_S, ,RandomTreasure_Result_S
event:/InGame_Ch21/Ranger_ShotRifle, ,Ranger_ShotRifle
event:/InGame_Common/Ranger_StarCandyBomb, ,Ranger_StarCandyBomb
event:/InGame_Ch61/Redbean_ShowFish,,Redbean_ShowFish
event:/InGame_Ch61/Redbean_SpeedUp,,Redbean_SpeedUp
event:/InGame_Ch61/Redbean_TransformEnd,,Redbean_TransformEnd
event:/InGame_Ch61/Redbean_TransformJump,,Redbean_TransformJump
event:/InGame_Ch61/Redbean_TransformSlide,,Redbean_TransformSlide
event:/InGame_Ch61/Redbean_TransformStart,,Redbean_TransformStart
event:/OutGame_Result/Result_AdditionalScore, ,Result_AdditionalScore
event:/OutGame_Result/Result_DefeatFriend, ,Result_DefeatFriend
event:/OutGame_Result/Result_LevelReward, ,Result_LevelReward
event:/OutGame_Result/Result_LevelUnlock, ,Result_LevelUnlock
event:/OutGame_Result/Result_LevelUp, ,Result_LevelUp
event:/OutGame_Result/Result_Medal, ,Result_Medal
event:/OutGame_Result/Result_MyScore, ,Result_MyScore
event:/OutGame_Result/Result_NewRecord, ,Result_NewRecord
event:/OutGame_Result/Result_ScreenChange, ,Result_ScreenChange
event:/OutGame_Result/Result_Tip, ,Result_Tip
event:/InGame_Ch27/RockStarMakeNoteJelly, ,RockStarMakeNoteJelly
event:/InGame_Ch27/RockStarMakeNoteJellyMaxSliding, ,RockStarMakeNoteJellyMaxSliding
event:/InGame_Ch27/RockStarMaxSliding, ,RockStarMaxSliding
event:/InGame_Ch67/RollCakeSound_HammerReady,,RollCakeSound_HammerReady
event:/InGame_Ch67/RollCakeSound_Hammering,,RollCakeSound_Hammering
event:/InGame_Ch67/RollCakeSound_TransformEnd,,RollCakeSound_TransformEnd
event:/InGame_Ch67/RollCakeSound_TransformFlight,,RollCakeSound_TransformFlight
event:/InGame_Ch67/RollCakeSound_TransformJump,,RollCakeSound_TransformJump
event:/InGame_Ch67/RollCakeSound_TransformStart,,RollCakeSound_TransformStart
event:/InGame_Pet97_RunningDiary/Get_Final_Score,,RunningDiary_FinalScore
event:/InGame_Pet97_RunningDiary/Get_Final_Score_Point,,RunningDiary_GetFinalScorePoint
event:/InGame_Pet97_RunningDiary/Get_Score,,RunningDiary_GetScore
event:/InGame_Pet97_RunningDiary/Get_Score_Point,,RunningDiary_GetScorePoint
event:/InGame_Pet80/SavannanaSound_Explosion,,SavannanaSound_Explosion
event:/InGame_Pet80/SavannanaSound_MakeCoin,,SavannanaSound_MakeCoin
event:/InGame_Pet80/SavannanaSound_Shooting,,SavannanaSound_Shooting
event:/InGame_Ch65/SeaFairy_Shooting,,SeaFairy_Shooting
event:/InGame_Ch65/SeaFairy_ShootingExplosion, ,SeaFairy_ShootingExplosion
