group_seq,prob_group,_key
1100600,B,60
1201800,A,600
1201800,A,601
1201800,A,602
1201800,A,603
1201800,A,604
1201800,A,605
1201900,B,606
1201900,B,607
1201900,B,608
1201900,B,609
1100600,B,61
1201900,B,610
1201900,B,611
1201900,B,612
1201900,B,613
1201900,B,614
1201900,B,615
1201900,B,616
1202000,A,617
1202000,A,618
1202000,A,619
1100600,B,62
1202000,A,620
1202000,A,621
1202000,A,622
1202000,A,623
1202000,A,624
1202000,A,625
1202000,A,626
1202000,A,627
1202100,B,628
1202100,B,629
1100600,B,63
1202100,B,630
1202100,B,631
1202100,B,632
1202100,B,633
1202100,B,634
1202100,B,635
1202100,B,636
1202100,B,637
1202100,B,638
1202300,S,639
1100600,B,64
1202300,S,640
1202300,S,641
1202300,S,642
1202300,S,643
1202300,S,644
1202300,S,645
1202300,S,646
1202300,S,647
1202300,S,648
1202300,S,649
1100600,B,65
1202400,S,650
1202400,S,651
1202400,S,652
1202400,S,653
1202400,S,654
1202400,S,655
1202400,S,656
1202400,S,657
1202400,S,658
1202400,S,659
1100600,B,66
1202400,S,660
1202600,S,661
1202600,S,662
1202600,S,663
1202600,S,664
1202600,S,665
1202600,S,666
1202600,S,667
1202600,S,668
1202600,S,669
1100700,S,67
1202600,S,670
1202600,S,671
1202700,S,672
1202700,S,673
1202700,S,674
1202700,S,675
1202700,S,676
1202700,S,677
1202700,S,678
1202700,S,679
1100700,S,68
1202700,S,680
1202700,S,681
1202700,S,682
1202800,S,683
1202800,S,684
1202800,S,685
1202800,S,686
1202800,S,687
1202800,S,688
1202800,S,689
1100700,S,69
1202800,S,690
1202800,S,691
1202800,S,692
1202800,S,693
1202900,A,694
1202900,A,695
1202900,A,696
1202900,A,697
1202900,A,698
1202900,A,699
1100100,C,7
1100700,S,70
1202900,A,700
1202900,A,701
1202900,A,702
1202900,A,703
1202900,A,704
1203000,S,705
1203000,S,706
1203000,S,707
1203000,S,708
1203000,S,709
1100700,S,71
1203000,S,710
1203000,S,711
1203000,S,712
1203000,S,713
1203000,S,714
1203000,S,715
1203100,S,716
1203100,S,717
1203100,S,718
1203100,S,719
1100700,S,72
1203100,S,720
1203100,S,721
1203100,S,722
1203100,S,723
1203100,S,724
1203100,S,725
1203100,S,726
1203200,A,727
1203200,A,728
1203200,A,729
1100700,S,73
1203200,A,730
1203200,A,731
1203200,A,732
1203200,A,733
1203200,A,734
1203200,A,735
1203200,A,736
1203200,A,737
1203300,S,738
1203300,S,739
1100700,S,74
1203300,S,740
1203300,S,741
1203300,S,742
1203300,S,743
1203300,S,744
1203300,S,745
1203300,S,746
1203300,S,747
1203300,S,748
1203400,S,749
1100700,S,75
1203400,S,750
1203400,S,751
1203400,S,752
1203400,S,753
1203400,S,754
1203400,S,755
1203400,S,756
1203400,S,757
1203400,S,758
1203400,S,759
1100700,S,76
1203500,S,760
1203500,S,761
1203500,S,762
1203500,S,763
1203500,S,764
1203500,S,765
1203500,S,766
1203500,S,767
1203500,S,768
1203500,S,769
1100700,S,77
1203500,S,770
1203600,S,771
1203600,S,772
1203600,S,773
1203600,S,774
1203600,S,775
1203600,S,776
1203600,S,777
1203600,S,778
1203600,S,779
1100800,A,78
1203600,S,780
1203600,S,781
1203700,S,782
1203700,S,783
1203700,S,784
1203700,S,785
1203700,S,786
1203700,S,787
1203700,S,788
1203700,S,789
1100800,A,79
1203700,S,790
1203700,S,791
1203700,S,792
1203800,S,793
1203800,S,794
1203800,S,795
1203800,S,796
1203800,S,797
1203800,S,798
1203800,S,799
1100100,C,8
1100800,A,80
1203800,S,800
1203800,S,801
1203800,S,802
1203800,S,803
1203900,S,804
1203900,S,805
1203900,S,806
1203900,S,807
1203900,S,808
1203900,S,809
1100800,A,81
1203900,S,810
1203900,S,811
1203900,S,812
1203900,S,813
1203900,S,814
1204000,S,815
1204000,S,816
1204000,S,817
1204000,S,818
1204000,S,819
1100800,A,82
1204000,S,820
1204000,S,821
1204000,S,822
1204000,S,823
1204000,S,824
1204000,S,825
1204100,S,826
1204100,S,827
1204100,S,828
1204100,S,829
1100800,A,83
1204100,S,830
1204100,S,831
1204100,S,832
1204100,S,833
1204100,S,834
1204100,S,835
1204100,S,836
1204200,S,837
1204200,S,838
1204200,S,839
1100800,A,84
1204200,S,840
1204200,S,841
1204200,S,842
1204200,S,843
1204200,S,844
1204200,S,845
1204200,S,846
1204200,S,847
1204300,S,848
1204300,S,849
1100800,A,85
1204300,S,850
1204300,S,851
1204300,S,852
1204300,S,853
1204300,S,854
1204300,S,855
1204300,S,856
1204300,S,857
1204300,S,858
1204400,S,859
1100800,A,86
1204400,S,860
1204400,S,861
1204400,S,862
1204400,S,863
1204400,S,864
1204400,S,865
1204400,S,866
1204400,S,867
1204400,S,868
1204400,S,869
1100800,A,87
1204500,S,870
1204500,S,871
1204500,S,872
1204500,S,873
1204500,S,874
1204500,S,875
1204500,S,876
1204500,S,877
1204500,S,878
1204500,S,879
1100800,A,88
1204500,S,880
1204600,S,881
1204600,S,882
1204600,S,883
1204600,S,884
1204600,S,885
1204600,S,886
1204600,S,887
1204600,S,888
1204600,S,889
1100900,A,89
1204600,S,890
1204600,S,891
1204700,S,892
1204700,S,893
1204700,S,894
1204700,S,895
1204700,S,896
1204700,S,897
1204700,S,898
1204700,S,899
1100100,C,9
1100900,A,90
1204700,S,900
1204700,S,901
1204700,S,902
1300100,S,903
1300100,S,904
1300100,S,905
1300100,S,906
1300100,S,907
1300100,S,908
1300100,S,909
1100900,A,91
1300100,S,910
1300100,S,911
1300100,S,912
1300100,S,913
1300200,S,914
1300200,S,915
1300200,S,916
1300200,S,917
1300200,S,918
1300200,S,919
1100900,A,92
1300200,S,920
1300200,S,921
1300200,S,922
1300200,S,923
1300200,S,924
1300300,S,925
1300300,S,926
1300300,S,927
1300300,S,928
1300300,S,929
1100900,A,93
1300300,S,930
1300300,S,931
1300300,S,932
1300300,S,933
1300300,S,934
1300300,S,935
1300400,S,936
1300400,S,937
1300400,S,938
1300400,S,939
1100900,A,94
1300400,S,940
1300400,S,941
1300400,S,942
1300400,S,943
1300400,S,944
1300400,S,945
1300400,S,946
1300500,S,947
1300500,S,948
1300500,S,949
1100900,A,95
1300500,S,950
1300500,S,951
1300500,S,952
1300500,S,953
1300500,S,954
1300500,S,955
1300500,S,956
1300500,S,957
1300600,S,958
1300600,S,959
1100900,A,96
1300600,S,960
1300600,S,961
1300600,S,962
1300600,S,963
1300600,S,964
1300600,S,965
1300600,S,966
1300600,S,967
1300600,S,968
1300700,A,969
1100900,A,97
1300700,A,970
1300700,A,971
1300700,A,972
1300700,A,973
1300700,A,974
1300700,A,975
1300700,A,976
1300700,A,977
1300700,A,978
1300700,A,979
1100900,A,98
1300800,A,980
1300800,A,981
1300800,A,982
1300800,A,983
1300800,A,984
1300800,A,985
1300800,A,986
1300800,A,987
1300800,A,988
1300800,A,989
1100900,A,99
1300800,A,990
1300900,A,991
1300900,A,992
1300900,A,993
1300900,A,994
1300900,A,995
1300900,A,996
1300900,A,997
1300900,A,998
1300900,A,999
