episode,event_seq,is_complete_reward,mission_description,mission_description_short,mission_order,mission_seq,need_count,page,reward_image_file_name,reward_image_plist_file_name,reward_name,reward_qty,reward_seq,reward_type,stat_category_id,stat_data_id,stat_goal_count,_key
,118,0,Send Lives to friends 3 times,,2,9331,3,1,reward_icon_spell_small.png,bc_reward_icon.plist,Magic Powder,100,0,P,,,,276
,118,0,Play Party Run (Solo) 2 times,,3,9332,2,1,reward_icon_crystal.png,bc_reward_icon.plist,Crystals,2,0,G,,,,277
,118,0,"Earn 5,000 Coins in Normal Episode (single run)",,4,9333,1,1,reward_icon_spell_small.png,bc_reward_icon.plist,Magic Powder,50,0,P,,,,278
,118,0,Complete all 4 Daily Missions,,5,9334,4,1,reward_icon_cookie_stone_box_ss.png,bc_reward_icon.plist,Soulstone Choice Chest (3 options),3,42002,S,,,,279
,35,1,Complete all the above missions,,6,7954,5,1,,,용사맛 쿠키,1,100901,S,,,,28
,119,0,Play 3 times in Normal Episode up to Stage 4,,1,9335,3,1,reward_icon_coin_small.png,bc_reward_icon.plist,Coins,3000,0,C,,,,280
,119,0,Send Lives to friends 3 times,,2,9336,3,1,reward_icon_spell_small.png,bc_reward_icon.plist,Magic Powder,100,0,P,,,,281
,119,0,Use 2 Keys,,3,9337,2,1,reward_icon_crystal.png,bc_reward_icon.plist,Crystals,1,0,G,,,,282
,119,0,"Earn 5,000 Coins in Normal Episode (single run)",,4,9338,1,1,reward_icon_spell_small.png,bc_reward_icon.plist,Magic Powder,50,0,P,,,,283
,119,0,Complete all 4 Daily Missions,,5,9339,4,1,reward_icon_cookie_stone_box_ss.png,bc_reward_icon.plist,Soulstone Choice Chest (3 options),3,42002,S,,,,284
,123,0,파티런 패스 13단계 달성하기(유/무료 무관),,1,9407,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,13,0,G,,,,285
,123,0,파티런 13회 플레이 하기,,2,9408,13,1,reward_icon_key_small.png,bc_reward_icon.plist,열쇠,13,0,K,,,,286
,123,0,파티런 3라운드 이상 진출하기 13회,,3,9409,13,1,reward_icon_spell_small.png,bc_reward_icon.plist,마법가루,1313,0,P,,,,287
,123,0,민들레요정맛 쿠키로 파티런 플레이 하기 13회,,4,9410,13,1,reward_icon_coin_small.png,bc_reward_icon.plist,코인,131313,0,C,,,,288
,123,0,모든 미션 완료하기 (완료보상 : 젤리스킨),,5,9411,4,1,reward_icon_jelly_skin.png,bc_reward_icon.plist,13주년 기념 주화 젤리스킨,1,8200010,S,,,,289
,35,1,Complete all the above missions,,7,7955,5,1,reward_icon_coin_small.png,bc_reward_icon.plist,코인,50000,,C,,,,29
,127,0,파티런 패스 10단계 달성하기(유/무료 무관),,1,9419,1,1,reward_icon_trTicketSS_small.png,bc_reward_icon.plist,Supreme Treasure Ticket,2,853,S,,,,290
,127,0,파티런 10회 플레이 하기,,2,9420,10,1,reward_icon_key_small.png,bc_reward_icon.plist,Keys,15,0,K,,,,291
,127,0,파티런 3라운드 이상 진출하기 10회,,3,9421,10,1,reward_icon_coin_small.png,bc_reward_icon.plist,Coins,100000,0,C,,,,292
,127,0,파티런 2라운드 이상 진출하기 15회,,4,9422,15,1,reward_icon_spell_small.png,bc_reward_icon.plist,Magic Powder,1500,0,P,,,,293
,127,0,모든 미션 완료하기,,5,9423,4,1,reward_icon_crystal.png,bc_reward_icon.plist,Crystals,20,0,G,,,,294
,130,0,,,1,9427,1,1,reward_icon_relay.png,bc_reward_icon.plist,Cookie Relay,1,215,S,,,,295
,130,0,,,2,9428,3,1,reward_icon_coin_small.png,bc_reward_icon.plist,코인,5000,0,C,,,,296
,130,0,,,3,9429,5,1,reward_icon_coin_small.png,bc_reward_icon.plist,코인,7000,0,C,,,,297
,130,0,,,4,9430,7,1,reward_icon_spell_small.png,bc_reward_icon.plist,마법가루,100,0,P,,,,298
,130,0,,,5,9431,10,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,3,0,G,,,,299
,28,0,,,3,7904,5,1,reward_icon_coin_small.png,bc_reward_icon.plist,코인,7000,0,C,,,,3
,36,0,Beat your high score in Ep. 1,,1,7956,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,30
,131,0,,,1,9432,1,1,reward_icon_relay.png,bc_reward_icon.plist,이어달리기,1,215,S,,,,300
,131,0,,,2,9433,3,1,reward_icon_coin_small.png,bc_reward_icon.plist,코인,5000,0,C,,,,301
,131,0,,,3,9434,5,1,reward_icon_coin_small.png,bc_reward_icon.plist,코인,7000,0,C,,,,302
,131,0,,,4,9435,7,1,reward_icon_spell_small.png,bc_reward_icon.plist,마법가루,100,0,P,,,,303
,131,0,,,5,9436,10,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,3,0,G,,,,304
,133,0,Play 3 times in Normal Episode up to Stage 4,,1,9455,3,1,reward_icon_coin_small.png,bc_reward_icon.plist,Coins,3000,0,C,,,,305
,133,0,Send Lives to friends 3 times,,2,9456,3,1,reward_icon_spell_small.png,bc_reward_icon.plist,Magic Powder,100,0,P,,,,306
,133,0,Play Party Run (Solo) 2 times,,3,9457,2,1,reward_icon_crystal.png,bc_reward_icon.plist,Crystals,2,0,G,,,,307
,133,0,"Earn 5,000 Coins in Normal Episode (single run)",,4,9458,1,1,reward_icon_spell_small.png,bc_reward_icon.plist,Magic Powder,50,0,P,,,,308
,133,0,Complete all 4 Daily Missions,,5,9459,4,1,reward_icon_cookie_stone_box_ss.png,bc_reward_icon.plist,Soulstone Choice Chest (3 options),3,42002,S,,,,309
,36,0,Reach Stage 3 in Episode 2,,2,7957,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,31
,134,0,,,1,9473,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,10,,G,,,,310
,134,0,,,2,9474,1,1,reward_icon_trTicketSS_small.png,bc_reward_icon.plist,최고급보물뽑기권,1,853,S,,,,311
,134,0,,,3,9475,1,1,reward_icon_spell_small.png,bc_reward_icon.plist,마법가루,300,,P,,,,312
,134,0,,,4,9476,1,1,reward_icon_dough03.png,bc_reward_icon.plist,금빛행운반죽,1,80003,S,,,,313
,134,0,,,5,9477,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,10,,G,,,,314
,134,0,,,6,9478,1,1,reward_icon_dough02.png,bc_reward_icon.plist,은빛행운반죽,1,80002,S,,,,315
,134,0,,,7,9479,1,1,reward_icon_spell_small.png,bc_reward_icon.plist,마법가루,300,,P,,,,316
,134,0,,,8,9480,1,1,reward_icon_trTicketSS_small.png,bc_reward_icon.plist,최고급보물뽑기권,1,853,S,,,,317
,134,0,,,9,9481,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,10,,G,,,,318
,134,0,,,10,9482,1,1,reward_icon_boostset.png,bc_reward_icon.plist,부스트세트,3,2203,S,,,,319
,36,0,Buy Angel Cookie,,3,7958,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,32
,134,0,,,11,9483,1,1,reward_icon_spell_small.png,bc_reward_icon.plist,마법가루,300,,P,,,,320
,134,0,,,12,9484,1,1,reward_icon_coin_small.png,bc_reward_icon.plist,코인,30000,,C,,,,321
,134,0,,,13,9485,1,1,reward_icon_trTicketSS_small.png,bc_reward_icon.plist,최고급보물뽑기권,1,853,S,,,,322
,134,0,,,14,9486,1,1,tr_event_119.png,bc_reward_icon.plist,보물,1,1522701,S,,,,323
"1,2,3,4,5,6,503",135,0,거대생명물약 7개 획득하기,거대생명물약획득하기,1,9487,1,1,cookie_stone_ch92.png,crc_cookie_stone.plist,금강법사맛 쿠키 영혼석,1,500007,S,0,11,7,324
"1,2,3,4,5,6,503",135,0,점프 많이하기 500회,점프 많이하기,2,9488,1,1,cookie_stone_ch92.png,crc_cookie_stone.plist,금강법사맛 쿠키 영혼석,1,500007,S,0,1,500,325
"1,2,3,4,5,6,503",135,0,"은화 4,000개 획득하기",은화획득하기,3,9489,1,1,cookie_stone_ch92.png,crc_cookie_stone.plist,금강법사맛 쿠키 영혼석,1,500007,S,0,32,4000,326
"1,2,3,4,5,6,503",135,0,보너스타임 5회 가기,보너스타임가기,4,9490,1,1,cookie_stone_ch92.png,crc_cookie_stone.plist,금강법사맛 쿠키 영혼석,1,500007,S,0,18,5,327
"1,2,3,4,5,6,503",135,0,"젤리 많이 획득하기 16,000개",젤리많이획득하기,5,9491,1,1,cookie_stone_ch92.png,crc_cookie_stone.plist,금강법사맛 쿠키 영혼석,1,500007,S,0,6,16000,328
"1,2,3,4,5,6,503",135,0,왕곰젤리 50개 획득하기,왕곰젤리 획득하기,6,9492,1,1,cookie_stone_ch92.png,crc_cookie_stone.plist,금강법사맛 쿠키 영혼석,1,500007,S,0,10,50,329
,36,0,Send Lives to friends 15 times,,4,7959,15,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,33
"1,2,3,4,5,6,503",135,0,색동별젤리파티 23개 획득하기,색동별젤리파티 획득,7,9493,1,1,cookie_stone_ch92.png,crc_cookie_stone.plist,금강법사맛 쿠키 영혼석,1,500007,S,0,30,23,330
"1,2,3,4,5,6,503",135,0,게임중 점수 획득하기 1억점 이상,게임중점수획득하기,8,9494,1,1,cookie_stone_ch92.png,crc_cookie_stone.plist,금강법사맛 쿠키 영혼석,1,500007,S,0,21,10000,331
"1,2,3,4,5,6,503",135,0,"노란곰젤리 4,000개 획득하기",노란곰젤리획득하기,9,9495,1,1,cookie_stone_ch92.png,crc_cookie_stone.plist,금강법사맛 쿠키 영혼석,1,500007,S,0,8,4000,332
"1,2,3,4,5,6,503",135,0,오래달리기 480초 이상,오래달리기(초),10,9496,1,1,cookie_stone_ch92.png,crc_cookie_stone.plist,금강법사맛 쿠키 영혼석,1,500007,S,0,19,480,333
"1,2,3,4,5,6,503",135,0,장애물 파괴하기 550개,장애물 파괴하기,11,9497,1,1,cookie_stone_ch92.png,crc_cookie_stone.plist,금강법사맛 쿠키 영혼석,1,500007,S,0,12,550,334
"1,2,3,4,5,6,503",135,0,"게임중 35,000코인 획득하기",게임중코인획득하기,12,9498,1,1,cookie_stone_ch92.png,crc_cookie_stone.plist,금강법사맛 쿠키 영혼석,1,500007,S,0,22,35000,335
"1,2,3,4,5,6,503",135,0,부활 22회 하기,부활많이하기,13,9499,1,1,cookie_stone_ch92.png,crc_cookie_stone.plist,금강법사맛 쿠키 영혼석,1,500007,S,0,15,22,336
"1,2,3,4,5,6,503",135,0,슬라이드 오래하기 200초 이상,슬라이드 오래하기,14,9500,1,1,cookie_stone_ch92.png,crc_cookie_stone.plist,금강법사맛 쿠키 영혼석,1,500007,S,0,5,200,337
"1,2,3,4,5,6,503",135,0,구멍에 16회 빠지기,구멍에빠지기,15,9501,1,1,cookie_stone_ch92.png,crc_cookie_stone.plist,금강법사맛 쿠키 영혼석,1,500007,S,0,16,16,338
"1,2,3,4,5,6,503",135,0,"분홍곰젤리 3,000개 획득하기",분홍곰젤리 획득하기,16,9502,1,1,cookie_stone_ch92.png,crc_cookie_stone.plist,금강법사맛 쿠키 영혼석,1,500007,S,0,9,3000,339
,36,0,Reach Lv.10,,5,7960,10,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,34
"1,2,3,4,5,6,503",135,0,"슬라이드 했다 일어나기 1,700회",슬라이드했다일어나기,17,9503,1,1,cookie_stone_ch92.png,crc_cookie_stone.plist,금강법사맛 쿠키 영혼석,1,500007,S,0,31,1700,340
"1,2,3,4,5,6,503",135,0,왕코인 160개 획득하기,왕코인획득하기,18,9504,1,1,cookie_stone_ch92.png,crc_cookie_stone.plist,금강법사맛 쿠키 영혼석,1,500007,S,0,34,160,341
"1,2,3,4,5,6,503",135,0,한번도 피해입지않고 500초 버티기,한번도피해안입기(초),19,9505,1,1,cookie_stone_ch92.png,crc_cookie_stone.plist,금강법사맛 쿠키 영혼석,1,500007,S,0,36,500,342
"1,2,3,4,5,6,503",135,0,"곰젤리파티로 곰젤리 4,500개 변화시키기",곰젤리파티로곰젤리변화시키기,20,9506,1,1,cookie_stone_ch92.png,crc_cookie_stone.plist,금강법사맛 쿠키 영혼석,1,500007,S,0,39,4500,343
,138,0,,,1,9468,1,1,reward_icon_relay.png,bc_reward_icon.plist,이어달리기,1,215,S,,,,344
,138,0,,,2,9469,3,1,reward_icon_coin_small.png,bc_reward_icon.plist,코인,5000,0,C,,,,345
,138,0,,,3,9470,5,1,reward_icon_coin_small.png,bc_reward_icon.plist,코인,7000,0,C,,,,346
,138,0,,,4,9471,7,1,reward_icon_spell_small.png,bc_reward_icon.plist,마법가루,100,0,P,,,,347
,138,0,,,5,9472,10,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,3,0,G,,,,348
,146,0,Reach Stage 4 in Episode 1 (3 times),,1,9548,3,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,349
,36,1,Complete all the above missions,,6,7961,5,1,,,해적맛 쿠키,1,101601,S,,,,35
,146,0,Reach Lv.3,,2,9549,3,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,350
,146,0,Use Random Boost 1 time,,3,9550,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,351
,146,0,"Earn 1,000 Coins (single run)",,4,9551,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,352
,146,0,Send Lives to friends 1 time,,5,9552,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,353
,146,1,Complete all the above missions,,6,9553,5,1,,,버터크림 초코쿠키,1,100601,S,,,,354
,146,1,Complete all the above missions,,7,9554,5,1,reward_icon_coin_small.png,bc_reward_icon.plist,코인,30000,0,C,,,,355
,147,0,Earn 10 million points in Episode 1,,1,9556,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,356
,147,0,Run in Ep. 1 with Buttercream Choco Cookie,,2,9557,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,357
,147,0,Use Random Boosts 5 times,,3,9558,5,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,358
,147,0,"Earn 5,000 Coins (single run)",,4,9559,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,359
,36,1,Complete all the above missions,,7,7962,5,1,,,커피맛 쿠키,1,101001,S,,,,36
,147,0,Send Lives to friends 10 times,,5,9560,10,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,360
,147,1,Complete all the above missions,,6,9561,5,1,,,용사맛 쿠키,1,100901,S,,,,361
,147,1,Complete all the above missions,,7,9562,5,1,reward_icon_coin_small.png,bc_reward_icon.plist,코인,50000,0,C,,,,362
,148,0,Beat your high score in Episode 1,,1,9564,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,363
,148,0,Reach Stage 3 in Episode 2,,2,9565,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,364
,148,0,Earn 10 million points with Knight Cookie,,3,9566,10000000,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,365
,148,0,Send Lives to friends 15 times,,4,9567,15,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,366
,148,0,Reach Lv.10,,5,9568,10,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,367
,148,1,Complete all the above missions,,6,9569,5,1,,,해적맛 쿠키,1,101601,S,,,,368
,148,1,Complete all the above missions,,7,9570,5,1,,,커피맛 쿠키,1,101001,S,,,,369
,37,0,일반 에피소드 스테이지 4까지 3판,,1,8314,3,1,reward_icon_coin_small.png,bc_reward_icon.plist,코인,3000,0,C,,,,37
,149,0,Reach Stage 6 with Coffee Cookie,,1,9572,6,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,370
,149,0,Revive with Pirate Cookie 1 time,,2,9573,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,371
,149,0,Beat your high score in Episode 2,,3,9574,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,372
,149,0,Run 60 seconds without collision,,4,9575,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,373
,149,0,Reach Lv.15,,5,9576,15,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,374
,149,1,Complete all the above missions,,6,9577,5,1,,,마법사맛 쿠키,1,102501,S,,,,375
,149,1,Complete all the above missions,,7,9578,5,1,reward_icon_coin_small.png,bc_reward_icon.plist,코인,50000,0,C,,,,376
,150,0,Play XP-Elixir Workshop,,1,9579,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,377
,150,0,"Earn 3,000 XP in the XP-Elixir Workshop",,2,9580,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,378
,150,0,Play Episode 2 with Wizard Cookie,,3,9581,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,379
,37,0,하루에 친구에게 3번 생명 보내기,,2,8315,3,1,reward_icon_spell_small.png,bc_reward_icon.plist,마법가루,100,0,P,,,,38
,150,0,Reach 15 million points with Wizard Cookie,,4,9582,15000000,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,380
,150,0,Reach 20 million points (single run),,5,9583,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,381
,150,1,Complete all the above missions,,6,9584,5,1,,,히어로맛 쿠키,1,101901,S,,,,382
,150,1,Complete all the above missions,,7,9585,5,1,,,젤리코 큐브,1,202401,S,,,,383
,151,0,Play Island of Coins,,1,9586,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,384
,151,0,"Earn 5,000 Coins on the Island of Coins",,2,9587,5000,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,385
,151,0,Run 70 seconds without collision,,3,9588,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,386
,151,0,"Earn 7,000 Coins (single run)",,4,9589,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,387
,151,0,Play Episode 3 with Hero Cookie,,5,9590,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,388
,151,1,Complete all the above missions,,6,9591,5,1,,,민트초코 쿠키,1,104601,S,,,,389
,,0,파티런 1판하기,,3,7938,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,1,0,G,,,,39
,151,1,Complete all the above missions,,7,9592,5,1,reward_icon_coin_small.png,bc_reward_icon.plist,코인,100000,0,C,,,,390
,152,0,Earn 3 Stars in the Tower of Frozen Waves,,1,9593,3,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,391
,152,0,Play Tower of Frozen Waves 3 times,,2,9594,3,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,392
,152,0,Beat your high score in Episode 3,,3,9595,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,393
,152,0,"Earn 10,000 Coins (single run)",,4,9596,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,394
,152,0,Reach Stage 4 in Episode 5 3 times,,5,9597,3,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,,,,395
,152,1,Complete all the above missions,,6,9598,5,1,,,다이노사워 쿠키,1,106401,S,,,,396
,152,1,Complete all the above missions,,7,9599,5,1,reward_icon_coin_small.png,bc_reward_icon.plist,코인,150000,0,C,,,,397
,153,0,Reach 40 million points (single run),,1,9600,1,1,cookie_stone_ch85.png,crc_cookie_stone.plist,충무김밥맛 쿠키의 영혼석,4,500005,S,,,,398
,153,0,Earn 20 Stars in the Tower of Frozen Waves,,2,9601,20,1,cookie_stone_ch85.png,crc_cookie_stone.plist,충무김밥맛 쿠키의 영혼석,4,500005,S,,,,399
,28,0,,,4,7905,7,1,reward_icon_spell_small.png,bc_reward_icon.plist,마법가루,100,0,P,,,,4
,37,0,일반 에피소드 1판에 5000코인 획득하기,,4,8316,1,1,reward_icon_spell_small.png,bc_reward_icon.plist,마법가루,50,0,P,,,,40
,153,0,Beat your high score in Episode 5,,3,9602,1,1,cookie_stone_ch85.png,crc_cookie_stone.plist,충무김밥맛 쿠키의 영혼석,4,500005,S,,,,400
,153,0,Run 180 seconds without collision,,4,9603,1,1,cookie_stone_ch85.png,crc_cookie_stone.plist,충무김밥맛 쿠키의 영혼석,4,500005,S,,,,401
,153,0,Reach Lv.15,,5,9604,25,1,cookie_stone_ch85.png,crc_cookie_stone.plist,충무김밥맛 쿠키의 영혼석,4,500005,S,,,,402
,153,1,Complete all the above missions,,6,9605,5,1,cookie_stone_ch85.png,crc_cookie_stone.plist,충무김밥맛 쿠키의 영혼석,4,500005,S,,,,403
,153,1,Complete all the above missions,,7,9606,5,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,30,0,G,,,,404
,154,0,Reach 60 million points (single run),,1,9607,1,1,cookie_stone_ch81.png,crc_cookie_stone.plist,바리공주맛 쿠키의 영혼석,4,500004,S,,,,405
,154,0,Earn 30 Stars in the Tower of Frozen Waves,,2,9608,30,1,cookie_stone_ch81.png,crc_cookie_stone.plist,바리공주맛 쿠키의 영혼석,4,500004,S,,,,406
,154,0,Beat your high score in Episode 6,,3,9609,1,1,cookie_stone_ch81.png,crc_cookie_stone.plist,바리공주맛 쿠키의 영혼석,4,500004,S,,,,407
,154,0,Run 200 seconds without collision,,4,9610,1,1,cookie_stone_ch81.png,crc_cookie_stone.plist,바리공주맛 쿠키의 영혼석,4,500004,S,,,,408
,154,0,Reach Lv.30,,5,9611,30,1,cookie_stone_ch81.png,crc_cookie_stone.plist,바리공주맛 쿠키의 영혼석,4,500004,S,,,,409
,37,0,일일 미션 4개 전부 완료하기,,6,8318,4,1,reward_icon_cookie_stone_box_ss.png,bc_reward_icon.plist,영혼석 선택상자 (쿠키2종),3,42001,S,,,,41
,154,1,Complete all the above missions,,6,9612,5,1,cookie_stone_ch81.png,crc_cookie_stone.plist,바리공주맛 쿠키의 영혼석,4,500004,S,,,,410
,154,1,Complete all the above missions,,7,9613,5,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,30,0,G,,,,411
,155,0,,,1,9615,1,1,reward_icon_relay.png,bc_reward_icon.plist,Cookie Relay,1,215,S,,,,412
,155,0,,,2,9616,3,1,reward_icon_coin_small.png,bc_reward_icon.plist,Coins,5000,0,C,,,,413
,155,0,,,3,9617,5,1,reward_icon_coin_small.png,bc_reward_icon.plist,Coins,7000,0,C,,,,414
,155,0,,,4,9618,7,1,reward_icon_spell_small.png,bc_reward_icon.plist,Magic Powder,100,0,P,,,,415
,155,0,,,5,9619,10,1,reward_icon_crystal.png,bc_reward_icon.plist,Crystals,3,0,G,,,,416
,156,0,,,1,9620,3000,1,reward_icon_life.png,bc_reward_icon.plist,HP Extension,2,211,S,,,,417
,156,0,,,2,9621,7500,1,reward_icon_relay.png,bc_reward_icon.plist,Cookie Relay,1,215,S,,,,418
,156,0,,,3,9622,10000,1,reward_icon_dough01.png,bc_reward_icon.plist,Brown Dough,1,80001,S,,,,419
,156,0,,,4,9623,30000,1,reward_icon_spell_small.png,bc_reward_icon.plist,Magic Powder,200,0,P,,,,420
,156,0,,,5,9624,50000,1,reward_icon_crystal.png,bc_reward_icon.plist,Crystals,5,0,G,,,,421
,157,0,,,1,9625,1,1,reward_icon_relay.png,bc_reward_icon.plist,Cookie Relay,1,215,S,,,,422
,157,0,,,2,9626,3,1,reward_icon_coin_small.png,bc_reward_icon.plist,Coins,5000,0,C,,,,423
,157,0,,,3,9627,5,1,reward_icon_coin_small.png,bc_reward_icon.plist,Coins,7000,0,C,,,,424
,157,0,,,4,9628,7,1,reward_icon_spell_small.png,bc_reward_icon.plist,Magic Powder,100,0,P,,,,425
,157,0,,,5,9629,10,1,reward_icon_crystal.png,bc_reward_icon.plist,Crystals,3,0,G,,,,426
,158,0,,,1,9630,3000,1,reward_icon_life.png,bc_reward_icon.plist,HP Extension,2,211,S,,,,427
,158,0,,,2,9631,7500,1,reward_icon_relay.png,bc_reward_icon.plist,Cookie Relay,1,215,S,,,,428
,158,0,,,3,9632,10000,1,reward_icon_dough01.png,bc_reward_icon.plist,Brown Dough,1,80001,S,,,,429
"1,2,3,4,5,503",38,0,점프 많이하기 500회,점프 많이 하기,1,7983,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,0,1,500,43
,158,0,,,4,9633,30000,1,reward_icon_spell_small.png,bc_reward_icon.plist,Magic Powder,200,0,P,,,,430
,158,0,,,5,9634,50000,1,reward_icon_crystal.png,bc_reward_icon.plist,Crystals,5,0,G,,,,431
,159,0,,,1,9635,1,1,reward_icon_relay.png,bc_reward_icon.plist,Cookie Relay,1,215,S,,,,432
,159,0,,,2,9636,3,1,reward_icon_coin_small.png,bc_reward_icon.plist,Coins,5000,0,C,,,,433
,159,0,,,3,9637,5,1,reward_icon_coin_small.png,bc_reward_icon.plist,Coins,7000,0,C,,,,434
,159,0,,,4,9638,7,1,reward_icon_spell_small.png,bc_reward_icon.plist,Magic Powder,100,0,P,,,,435
,159,0,,,5,9639,10,1,reward_icon_crystal.png,bc_reward_icon.plist,Crystals,3,0,G,,,,436
,160,0,,,1,9640,3000,1,reward_icon_life.png,bc_reward_icon.plist,HP Extension,2,211,S,,,,437
,160,0,,,2,9641,7500,1,reward_icon_relay.png,bc_reward_icon.plist,Cookie Relay,1,215,S,,,,438
,160,0,,,3,9642,10000,1,reward_icon_dough01.png,bc_reward_icon.plist,Brown Dough,1,80001,S,,,,439
"1,2,3,4,5,503",38,0,장애물충돌해서피해입기 40회,장애물 충돌하기,2,7984,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,0,14,40,44
,160,0,,,4,9643,30000,1,reward_icon_spell_small.png,bc_reward_icon.plist,Magic Powder,200,0,P,,,,440
,160,0,,,5,9644,50000,1,reward_icon_crystal.png,bc_reward_icon.plist,Crystals,5,0,G,,,,441
,161,0,,,1,9645,1,1,reward_icon_relay.png,bc_reward_icon.plist,Cookie Relay,1,215,S,,,,442
,161,0,,,2,9646,3,1,reward_icon_coin_small.png,bc_reward_icon.plist,Coins,5000,0,C,,,,443
,161,0,,,3,9647,5,1,reward_icon_coin_small.png,bc_reward_icon.plist,Coins,7000,0,C,,,,444
,161,0,,,4,9648,7,1,reward_icon_spell_small.png,bc_reward_icon.plist,Magic Powder,100,0,P,,,,445
,161,0,,,5,9649,10,1,reward_icon_crystal.png,bc_reward_icon.plist,Crystals,3,0,G,,,,446
,162,0,Reach Party Run Pass Level 10 (Free/Premium),,1,9650,1,1,reward_icon_trTicketSS_small.png,bc_reward_icon.plist,Supreme Treasure Ticket,2,853,S,,,,447
,162,0,Play Party Run 10 times,,2,9651,10,1,reward_icon_key_small.png,bc_reward_icon.plist,Keys,15,0,K,,,,448
,162,0,Reach Round 3 in Party Run 10 times,,3,9652,10,1,reward_icon_coin_small.png,bc_reward_icon.plist,Coins,100000,0,C,,,,449
"1,2,3,4,5,503",38,0,슬라이드 오래하기 200초 이상,슬라이드 오래하기,3,7985,1,1,reward_icon_crystal.png,bc_reward_icon.plist,크리스탈,2,0,G,0,5,200,45
,162,0,Reach Round 2 in Party Run 15 times,,4,9653,15,1,reward_icon_spell_small.png,bc_reward_icon.plist,Magic Powder,1500,0,P,,,,450
