activity_pointA,activity_pointB,bonus_qty,contentsVersion,group_seq,imageTag,item_id,mix_level,moneyTypeA,moneyTypeB,money_stuff_seqA,money_stuff_seqB,priceA,priceB,qty,related_stuff_seq,slotPriority,special_type,stuffStatus,stuffType,stuff_name,tag,_key
0,0,0,9.1.0,11071000,tr_ch71_m,,1,1,2,,,37018,9999,1,,0,0,1,T,3-tier Rice Cake,10,11071010
0,0,0,9.10.0,1107100,tr_ch71,,0,1,2,,,16464,16464,1,,0,0,1,T,Colorful Rice Cake,2,1107102
0,0,0,9.10.0,1107100,tr_ch71,,0,1,2,,,17262,17262,1,,0,0,1,T,Colorful Rice Cake,3,1107103
0,0,0,9.10.0,1107100,tr_ch71,,0,1,2,,,18228,18228,1,,0,0,1,T,Colorful Rice Cake,4,1107104
0,0,0,9.10.0,1107100,tr_ch71,,0,1,2,,,19362,19362,1,,0,0,1,T,Colorful Rice Cake,5,1107105
0,0,0,9.10.0,1107100,tr_ch71,,0,1,2,,,20664,20664,1,,0,0,1,T,Colorful Rice Cake,6,1107106
0,0,0,9.10.0,1107100,tr_ch71,,0,1,2,,,22134,22134,1,,0,0,1,T,Colorful Rice Cake,7,1107107
0,0,0,9.10.0,1107100,tr_ch71,,0,1,2,,,23655,23655,1,,0,0,1,T,Colorful Rice Cake,8,1107108
0,0,0,9.10.0,1107100,tr_ch71,,0,1,2,,,25332,25332,1,,0,0,1,T,Colorful Rice Cake,9,1107109
0,0,0,9.10.0,1107100,tr_ch71,,0,1,2,,,27165,27165,1,,0,0,1,T,Colorful Rice Cake,10,1107110
0,0,0,9.1.0,11071100,tr_ch71_m,,1,1,2,,,0,9999,1,,0,1,0,T,Blessed 3-tier Rice Cake,0,11071100
0,0,0,9.1.0,11071100,tr_ch71_m,,1,1,2,,,29371,9999,1,,0,1,0,T,Blessed 3-tier Rice Cake,1,11071101
0,0,0,9.1.0,11071100,tr_ch71_m,,1,1,2,,,30001,9999,1,,0,1,0,T,Blessed 3-tier Rice Cake,2,11071102
0,0,0,9.1.0,11071100,tr_ch71_m,,1,1,2,,,30799,9999,1,,0,1,0,T,Blessed 3-tier Rice Cake,3,11071103
0,0,0,9.1.0,11071100,tr_ch71_m,,1,1,2,,,31765,9999,1,,0,1,0,T,Blessed 3-tier Rice Cake,4,11071104
0,0,0,9.1.0,11071100,tr_ch71_m,,1,1,2,,,32899,9999,1,,0,1,0,T,Blessed 3-tier Rice Cake,5,11071105
0,0,0,9.1.0,11071100,tr_ch71_m,,1,1,2,,,34201,9999,1,,0,1,0,T,Blessed 3-tier Rice Cake,6,11071106
0,0,0,9.1.0,11071100,tr_ch71_m,,1,1,2,,,35671,9999,1,,0,1,0,T,Blessed 3-tier Rice Cake,7,11071107
0,0,0,9.1.0,11071100,tr_ch71_m,,1,1,2,,,37192,9999,1,,0,1,0,T,Blessed 3-tier Rice Cake,8,11071108
0,0,0,9.1.0,11071100,tr_ch71_m,,1,1,2,,,38869,9999,1,,0,1,0,T,Blessed 3-tier Rice Cake,9,11071109
0,0,0,9.1.0,11071100,tr_ch71_m,,1,1,2,,,40702,9999,1,,0,1,0,T,Blessed 3-tier Rice Cake,10,11071110
0,0,0,9.10.0,1107200,tr_ch81,,0,1,2,,,0,0,1,,0,0,1,T,Princess Bari Shaman Bells,0,1107200
0,105,0,9.10.0,1107200,tr_ch81,,0,1,2,,,15834,35,1,,0,0,1,T,Princess Bari Shaman Bells,1,1107201
0,0,0,9.10.0,1107200,tr_ch81,,0,1,2,,,16464,16464,1,,0,0,1,T,Princess Bari Shaman Bells,2,1107202
0,0,0,9.10.0,1107200,tr_ch81,,0,1,2,,,17262,17262,1,,0,0,1,T,Princess Bari Shaman Bells,3,1107203
0,0,0,9.10.0,1107200,tr_ch81,,0,1,2,,,18228,18228,1,,0,0,1,T,Princess Bari Shaman Bells,4,1107204
0,0,0,9.10.0,1107200,tr_ch81,,0,1,2,,,19362,19362,1,,0,0,1,T,Princess Bari Shaman Bells,5,1107205
0,0,0,9.10.0,1107200,tr_ch81,,0,1,2,,,20664,20664,1,,0,0,1,T,Princess Bari Shaman Bells,6,1107206
0,0,0,9.10.0,1107200,tr_ch81,,0,1,2,,,22134,22134,1,,0,0,1,T,Princess Bari Shaman Bells,7,1107207
0,0,0,9.10.0,1107200,tr_ch81,,0,1,2,,,23655,23655,1,,0,0,1,T,Princess Bari Shaman Bells,8,1107208
0,0,0,9.10.0,1107200,tr_ch81,,0,1,2,,,25332,25332,1,,0,0,1,T,Princess Bari Shaman Bells,9,1107209
0,0,0,9.10.0,1107200,tr_ch81,,0,1,2,,,27165,27165,1,,0,0,1,T,Princess Bari Shaman Bells,10,1107210
0,0,0,9.10.0,1107300,tr_ch73,,0,1,2,,,0,0,1,,0,0,1,T,Gleaming Earrings,0,1107300
0,105,0,9.10.0,1107300,tr_ch73,,0,1,2,,,15834,35,1,,0,0,1,T,Gleaming Earrings,1,1107301
0,0,0,9.10.0,1107300,tr_ch73,,0,1,2,,,16464,16464,1,,0,0,1,T,Gleaming Earrings,2,1107302
0,0,0,9.10.0,1107300,tr_ch73,,0,1,2,,,17262,17262,1,,0,0,1,T,Gleaming Earrings,3,1107303
0,0,0,9.10.0,1107300,tr_ch73,,0,1,2,,,18228,18228,1,,0,0,1,T,Gleaming Earrings,4,1107304
0,0,0,9.10.0,1107300,tr_ch73,,0,1,2,,,19362,19362,1,,0,0,1,T,Gleaming Earrings,5,1107305
0,0,0,9.10.0,1107300,tr_ch73,,0,1,2,,,20664,20664,1,,0,0,1,T,Gleaming Earrings,6,1107306
0,0,0,9.10.0,1107300,tr_ch73,,0,1,2,,,22134,22134,1,,0,0,1,T,Gleaming Earrings,7,1107307
0,0,0,9.10.0,1107300,tr_ch73,,0,1,2,,,23655,23655,1,,0,0,1,T,Gleaming Earrings,8,1107308
0,0,0,9.10.0,1107300,tr_ch73,,0,1,2,,,25332,25332,1,,0,0,1,T,Gleaming Earrings,9,1107309
0,0,0,9.10.0,1107300,tr_ch73,,0,1,2,,,27165,27165,1,,0,0,1,T,Gleaming Earrings,10,1107310
0,0,0,9.10.0,1107400,tr_ch74,,0,1,2,,,0,0,1,,0,0,1,T,Delightful Snack,0,1107400
0,105,0,9.10.0,1107400,tr_ch74,,0,1,2,,,15834,35,1,,0,0,1,T,Delightful Snack,1,1107401
0,0,0,9.10.0,1107400,tr_ch74,,0,1,2,,,16464,16464,1,,0,0,1,T,Delightful Snack,2,1107402
0,0,0,9.10.0,1107400,tr_ch74,,0,1,2,,,17262,17262,1,,0,0,1,T,Delightful Snack,3,1107403
0,0,0,9.10.0,1107400,tr_ch74,,0,1,2,,,18228,18228,1,,0,0,1,T,Delightful Snack,4,1107404
0,0,0,9.10.0,1107400,tr_ch74,,0,1,2,,,19362,19362,1,,0,0,1,T,Delightful Snack,5,1107405
0,0,0,9.10.0,1107400,tr_ch74,,0,1,2,,,20664,20664,1,,0,0,1,T,Delightful Snack,6,1107406
0,0,0,9.10.0,1107400,tr_ch74,,0,1,2,,,22134,22134,1,,0,0,1,T,Delightful Snack,7,1107407
0,0,0,9.10.0,1107400,tr_ch74,,0,1,2,,,23655,23655,1,,0,0,1,T,Delightful Snack,8,1107408
0,0,0,9.10.0,1107400,tr_ch74,,0,1,2,,,25332,25332,1,,0,0,1,T,Delightful Snack,9,1107409
0,0,0,9.10.0,1107400,tr_ch74,,0,1,2,,,27165,27165,1,,0,0,1,T,Delightful Snack,10,1107410
0,0,0,9.10.0,1107500,tr_ch75,,0,1,2,,,0,0,1,,0,0,1,T,Lucky Keychain,0,1107500
0,105,0,9.10.0,1107500,tr_ch75,,0,1,2,,,15834,35,1,,0,0,1,T,Lucky Keychain,1,1107501
0,0,0,9.10.0,1107500,tr_ch75,,0,1,2,,,16464,16464,1,,0,0,1,T,Lucky Keychain,2,1107502
0,0,0,9.10.0,1107500,tr_ch75,,0,1,2,,,17262,17262,1,,0,0,1,T,Lucky Keychain,3,1107503
0,0,0,9.10.0,1107500,tr_ch75,,0,1,2,,,18228,18228,1,,0,0,1,T,Lucky Keychain,4,1107504
0,0,0,9.10.0,1107500,tr_ch75,,0,1,2,,,19362,19362,1,,0,0,1,T,Lucky Keychain,5,1107505
0,0,0,9.10.0,1107500,tr_ch75,,0,1,2,,,20664,20664,1,,0,0,1,T,Lucky Keychain,6,1107506
0,0,0,9.10.0,1107500,tr_ch75,,0,1,2,,,22134,22134,1,,0,0,1,T,Lucky Keychain,7,1107507
0,0,0,9.10.0,1107500,tr_ch75,,0,1,2,,,23655,23655,1,,0,0,1,T,Lucky Keychain,8,1107508
0,0,0,9.10.0,1107500,tr_ch75,,0,1,2,,,25332,25332,1,,0,0,1,T,Lucky Keychain,9,1107509
0,0,0,9.10.0,1107500,tr_ch75,,0,1,2,,,27165,27165,1,,0,0,1,T,Lucky Keychain,10,1107510
0,0,0,9.10.0,1107700,tr_ch77,,0,1,2,,,0,0,1,,0,0,1,T,Precious Cucumber Float,0,1107700
0,105,0,9.10.0,1107700,tr_ch77,,0,1,2,,,15834,35,1,,0,0,1,T,Precious Cucumber Float,1,1107701
0,0,0,9.10.0,1107700,tr_ch77,,0,1,2,,,16464,16464,1,,0,0,1,T,Precious Cucumber Float,2,1107702
0,0,0,9.10.0,1107700,tr_ch77,,0,1,2,,,17262,17262,1,,0,0,1,T,Precious Cucumber Float,3,1107703
0,0,0,9.10.0,1107700,tr_ch77,,0,1,2,,,18228,18228,1,,0,0,1,T,Precious Cucumber Float,4,1107704
0,0,0,9.10.0,1107700,tr_ch77,,0,1,2,,,19362,19362,1,,0,0,1,T,Precious Cucumber Float,5,1107705
0,0,0,9.10.0,1107700,tr_ch77,,0,1,2,,,20664,20664,1,,0,0,1,T,Precious Cucumber Float,6,1107706
0,0,0,9.10.0,1107700,tr_ch77,,0,1,2,,,22134,22134,1,,0,0,1,T,Precious Cucumber Float,7,1107707
0,0,0,9.10.0,1107700,tr_ch77,,0,1,2,,,23655,23655,1,,0,0,1,T,Precious Cucumber Float,8,1107708
0,0,0,9.10.0,1107700,tr_ch77,,0,1,2,,,25332,25332,1,,0,0,1,T,Precious Cucumber Float,9,1107709
0,0,0,9.10.0,1107700,tr_ch77,,0,1,2,,,27165,27165,1,,0,0,1,T,Precious Cucumber Float,10,1107710
0,0,0,9.10.0,1107800,tr_ch78,,0,1,2,,,0,0,1,,0,0,1,T,King of Baduk Manhwa,0,1107800
0,105,0,9.10.0,1107800,tr_ch78,,0,1,2,,,15834,35,1,,0,0,1,T,King of Baduk Manhwa,1,1107801
0,0,0,9.10.0,1107800,tr_ch78,,0,1,2,,,16464,16464,1,,0,0,1,T,King of Baduk Manhwa,2,1107802
0,0,0,9.10.0,1107800,tr_ch78,,0,1,2,,,17262,17262,1,,0,0,1,T,King of Baduk Manhwa,3,1107803
0,0,0,9.10.0,1107800,tr_ch78,,0,1,2,,,18228,18228,1,,0,0,1,T,King of Baduk Manhwa,4,1107804
0,0,0,9.10.0,1107800,tr_ch78,,0,1,2,,,19362,19362,1,,0,0,1,T,King of Baduk Manhwa,5,1107805
0,0,0,9.10.0,1107800,tr_ch78,,0,1,2,,,20664,20664,1,,0,0,1,T,King of Baduk Manhwa,6,1107806
0,0,0,9.10.0,1107800,tr_ch78,,0,1,2,,,22134,22134,1,,0,0,1,T,King of Baduk Manhwa,7,1107807
0,0,0,9.10.0,1107800,tr_ch78,,0,1,2,,,23655,23655,1,,0,0,1,T,King of Baduk Manhwa,8,1107808
0,0,0,9.10.0,1107800,tr_ch78,,0,1,2,,,25332,25332,1,,0,0,1,T,King of Baduk Manhwa,9,1107809
0,0,0,9.10.0,1107800,tr_ch78,,0,1,2,,,27165,27165,1,,0,0,1,T,King of Baduk Manhwa,10,1107810
0,0,0,9.10.0,1107900,tr_ch79,,0,1,2,,,0,0,1,,0,0,1,T,Annotated Baduk Book,0,1107900
0,105,0,9.10.0,1107900,tr_ch79,,0,1,2,,,15834,35,1,,0,0,1,T,Annotated Baduk Book,1,1107901
0,0,0,9.10.0,1107900,tr_ch79,,0,1,2,,,16464,16464,1,,0,0,1,T,Annotated Baduk Book,2,1107902
0,0,0,9.10.0,1107900,tr_ch79,,0,1,2,,,17262,17262,1,,0,0,1,T,Annotated Baduk Book,3,1107903
0,0,0,9.10.0,1107900,tr_ch79,,0,1,2,,,18228,18228,1,,0,0,1,T,Annotated Baduk Book,4,1107904
0,0,0,9.10.0,1107900,tr_ch79,,0,1,2,,,19362,19362,1,,0,0,1,T,Annotated Baduk Book,5,1107905
0,0,0,9.10.0,1107900,tr_ch79,,0,1,2,,,20664,20664,1,,0,0,1,T,Annotated Baduk Book,6,1107906
0,0,0,9.10.0,1107900,tr_ch79,,0,1,2,,,22134,22134,1,,0,0,1,T,Annotated Baduk Book,7,1107907
0,0,0,9.10.0,1107900,tr_ch79,,0,1,2,,,23655,23655,1,,0,0,1,T,Annotated Baduk Book,8,1107908
0,0,0,9.10.0,1107900,tr_ch79,,0,1,2,,,25332,25332,1,,0,0,1,T,Annotated Baduk Book,9,1107909
0,0,0,9.10.0,1107900,tr_ch79,,0,1,2,,,27165,27165,1,,0,0,1,T,Annotated Baduk Book,10,1107910
0,0,0,9.10.0,1108000,tr_ch80,,0,1,2,,,0,0,1,,0,0,1,T,Barley Baby Vest,0,1108000
0,105,0,9.10.0,1108000,tr_ch80,,0,1,2,,,15834,35,1,,0,0,1,T,Barley Baby Vest,1,1108001
0,0,0,9.10.0,1108000,tr_ch80,,0,1,2,,,16464,16464,1,,0,0,1,T,Barley Baby Vest,2,1108002
0,0,0,9.10.0,1108000,tr_ch80,,0,1,2,,,17262,17262,1,,0,0,1,T,Barley Baby Vest,3,1108003
0,0,0,9.10.0,1108000,tr_ch80,,0,1,2,,,18228,18228,1,,0,0,1,T,Barley Baby Vest,4,1108004
0,0,0,9.10.0,1108000,tr_ch80,,0,1,2,,,19362,19362,1,,0,0,1,T,Barley Baby Vest,5,1108005
0,0,0,9.10.0,1108000,tr_ch80,,0,1,2,,,20664,20664,1,,0,0,1,T,Barley Baby Vest,6,1108006
0,0,0,9.10.0,1108000,tr_ch80,,0,1,2,,,22134,22134,1,,0,0,1,T,Barley Baby Vest,7,1108007
0,0,0,9.10.0,1108000,tr_ch80,,0,1,2,,,23655,23655,1,,0,0,1,T,Barley Baby Vest,8,1108008
0,0,0,9.10.0,1108000,tr_ch80,,0,1,2,,,25332,25332,1,,0,0,1,T,Barley Baby Vest,9,1108009
0,0,0,9.10.0,1108000,tr_ch80,,0,1,2,,,27165,27165,1,,0,0,1,T,Barley Baby Vest,10,1108010
0,0,0,9.10.0,1108100,tr_ch72,,0,1,2,,,0,0,1,,0,0,1,T,Shortcake Cushion,0,1108100
0,105,0,9.10.0,1108100,tr_ch72,,0,1,2,,,15834,35,1,,0,0,1,T,Shortcake Cushion,1,1108101
0,0,0,9.10.0,1108100,tr_ch72,,0,1,2,,,16464,16464,1,,0,0,1,T,Shortcake Cushion,2,1108102
0,0,0,9.10.0,1108100,tr_ch72,,0,1,2,,,17262,17262,1,,0,0,1,T,Shortcake Cushion,3,1108103
0,0,0,9.10.0,1108100,tr_ch72,,0,1,2,,,18228,18228,1,,0,0,1,T,Shortcake Cushion,4,1108104
0,0,0,9.10.0,1108100,tr_ch72,,0,1,2,,,19362,19362,1,,0,0,1,T,Shortcake Cushion,5,1108105
0,0,0,9.10.0,1108100,tr_ch72,,0,1,2,,,20664,20664,1,,0,0,1,T,Shortcake Cushion,6,1108106
0,0,0,9.10.0,1108100,tr_ch72,,0,1,2,,,22134,22134,1,,0,0,1,T,Shortcake Cushion,7,1108107
0,0,0,9.10.0,1108100,tr_ch72,,0,1,2,,,23655,23655,1,,0,0,1,T,Shortcake Cushion,8,1108108
0,0,0,9.10.0,1108100,tr_ch72,,0,1,2,,,25332,25332,1,,0,0,1,T,Shortcake Cushion,9,1108109
0,0,0,9.10.0,1108100,tr_ch72,,0,1,2,,,27165,27165,1,,0,0,1,T,Shortcake Cushion,10,1108110
0,0,0,9.10.0,1108200,tr_ch82,,0,1,2,,,0,0,1,,0,0,1,T,Tasting Spoon,0,1108200
0,105,0,9.10.0,1108200,tr_ch82,,0,1,2,,,15834,35,1,,0,0,1,T,Tasting Spoon,1,1108201
0,0,0,9.10.0,1108200,tr_ch82,,0,1,2,,,16464,16464,1,,0,0,1,T,Tasting Spoon,2,1108202
0,0,0,9.10.0,1108200,tr_ch82,,0,1,2,,,17262,17262,1,,0,0,1,T,Tasting Spoon,3,1108203
0,0,0,9.10.0,1108200,tr_ch82,,0,1,2,,,18228,18228,1,,0,0,1,T,Tasting Spoon,4,1108204
0,0,0,9.10.0,1108200,tr_ch82,,0,1,2,,,19362,19362,1,,0,0,1,T,Tasting Spoon,5,1108205
0,0,0,9.10.0,1108200,tr_ch82,,0,1,2,,,20664,20664,1,,0,0,1,T,Tasting Spoon,6,1108206
0,0,0,9.10.0,1108200,tr_ch82,,0,1,2,,,22134,22134,1,,0,0,1,T,Tasting Spoon,7,1108207
0,0,0,9.10.0,1108200,tr_ch82,,0,1,2,,,23655,23655,1,,0,0,1,T,Tasting Spoon,8,1108208
0,0,0,9.10.0,1108200,tr_ch82,,0,1,2,,,25332,25332,1,,0,0,1,T,Tasting Spoon,9,1108209
0,0,0,9.10.0,1108200,tr_ch82,,0,1,2,,,27165,27165,1,,0,0,1,T,Tasting Spoon,10,1108210
0,0,0,9.10.0,1108300,tr_ch83,,0,1,2,,,0,0,1,,0,0,1,T,Noise-canceling Earplugs,0,1108300
0,105,0,9.10.0,1108300,tr_ch83,,0,1,2,,,15834,35,1,,0,0,1,T,Noise-canceling Earplugs,1,1108301
0,0,0,9.10.0,1108300,tr_ch83,,0,1,2,,,16464,16464,1,,0,0,1,T,Noise-canceling Earplugs,2,1108302
0,0,0,9.10.0,1108300,tr_ch83,,0,1,2,,,17262,17262,1,,0,0,1,T,Noise-canceling Earplugs,3,1108303
0,0,0,9.10.0,1108300,tr_ch83,,0,1,2,,,18228,18228,1,,0,0,1,T,Noise-canceling Earplugs,4,1108304
0,0,0,9.10.0,1108300,tr_ch83,,0,1,2,,,19362,19362,1,,0,0,1,T,Noise-canceling Earplugs,5,1108305
0,0,0,9.10.0,1108300,tr_ch83,,0,1,2,,,20664,20664,1,,0,0,1,T,Noise-canceling Earplugs,6,1108306
0,0,0,9.10.0,1108300,tr_ch83,,0,1,2,,,22134,22134,1,,0,0,1,T,Noise-canceling Earplugs,7,1108307
0,0,0,9.10.0,1108300,tr_ch83,,0,1,2,,,23655,23655,1,,0,0,1,T,Noise-canceling Earplugs,8,1108308
0,0,0,9.10.0,1108300,tr_ch83,,0,1,2,,,25332,25332,1,,0,0,1,T,Noise-canceling Earplugs,9,1108309
0,0,0,9.10.0,1108300,tr_ch83,,0,1,2,,,27165,27165,1,,0,0,1,T,Noise-canceling Earplugs,10,1108310
0,0,0,9.10.0,1108400,tr_ch84,,0,1,2,,,0,0,1,,0,0,1,T,Pot of Charms,0,1108400
0,105,0,9.10.0,1108400,tr_ch84,,0,1,2,,,15834,35,1,,0,0,1,T,Pot of Charms,1,1108401
0,0,0,9.10.0,1108400,tr_ch84,,0,1,2,,,16464,16464,1,,0,0,1,T,Pot of Charms,2,1108402
0,0,0,9.10.0,1108400,tr_ch84,,0,1,2,,,17262,17262,1,,0,0,1,T,Pot of Charms,3,1108403
0,0,0,9.10.0,1108400,tr_ch84,,0,1,2,,,18228,18228,1,,0,0,1,T,Pot of Charms,4,1108404
0,0,0,9.10.0,1108400,tr_ch84,,0,1,2,,,19362,19362,1,,0,0,1,T,Pot of Charms,5,1108405
0,0,0,9.10.0,1108400,tr_ch84,,0,1,2,,,20664,20664,1,,0,0,1,T,Pot of Charms,6,1108406
0,0,0,9.10.0,1108400,tr_ch84,,0,1,2,,,22134,22134,1,,0,0,1,T,Pot of Charms,7,1108407
0,0,0,9.10.0,1108400,tr_ch84,,0,1,2,,,23655,23655,1,,0,0,1,T,Pot of Charms,8,1108408
0,0,0,9.10.0,1108400,tr_ch84,,0,1,2,,,25332,25332,1,,0,0,1,T,Pot of Charms,9,1108409
0,0,0,9.10.0,1108400,tr_ch84,,0,1,2,,,27165,27165,1,,0,0,1,T,Pot of Charms,10,1108410
0,0,0,9.10.0,1108500,tr_ch85,,0,1,2,,,0,0,1,,0,0,1,T,Admiral's Paper Boat,0,1108500
0,105,0,9.10.0,1108500,tr_ch85,,0,1,2,,,15834,35,1,,0,0,1,T,Admiral's Paper Boat,1,1108501
0,0,0,9.10.0,1108500,tr_ch85,,0,1,2,,,16464,16464,1,,0,0,1,T,Admiral's Paper Boat,2,1108502
0,0,0,9.10.0,1108500,tr_ch85,,0,1,2,,,17262,17262,1,,0,0,1,T,Admiral's Paper Boat,3,1108503
0,0,0,9.10.0,1108500,tr_ch85,,0,1,2,,,18228,18228,1,,0,0,1,T,Admiral's Paper Boat,4,1108504
0,0,0,9.10.0,1108500,tr_ch85,,0,1,2,,,19362,19362,1,,0,0,1,T,Admiral's Paper Boat,5,1108505
0,0,0,9.10.0,1108500,tr_ch85,,0,1,2,,,20664,20664,1,,0,0,1,T,Admiral's Paper Boat,6,1108506
0,0,0,9.10.0,1108500,tr_ch85,,0,1,2,,,22134,22134,1,,0,0,1,T,Admiral's Paper Boat,7,1108507
0,0,0,9.10.0,1108500,tr_ch85,,0,1,2,,,23655,23655,1,,0,0,1,T,Admiral's Paper Boat,8,1108508
0,0,0,9.10.0,1108500,tr_ch85,,0,1,2,,,25332,25332,1,,0,0,1,T,Admiral's Paper Boat,9,1108509
0,0,0,9.10.0,1108500,tr_ch85,,0,1,2,,,27165,27165,1,,0,0,1,T,Admiral's Paper Boat,10,1108510
0,0,0,9.10.0,1108600,tr_ch86,,0,1,2,,,0,0,1,,0,0,1,T,Manggae Fruit Hairpin,0,1108600
0,105,0,9.10.0,1108600,tr_ch86,,0,1,2,,,15834,35,1,,0,0,1,T,Manggae Fruit Hairpin,1,1108601
0,0,0,9.10.0,1108600,tr_ch86,,0,1,2,,,16464,16464,1,,0,0,1,T,Manggae Fruit Hairpin,2,1108602
0,0,0,9.10.0,1108600,tr_ch86,,0,1,2,,,17262,17262,1,,0,0,1,T,Manggae Fruit Hairpin,3,1108603
0,0,0,9.10.0,1108600,tr_ch86,,0,1,2,,,18228,18228,1,,0,0,1,T,Manggae Fruit Hairpin,4,1108604
0,0,0,9.10.0,1108600,tr_ch86,,0,1,2,,,19362,19362,1,,0,0,1,T,Manggae Fruit Hairpin,5,1108605
0,0,0,9.10.0,1108600,tr_ch86,,0,1,2,,,20664,20664,1,,0,0,1,T,Manggae Fruit Hairpin,6,1108606
0,0,0,9.10.0,1108600,tr_ch86,,0,1,2,,,22134,22134,1,,0,0,1,T,Manggae Fruit Hairpin,7,1108607
0,0,0,9.10.0,1108600,tr_ch86,,0,1,2,,,23655,23655,1,,0,0,1,T,Manggae Fruit Hairpin,8,1108608
0,0,0,9.10.0,1108600,tr_ch86,,0,1,2,,,25332,25332,1,,0,0,1,T,Manggae Fruit Hairpin,9,1108609
0,0,0,9.10.0,1108600,tr_ch86,,0,1,2,,,27165,27165,1,,0,0,1,T,Manggae Fruit Hairpin,10,1108610
0,0,0,9.10.0,1108700,tr_ch87,,0,1,2,,,0,0,1,,0,0,1,T,Blooming Dancheong Jewel,0,1108700
0,105,0,9.10.0,1108700,tr_ch87,,0,1,2,,,15834,35,1,,0,0,1,T,Blooming Dancheong Jewel,1,1108701
0,0,0,9.10.0,1108700,tr_ch87,,0,1,2,,,16464,16464,1,,0,0,1,T,Blooming Dancheong Jewel,2,1108702
0,0,0,9.10.0,1108700,tr_ch87,,0,1,2,,,17262,17262,1,,0,0,1,T,Blooming Dancheong Jewel,3,1108703
0,0,0,9.10.0,1108700,tr_ch87,,0,1,2,,,18228,18228,1,,0,0,1,T,Blooming Dancheong Jewel,4,1108704
0,0,0,9.10.0,1108700,tr_ch87,,0,1,2,,,19362,19362,1,,0,0,1,T,Blooming Dancheong Jewel,5,1108705
0,0,0,9.10.0,1108700,tr_ch87,,0,1,2,,,20664,20664,1,,0,0,1,T,Blooming Dancheong Jewel,6,1108706
0,0,0,9.10.0,1108700,tr_ch87,,0,1,2,,,22134,22134,1,,0,0,1,T,Blooming Dancheong Jewel,7,1108707
0,0,0,9.10.0,1108700,tr_ch87,,0,1,2,,,23655,23655,1,,0,0,1,T,Blooming Dancheong Jewel,8,1108708
0,0,0,9.10.0,1108700,tr_ch87,,0,1,2,,,25332,25332,1,,0,0,1,T,Blooming Dancheong Jewel,9,1108709
0,0,0,9.10.0,1108700,tr_ch87,,0,1,2,,,27165,27165,1,,0,0,1,T,Blooming Dancheong Jewel,10,1108710
0,0,0,9.10.0,1108800,tr_ch88,,0,1,2,,,0,0,1,,0,0,1,T,Underground General's Sausage,0,1108800
0,105,0,9.10.0,1108800,tr_ch88,,0,1,2,,,15834,35,1,,0,0,1,T,Underground General's Sausage,1,1108801
0,0,0,9.10.0,1108800,tr_ch88,,0,1,2,,,16464,16464,1,,0,0,1,T,Underground General's Sausage,2,1108802
0,0,0,9.10.0,1108800,tr_ch88,,0,1,2,,,17262,17262,1,,0,0,1,T,Underground General's Sausage,3,1108803
0,0,0,9.10.0,1108800,tr_ch88,,0,1,2,,,18228,18228,1,,0,0,1,T,Underground General's Sausage,4,1108804
0,0,0,9.10.0,1108800,tr_ch88,,0,1,2,,,19362,19362,1,,0,0,1,T,Underground General's Sausage,5,1108805
0,0,0,9.10.0,1108800,tr_ch88,,0,1,2,,,20664,20664,1,,0,0,1,T,Underground General's Sausage,6,1108806
0,0,0,9.10.0,1108800,tr_ch88,,0,1,2,,,22134,22134,1,,0,0,1,T,Underground General's Sausage,7,1108807
0,0,0,9.10.0,1108800,tr_ch88,,0,1,2,,,23655,23655,1,,0,0,1,T,Underground General's Sausage,8,1108808
0,0,0,9.10.0,1108800,tr_ch88,,0,1,2,,,25332,25332,1,,0,0,1,T,Underground General's Sausage,9,1108809
0,0,0,9.10.0,1108800,tr_ch88,,0,1,2,,,27165,27165,1,,0,0,1,T,Underground General's Sausage,10,1108810
0,0,0,9.10.0,1108900,tr_ch89,,0,1,2,,,0,0,1,,0,0,1,T,Pistachio Spread,0,1108900
0,105,0,9.10.0,1108900,tr_ch89,,0,1,2,,,15834,35,1,,0,0,1,T,Pistachio Spread,1,1108901
0,0,0,9.10.0,1108900,tr_ch89,,0,1,2,,,16464,16464,1,,0,0,1,T,Pistachio Spread,2,1108902
0,0,0,9.10.0,1108900,tr_ch89,,0,1,2,,,17262,17262,1,,0,0,1,T,Pistachio Spread,3,1108903
0,0,0,9.10.0,1108900,tr_ch89,,0,1,2,,,18228,18228,1,,0,0,1,T,Pistachio Spread,4,1108904
0,0,0,9.10.0,1108900,tr_ch89,,0,1,2,,,19362,19362,1,,0,0,1,T,Pistachio Spread,5,1108905
0,0,0,9.10.0,1108900,tr_ch89,,0,1,2,,,20664,20664,1,,0,0,1,T,Pistachio Spread,6,1108906
0,0,0,9.10.0,1108900,tr_ch89,,0,1,2,,,22134,22134,1,,0,0,1,T,Pistachio Spread,7,1108907
0,0,0,9.10.0,1108900,tr_ch89,,0,1,2,,,23655,23655,1,,0,0,1,T,Pistachio Spread,8,1108908
0,0,0,9.10.0,1108900,tr_ch89,,0,1,2,,,25332,25332,1,,0,0,1,T,Pistachio Spread,9,1108909
0,0,0,9.10.0,1108900,tr_ch89,,0,1,2,,,27165,27165,1,,0,0,1,T,Pistachio Spread,10,1108910
0,0,0,9.10.0,1109000,tr_ch90,,0,1,2,,,0,0,1,,0,0,1,T,Spring Scent Flower Tea,0,1109000
0,105,0,9.10.0,1109000,tr_ch90,,0,1,2,,,15834,35,1,,0,0,1,T,Spring Scent Flower Tea,1,1109001
