end_dt,event,group_seq,method,prob,qty,ratio,reward,reward_condition,reward_stuff_seq,reward_stuff_seq_set,start_dt,tag,_key
NULL,DAILY,1309000,PROB,3500,1,0,B,,213,,NULL,9,1309009
NULL,DAILY,1309000,PROB,4000,1,0,B,,213,,NULL,10,1309010
NULL,DAILY,1309500,PROB,0,0,0,E,,0,,NULL,0,1309500
NULL,DAILY,1309500,PROB,200,7,0,E,,0,,NULL,1,1309501
NULL,DAILY,1309500,PROB,400,7,0,E,,0,,NULL,2,1309502
NULL,DAILY,1309500,PROB,500,7,0,E,,0,,NULL,3,1309503
NULL,DAILY,1309500,PROB,700,7,0,E,,0,,NULL,4,1309504
NULL,DAILY,1309500,PROB,800,7,0,E,,0,,NULL,5,1309505
NULL,DAILY,1309500,PROB,1000,7,0,E,,0,,NULL,6,1309506
NULL,DAILY,1309500,PROB,1100,7,0,E,,0,,NULL,7,1309507
NULL,DAILY,1309500,PROB,1300,7,0,E,,0,,NULL,8,1309508
NULL,DAILY,1309500,PROB,1400,7,0,E,,0,,NULL,9,1309509
NULL,DAILY,1309500,PROB,1600,7,0,E,,0,,NULL,10,1309510
NULL,DAILY,1310700,PROB,0,0,0,E,,0,,NULL,0,1310700
NULL,DAILY,1310700,PROB,100,12,0,E,,0,,NULL,1,1310701
NULL,DAILY,1310700,PROB,200,12,0,E,,0,,NULL,2,1310702
NULL,DAILY,1310700,PROB,300,12,0,E,,0,,NULL,3,1310703
NULL,DAILY,1310700,PROB,400,12,0,E,,0,,NULL,4,1310704
NULL,DAILY,1310700,PROB,500,12,0,E,,0,,NULL,5,1310705
NULL,DAILY,1310700,PROB,600,12,0,E,,0,,NULL,6,1310706
NULL,DAILY,1310700,PROB,700,12,0,E,,0,,NULL,7,1310707
NULL,DAILY,1310700,PROB,800,12,0,E,,0,,NULL,8,1310708
NULL,DAILY,1310700,PROB,900,12,0,E,,0,,NULL,9,1310709
NULL,DAILY,1310700,PROB,1000,12,0,E,,0,,NULL,10,1310710
NULL,DAILY,1311400,PROB,0,0,0,E,,0,,NULL,0,1311400
NULL,DAILY,1311400,PROB,400,4,0,E,,0,,NULL,1,1311401
NULL,DAILY,1311400,PROB,600,4,0,E,,0,,NULL,2,1311402
NULL,DAILY,1311400,PROB,800,4,0,E,,0,,NULL,3,1311403
NULL,DAILY,1311400,PROB,1000,4,0,E,,0,,NULL,4,1311404
NULL,DAILY,1311400,PROB,1200,4,0,E,,0,,NULL,5,1311405
NULL,DAILY,1311400,PROB,1500,4,0,E,,0,,NULL,6,1311406
NULL,DAILY,1311400,PROB,1800,4,0,E,,0,,NULL,7,1311407
NULL,DAILY,1311400,PROB,2100,4,0,E,,0,,NULL,8,1311408
NULL,DAILY,1311400,PROB,2400,4,0,E,,0,,NULL,9,1311409
NULL,DAILY,1311400,PROB,2700,4,0,E,,0,,NULL,10,1311410
NULL,DAILY,1313300,PROB,0,0,0,E,,0,,NULL,0,1313300
NULL,DAILY,1313300,PROB,100,9,0,E,,0,,NULL,1,1313301
NULL,DAILY,1313300,PROB,200,9,0,E,,0,,NULL,2,1313302
NULL,DAILY,1313300,PROB,300,9,0,E,,0,,NULL,3,1313303
NULL,DAILY,1313300,PROB,400,9,0,E,,0,,NULL,4,1313304
NULL,DAILY,1313300,PROB,500,9,0,E,,0,,NULL,5,1313305
NULL,DAILY,1313300,PROB,600,9,0,E,,0,,NULL,6,1313306
NULL,DAILY,1313300,PROB,700,9,0,E,,0,,NULL,7,1313307
NULL,DAILY,1313300,PROB,800,9,0,E,,0,,NULL,8,1313308
NULL,DAILY,1313300,PROB,1000,9,0,E,,0,,NULL,9,1313309
NULL,DAILY,1313300,PROB,1200,9,0,E,,0,,NULL,10,1313310
NULL,DAILY,1314100,PROB,0,0,0,E,,0,,NULL,0,1314100
NULL,DAILY,1314100,PROB,300,3,0,E,,0,,NULL,1,1314101
NULL,DAILY,1314100,PROB,600,3,0,E,,0,,NULL,2,1314102
NULL,DAILY,1314100,PROB,900,3,0,E,,0,,NULL,3,1314103
NULL,DAILY,1314100,PROB,1200,3,0,E,,0,,NULL,4,1314104
NULL,DAILY,1314100,PROB,1500,3,0,E,,0,,NULL,5,1314105
NULL,DAILY,1314100,PROB,1800,3,0,E,,0,,NULL,6,1314106
NULL,DAILY,1314100,PROB,2100,3,0,E,,0,,NULL,7,1314107
NULL,DAILY,1314100,PROB,2400,3,0,E,,0,,NULL,8,1314108
NULL,DAILY,1314100,PROB,2700,3,0,E,,0,,NULL,9,1314109
NULL,DAILY,1314100,PROB,3300,3,0,E,,0,,NULL,10,1314110
NULL,DAILY,1315900,PROB,0,0,0,E,,0,,NULL,0,1315900
NULL,DAILY,1315900,PROB,200,6,0,E,,0,,NULL,1,1315901
NULL,DAILY,1315900,PROB,300,6,0,E,,0,,NULL,2,1315902
NULL,DAILY,1315900,PROB,400,6,0,E,,0,,NULL,3,1315903
NULL,DAILY,1315900,PROB,600,6,0,E,,0,,NULL,4,1315904
NULL,DAILY,1315900,PROB,800,6,0,E,,0,,NULL,5,1315905
NULL,DAILY,1315900,PROB,1000,6,0,E,,0,,NULL,6,1315906
NULL,DAILY,1315900,PROB,1200,6,0,E,,0,,NULL,7,1315907
NULL,DAILY,1315900,PROB,1400,6,0,E,,0,,NULL,8,1315908
NULL,DAILY,1315900,PROB,1600,6,0,E,,0,,NULL,9,1315909
NULL,DAILY,1315900,PROB,1800,6,0,E,,0,,NULL,10,1315910
NULL,DAILY,1500300,PROB,0,0,0,A,,0,,NULL,0,1500300
NULL,DAILY,1500300,PROB,3000,190,0,A,,0,,NULL,1,1500301
NULL,DAILY,1500300,PROB,3200,190,0,A,,0,,NULL,2,1500302
NULL,DAILY,1500300,PROB,3400,190,0,A,,0,,NULL,3,1500303
NULL,DAILY,1500300,PROB,3600,190,0,A,,0,,NULL,4,1500304
NULL,DAILY,1500300,PROB,3800,190,0,A,,0,,NULL,5,1500305
NULL,DAILY,1500300,PROB,4000,190,0,A,,0,,NULL,6,1500306
NULL,DAILY,1500300,PROB,4200,190,0,A,,0,,NULL,7,1500307
NULL,DAILY,1500300,PROB,4400,190,0,A,,0,,NULL,8,1500308
NULL,DAILY,1500300,PROB,4700,190,0,A,,0,,NULL,9,1500309
NULL,DAILY,1500300,PROB,5000,190,0,A,,0,,NULL,10,1500310
NULL,DAILY,1500400,PROB,0,0,0,E,,0,,NULL,0,1500400
NULL,DAILY,1500400,PROB,2000,2,0,E,,0,,NULL,1,1500401
NULL,DAILY,1500400,PROB,2300,2,0,E,,0,,NULL,2,1500402
NULL,DAILY,1500400,PROB,2600,2,0,E,,0,,NULL,3,1500403
NULL,DAILY,1500400,PROB,2900,2,0,E,,0,,NULL,4,1500404
NULL,DAILY,1500400,PROB,3200,2,0,E,,0,,NULL,5,1500405
NULL,DAILY,1500400,PROB,3500,2,0,E,,0,,NULL,6,1500406
NULL,DAILY,1500400,PROB,3800,2,0,E,,0,,NULL,7,1500407
NULL,DAILY,1500400,PROB,4200,2,0,E,,0,,NULL,8,1500408
NULL,DAILY,1500400,PROB,4600,2,0,E,,0,,NULL,9,1500409
NULL,DAILY,1500400,PROB,5000,2,0,E,,0,,NULL,10,1500410
NULL,DAILY,1500500,PROB,0,0,0,E,,0,,NULL,0,1500500
NULL,DAILY,1500500,PROB,2000,3,0,E,,0,,NULL,1,1500501
NULL,DAILY,1500500,PROB,2300,3,0,E,,0,,NULL,2,1500502
NULL,DAILY,1500500,PROB,2600,3,0,E,,0,,NULL,3,1500503
NULL,DAILY,1500500,PROB,2900,3,0,E,,0,,NULL,4,1500504
NULL,DAILY,1500500,PROB,3200,3,0,E,,0,,NULL,5,1500505
NULL,DAILY,1500500,PROB,3500,3,0,E,,0,,NULL,6,1500506
NULL,DAILY,1500500,PROB,3800,3,0,E,,0,,NULL,7,1500507
NULL,DAILY,1500500,PROB,4200,3,0,E,,0,,NULL,8,1500508
NULL,DAILY,1500500,PROB,4600,3,0,E,,0,,NULL,9,1500509
NULL,DAILY,1500500,PROB,5000,3,0,E,,0,,NULL,10,1500510
NULL,DAYOFWEEK,1500700,PROB,0,0,0,E,WED,0,,NULL,0,1500700
NULL,DAYOFWEEK,1500700,PROB,10000,1,0,E,WED,0,,NULL,1,1500701
NULL,DAYOFWEEK,1500700,PROB,10000,1,0,E,WED,0,,NULL,2,1500702
NULL,DAYOFWEEK,1500700,PROB,10000,1,0,E,WED,0,,NULL,3,1500703
NULL,DAYOFWEEK,1500700,PROB,10000,1,0,E,WED,0,,NULL,4,1500704
NULL,DAYOFWEEK,1500700,PROB,10000,1,0,E,WED,0,,NULL,5,1500705
NULL,DAYOFWEEK,1500700,PROB,10000,1,0,E,WED,0,,NULL,6,1500706
NULL,DAYOFWEEK,1500700,PROB,10000,1,0,E,WED,0,,NULL,7,1500707
NULL,DAYOFWEEK,1500700,PROB,10000,1,0,E,WED,0,,NULL,8,1500708
NULL,DAYOFWEEK,1500700,PROB,10000,1,0,E,WED,0,,NULL,9,1500709
NULL,DAYOFWEEK,1500700,PROB,10000,2,0,E,WED,0,,NULL,10,1500710
NULL,DAILY,1500800,PROB,0,0,0,A,,0,,NULL,0,1500800
NULL,DAILY,1500800,PROB,3000,190,0,A,,0,,NULL,1,1500801
NULL,DAILY,1500800,PROB,3200,190,0,A,,0,,NULL,2,1500802
NULL,DAILY,1500800,PROB,3400,190,0,A,,0,,NULL,3,1500803
NULL,DAILY,1500800,PROB,3600,190,0,A,,0,,NULL,4,1500804
NULL,DAILY,1500800,PROB,3800,190,0,A,,0,,NULL,5,1500805
NULL,DAILY,1500800,PROB,4000,190,0,A,,0,,NULL,6,1500806
NULL,DAILY,1500800,PROB,4200,190,0,A,,0,,NULL,7,1500807
NULL,DAILY,1500800,PROB,4400,190,0,A,,0,,NULL,8,1500808
NULL,DAILY,1500800,PROB,4700,190,0,A,,0,,NULL,9,1500809
NULL,DAILY,1500800,PROB,5000,190,0,A,,0,,NULL,10,1500810
NULL,DAILY,1500900,PROB,0,0,0,I,,0,,NULL,0,1500900
NULL,DAILY,1500900,PROB,0,0,0,I,,0,,NULL,1,1500901
NULL,DAILY,1500900,PROB,0,0,0,I,,0,,NULL,2,1500902
NULL,DAILY,1500900,PROB,0,0,0,I,,0,,NULL,3,1500903
NULL,DAILY,1500900,PROB,0,0,0,I,,0,,NULL,4,1500904
NULL,DAILY,1500900,PROB,0,0,0,I,,0,,NULL,5,1500905
NULL,DAILY,1500900,PROB,0,0,0,I,,0,,NULL,6,1500906
NULL,DAILY,1500900,PROB,0,0,0,I,,0,,NULL,7,1500907
NULL,DAILY,1500900,PROB,0,0,0,I,,0,,NULL,8,1500908
NULL,DAILY,1500900,PROB,0,0,0,I,,0,,NULL,9,1500909
NULL,DAILY,1500900,PROB,0,0,0,I,,0,,NULL,10,1500910
NULL,DAILY,1501200,PROB,0,0,0,E,,0,,NULL,0,1501200
NULL,DAILY,1501200,PROB,1000,5,0,E,,0,,NULL,1,1501201
NULL,DAILY,1501200,PROB,1200,5,0,E,,0,,NULL,2,1501202
NULL,DAILY,1501200,PROB,1400,5,0,E,,0,,NULL,3,1501203
NULL,DAILY,1501200,PROB,1600,5,0,E,,0,,NULL,4,1501204
NULL,DAILY,1501200,PROB,1800,5,0,E,,0,,NULL,5,1501205
NULL,DAILY,1501200,PROB,2000,5,0,E,,0,,NULL,6,1501206
NULL,DAILY,1501200,PROB,2200,5,0,E,,0,,NULL,7,1501207
NULL,DAILY,1501200,PROB,2400,5,0,E,,0,,NULL,8,1501208
NULL,DAILY,1501200,PROB,2700,5,0,E,,0,,NULL,9,1501209
NULL,DAILY,1501200,PROB,3000,5,0,E,,0,,NULL,10,1501210
NULL,DAILY,1501300,PROB,0,0,0,E,,0,,NULL,0,1501300
NULL,DAILY,1501300,PROB,3000,1,0,E,,0,,NULL,1,1501301
NULL,DAILY,1501300,PROB,3300,1,0,E,,0,,NULL,2,1501302
NULL,DAILY,1501300,PROB,3600,1,0,E,,0,,NULL,3,1501303
NULL,DAILY,1501300,PROB,3900,1,0,E,,0,,NULL,4,1501304
NULL,DAILY,1501300,PROB,4200,1,0,E,,0,,NULL,5,1501305
NULL,DAILY,1501300,PROB,4500,1,0,E,,0,,NULL,6,1501306
NULL,DAILY,1501300,PROB,4800,1,0,E,,0,,NULL,7,1501307
NULL,DAILY,1501300,PROB,5200,1,0,E,,0,,NULL,8,1501308
NULL,DAILY,1501300,PROB,5600,1,0,E,,0,,NULL,9,1501309
NULL,DAILY,1501300,PROB,6000,1,0,E,,0,,NULL,10,1501310
NULL,DAILY,1501600,PROB,0,0,0,E,,0,,NULL,0,1501600
NULL,DAILY,1501600,PROB,0,0,0,E,,0,,NULL,1,1501601
NULL,DAILY,1501600,PROB,0,0,0,E,,0,,NULL,2,1501602
NULL,DAILY,1501600,PROB,0,0,0,E,,0,,NULL,3,1501603
NULL,DAILY,1501600,PROB,0,0,0,E,,0,,NULL,4,1501604
NULL,DAILY,1501600,PROB,0,0,0,E,,0,,NULL,5,1501605
NULL,DAILY,1501600,PROB,0,0,0,E,,0,,NULL,6,1501606
NULL,DAILY,1501600,PROB,0,0,0,E,,0,,NULL,7,1501607
NULL,DAILY,1501600,PROB,0,0,0,E,,0,,NULL,8,1501608
NULL,DAILY,1501600,PROB,0,0,0,E,,0,,NULL,9,1501609
NULL,DAILY,1501600,PROB,0,0,0,E,,0,,NULL,10,1501610
NULL,DAILY,1501800,PROB,0,0,0,E,,0,,NULL,0,1501800
NULL,DAILY,1501800,PROB,4100,1,0,E,,0,,NULL,1,1501801
NULL,DAILY,1501800,PROB,4200,1,0,E,,0,,NULL,2,1501802
NULL,DAILY,1501800,PROB,4300,1,0,E,,0,,NULL,3,1501803
NULL,DAILY,1501800,PROB,4400,1,0,E,,0,,NULL,4,1501804
NULL,DAILY,1501800,PROB,4500,1,0,E,,0,,NULL,5,1501805
NULL,DAILY,1501800,PROB,4600,1,0,E,,0,,NULL,6,1501806
NULL,DAILY,1501800,PROB,4700,1,0,E,,0,,NULL,7,1501807
NULL,DAILY,1501800,PROB,4800,1,0,E,,0,,NULL,8,1501808
NULL,DAILY,1501800,PROB,4900,1,0,E,,0,,NULL,9,1501809
NULL,DAILY,1501800,PROB,5100,1,0,E,,0,,NULL,10,1501810
NULL,DAILY,1501900,PROB,0,0,0,E,,0,,NULL,0,1501900
NULL,DAILY,1501900,PROB,4200,1,0,E,,0,,NULL,1,1501901
NULL,DAILY,1501900,PROB,4300,1,0,E,,0,,NULL,2,1501902
NULL,DAILY,1501900,PROB,4400,1,0,E,,0,,NULL,3,1501903
NULL,DAILY,1501900,PROB,4500,1,0,E,,0,,NULL,4,1501904
NULL,DAILY,1501900,PROB,4600,1,0,E,,0,,NULL,5,1501905
NULL,DAILY,1501900,PROB,4700,1,0,E,,0,,NULL,6,1501906
NULL,DAILY,1501900,PROB,4800,1,0,E,,0,,NULL,7,1501907
NULL,DAILY,1501900,PROB,4900,1,0,E,,0,,NULL,8,1501908
NULL,DAILY,1501900,PROB,5000,1,0,E,,0,,NULL,9,1501909
NULL,DAILY,1501900,PROB,5200,1,0,E,,0,,NULL,10,1501910
NULL,DAILY,1502000,PROB,0,0,0,E,,0,,NULL,0,1502000
NULL,DAILY,1502000,PROB,4300,1,0,E,,0,,NULL,1,1502001
NULL,DAILY,1502000,PROB,4400,1,0,E,,0,,NULL,2,1502002
NULL,DAILY,1502000,PROB,4500,1,0,E,,0,,NULL,3,1502003
NULL,DAILY,1502000,PROB,4600,1,0,E,,0,,NULL,4,1502004
NULL,DAILY,1502000,PROB,4700,1,0,E,,0,,NULL,5,1502005
NULL,DAILY,1502000,PROB,4800,1,0,E,,0,,NULL,6,1502006
NULL,DAILY,1502000,PROB,4900,1,0,E,,0,,NULL,7,1502007
NULL,DAILY,1502000,PROB,5000,1,0,E,,0,,NULL,8,1502008
NULL,DAILY,1502000,PROB,5100,1,0,E,,0,,NULL,9,1502009
NULL,DAILY,1502000,PROB,5300,1,0,E,,0,,NULL,10,1502010
NULL,DAILY,1502100,PROB,0,0,0,E,,0,,NULL,0,1502100
NULL,DAILY,1502100,PROB,4400,1,0,E,,0,,NULL,1,1502101
NULL,DAILY,1502100,PROB,4500,1,0,E,,0,,NULL,2,1502102
NULL,DAILY,1502100,PROB,4600,1,0,E,,0,,NULL,3,1502103
NULL,DAILY,1502100,PROB,4700,1,0,E,,0,,NULL,4,1502104
NULL,DAILY,1502100,PROB,4800,1,0,E,,0,,NULL,5,1502105
NULL,DAILY,1502100,PROB,4900,1,0,E,,0,,NULL,6,1502106
NULL,DAILY,1502100,PROB,5000,1,0,E,,0,,NULL,7,1502107
NULL,DAILY,1502100,PROB,5100,1,0,E,,0,,NULL,8,1502108
NULL,DAILY,1502100,PROB,5200,1,0,E,,0,,NULL,9,1502109
NULL,DAILY,1502100,PROB,5400,1,0,E,,0,,NULL,10,1502110
NULL,DAILY,1502200,PROB,0,0,0,E,,0,,NULL,0,1502200
NULL,DAILY,1502200,PROB,4500,1,0,E,,0,,NULL,1,1502201
NULL,DAILY,1502200,PROB,4600,1,0,E,,0,,NULL,2,1502202
NULL,DAILY,1502200,PROB,4700,1,0,E,,0,,NULL,3,1502203
NULL,DAILY,1502200,PROB,4800,1,0,E,,0,,NULL,4,1502204
NULL,DAILY,1502200,PROB,4900,1,0,E,,0,,NULL,5,1502205
NULL,DAILY,1502200,PROB,5000,1,0,E,,0,,NULL,6,1502206
NULL,DAILY,1502200,PROB,5100,1,0,E,,0,,NULL,7,1502207
NULL,DAILY,1502200,PROB,5200,1,0,E,,0,,NULL,8,1502208
NULL,DAILY,1502200,PROB,5300,1,0,E,,0,,NULL,9,1502209
NULL,DAILY,1502200,PROB,5500,1,0,E,,0,,NULL,10,1502210
NULL,DAILY,1502300,PROB,0,0,0,E,,0,,NULL,0,1502300
NULL,DAILY,1502300,PROB,4600,1,0,E,,0,,NULL,1,1502301
NULL,DAILY,1502300,PROB,4700,1,0,E,,0,,NULL,2,1502302
NULL,DAILY,1502300,PROB,4800,1,0,E,,0,,NULL,3,1502303
NULL,DAILY,1502300,PROB,4900,1,0,E,,0,,NULL,4,1502304
NULL,DAILY,1502300,PROB,5000,1,0,E,,0,,NULL,5,1502305
NULL,DAILY,1502300,PROB,5100,1,0,E,,0,,NULL,6,1502306
NULL,DAILY,1502300,PROB,5200,1,0,E,,0,,NULL,7,1502307
NULL,DAILY,1502300,PROB,5300,1,0,E,,0,,NULL,8,1502308
NULL,DAILY,1502300,PROB,5400,1,0,E,,0,,NULL,9,1502309
NULL,DAILY,1502300,PROB,5600,1,0,E,,0,,NULL,10,1502310
NULL,DAILY,1502400,PROB,0,0,0,E,,0,,NULL,0,1502400
NULL,DAILY,1502400,PROB,4700,1,0,E,,0,,NULL,1,1502401
NULL,DAILY,1502400,PROB,4800,1,0,E,,0,,NULL,2,1502402
NULL,DAILY,1502400,PROB,4900,1,0,E,,0,,NULL,3,1502403
NULL,DAILY,1502400,PROB,5000,1,0,E,,0,,NULL,4,1502404
NULL,DAILY,1502400,PROB,5100,1,0,E,,0,,NULL,5,1502405
NULL,DAILY,1502400,PROB,5200,1,0,E,,0,,NULL,6,1502406
NULL,DAILY,1502400,PROB,5300,1,0,E,,0,,NULL,7,1502407
NULL,DAILY,1502400,PROB,5400,1,0,E,,0,,NULL,8,1502408
NULL,DAILY,1502400,PROB,5500,1,0,E,,0,,NULL,9,1502409
NULL,DAILY,1502400,PROB,5700,1,0,E,,0,,NULL,10,1502410
NULL,DAILY,1502500,PROB,0,0,0,E,,0,,NULL,0,1502500
NULL,DAILY,1502500,PROB,4800,1,0,E,,0,,NULL,1,1502501
NULL,DAILY,1502500,PROB,4900,1,0,E,,0,,NULL,2,1502502
NULL,DAILY,1502500,PROB,5000,1,0,E,,0,,NULL,3,1502503
NULL,DAILY,1502500,PROB,5100,1,0,E,,0,,NULL,4,1502504
NULL,DAILY,1502500,PROB,5200,1,0,E,,0,,NULL,5,1502505
NULL,DAILY,1502500,PROB,5300,1,0,E,,0,,NULL,6,1502506
NULL,DAILY,1502500,PROB,5400,1,0,E,,0,,NULL,7,1502507
NULL,DAILY,1502500,PROB,5500,1,0,E,,0,,NULL,8,1502508
NULL,DAILY,1502500,PROB,5600,1,0,E,,0,,NULL,9,1502509
NULL,DAILY,1502500,PROB,5800,1,0,E,,0,,NULL,10,1502510
NULL,DAILY,1502600,PROB,0,0,0,E,,0,,NULL,0,1502600
NULL,DAILY,1502600,PROB,4900,1,0,E,,0,,NULL,1,1502601
NULL,DAILY,1502600,PROB,5000,1,0,E,,0,,NULL,2,1502602
NULL,DAILY,1502600,PROB,5100,1,0,E,,0,,NULL,3,1502603
NULL,DAILY,1502600,PROB,5200,1,0,E,,0,,NULL,4,1502604
NULL,DAILY,1502600,PROB,5300,1,0,E,,0,,NULL,5,1502605
NULL,DAILY,1502600,PROB,5400,1,0,E,,0,,NULL,6,1502606
NULL,DAILY,1502600,PROB,5500,1,0,E,,0,,NULL,7,1502607
NULL,DAILY,1502600,PROB,5600,1,0,E,,0,,NULL,8,1502608
NULL,DAILY,1502600,PROB,5700,1,0,E,,0,,NULL,9,1502609
NULL,DAILY,1502600,PROB,5900,1,0,E,,0,,NULL,10,1502610
NULL,DAILY,1502700,PROB,0,0,0,E,,0,,NULL,0,1502700
NULL,DAILY,1502700,PROB,5000,1,0,E,,0,,NULL,1,1502701
NULL,DAILY,1502700,PROB,5100,1,0,E,,0,,NULL,2,1502702
NULL,DAILY,1502700,PROB,5200,1,0,E,,0,,NULL,3,1502703
NULL,DAILY,1502700,PROB,5300,1,0,E,,0,,NULL,4,1502704
NULL,DAILY,1502700,PROB,5400,1,0,E,,0,,NULL,5,1502705
NULL,DAILY,1502700,PROB,5500,1,0,E,,0,,NULL,6,1502706
NULL,DAILY,1502700,PROB,5600,1,0,E,,0,,NULL,7,1502707
NULL,DAILY,1502700,PROB,5700,1,0,E,,0,,NULL,8,1502708
NULL,DAILY,1502700,PROB,5800,1,0,E,,0,,NULL,9,1502709
NULL,DAILY,1502700,PROB,6000,1,0,E,,0,,NULL,10,1502710
NULL,DAILY,1502800,PROB,0,0,0,E,,0,,NULL,0,1502800
NULL,DAILY,1502800,PROB,5100,1,0,E,,0,,NULL,1,1502801
NULL,DAILY,1502800,PROB,5200,1,0,E,,0,,NULL,2,1502802
NULL,DAILY,1502800,PROB,5300,1,0,E,,0,,NULL,3,1502803
NULL,DAILY,1502800,PROB,5400,1,0,E,,0,,NULL,4,1502804
NULL,DAILY,1502800,PROB,5500,1,0,E,,0,,NULL,5,1502805
NULL,DAILY,1502800,PROB,5600,1,0,E,,0,,NULL,6,1502806
NULL,DAILY,1502800,PROB,5700,1,0,E,,0,,NULL,7,1502807
NULL,DAILY,1502800,PROB,5800,1,0,E,,0,,NULL,8,1502808
NULL,DAILY,1502800,PROB,5900,1,0,E,,0,,NULL,9,1502809
NULL,DAILY,1502800,PROB,6100,1,0,E,,0,,NULL,10,1502810
NULL,DAILY,1502900,PROB,0,0,0,E,,0,,NULL,0,1502900
NULL,DAILY,1502900,PROB,5200,1,0,E,,0,,NULL,1,1502901
NULL,DAILY,1502900,PROB,5300,1,0,E,,0,,NULL,2,1502902
NULL,DAILY,1502900,PROB,5400,1,0,E,,0,,NULL,3,1502903
NULL,DAILY,1502900,PROB,5500,1,0,E,,0,,NULL,4,1502904
NULL,DAILY,1502900,PROB,5600,1,0,E,,0,,NULL,5,1502905
NULL,DAILY,1502900,PROB,5700,1,0,E,,0,,NULL,6,1502906
NULL,DAILY,1502900,PROB,5800,1,0,E,,0,,NULL,7,1502907
NULL,DAILY,1502900,PROB,5900,1,0,E,,0,,NULL,8,1502908
NULL,DAILY,1502900,PROB,6000,1,0,E,,0,,NULL,9,1502909
NULL,DAILY,1502900,PROB,6200,1,0,E,,0,,NULL,10,1502910
NULL,DAILY,1503000,PROB,0,0,0,E,,0,,NULL,0,1503000
NULL,DAILY,1503000,PROB,5300,1,0,E,,0,,NULL,1,1503001
NULL,DAILY,1503000,PROB,5400,1,0,E,,0,,NULL,2,1503002
NULL,DAILY,1503000,PROB,5500,1,0,E,,0,,NULL,3,1503003
NULL,DAILY,1503000,PROB,5600,1,0,E,,0,,NULL,4,1503004
NULL,DAILY,1503000,PROB,5700,1,0,E,,0,,NULL,5,1503005
NULL,DAILY,1503000,PROB,5800,1,0,E,,0,,NULL,6,1503006
NULL,DAILY,1503000,PROB,5900,1,0,E,,0,,NULL,7,1503007
NULL,DAILY,1503000,PROB,6000,1,0,E,,0,,NULL,8,1503008
NULL,DAILY,1503000,PROB,6100,1,0,E,,0,,NULL,9,1503009
NULL,DAILY,1503000,PROB,6300,1,0,E,,0,,NULL,10,1503010
NULL,DAILY,1503100,PROB,0,0,0,E,,0,,NULL,0,1503100
NULL,DAILY,1503100,PROB,5400,1,0,E,,0,,NULL,1,1503101
NULL,DAILY,1503100,PROB,5500,1,0,E,,0,,NULL,2,1503102
NULL,DAILY,1503100,PROB,5600,1,0,E,,0,,NULL,3,1503103
NULL,DAILY,1503100,PROB,5700,1,0,E,,0,,NULL,4,1503104
NULL,DAILY,1503100,PROB,5800,1,0,E,,0,,NULL,5,1503105
NULL,DAILY,1503100,PROB,5900,1,0,E,,0,,NULL,6,1503106
NULL,DAILY,1503100,PROB,6000,1,0,E,,0,,NULL,7,1503107
NULL,DAILY,1503100,PROB,6100,1,0,E,,0,,NULL,8,1503108
NULL,DAILY,1503100,PROB,6200,1,0,E,,0,,NULL,9,1503109
NULL,DAILY,1503100,PROB,6400,1,0,E,,0,,NULL,10,1503110
NULL,DAILY,1503200,PROB,0,0,0,E,,0,,NULL,0,1503200
NULL,DAILY,1503200,PROB,5500,1,0,E,,0,,NULL,1,1503201
NULL,DAILY,1503200,PROB,5600,1,0,E,,0,,NULL,2,1503202
NULL,DAILY,1503200,PROB,5700,1,0,E,,0,,NULL,3,1503203
NULL,DAILY,1503200,PROB,5800,1,0,E,,0,,NULL,4,1503204
NULL,DAILY,1503200,PROB,5900,1,0,E,,0,,NULL,5,1503205
NULL,DAILY,1503200,PROB,6000,1,0,E,,0,,NULL,6,1503206
NULL,DAILY,1503200,PROB,6100,1,0,E,,0,,NULL,7,1503207
NULL,DAILY,1503200,PROB,6200,1,0,E,,0,,NULL,8,1503208
NULL,DAILY,1503200,PROB,6300,1,0,E,,0,,NULL,9,1503209
NULL,DAILY,1503200,PROB,6500,1,0,E,,0,,NULL,10,1503210
NULL,DAILY,1503300,PROB,0,0,0,E,,0,,NULL,0,1503300
NULL,DAILY,1503300,PROB,5600,1,0,E,,0,,NULL,1,1503301
NULL,DAILY,1503300,PROB,5700,1,0,E,,0,,NULL,2,1503302
NULL,DAILY,1503300,PROB,5800,1,0,E,,0,,NULL,3,1503303
NULL,DAILY,1503300,PROB,5900,1,0,E,,0,,NULL,4,1503304
NULL,DAILY,1503300,PROB,6000,1,0,E,,0,,NULL,5,1503305
NULL,DAILY,1503300,PROB,6100,1,0,E,,0,,NULL,6,1503306
NULL,DAILY,1503300,PROB,6200,1,0,E,,0,,NULL,7,1503307
NULL,DAILY,1503300,PROB,6300,1,0,E,,0,,NULL,8,1503308
NULL,DAILY,1503300,PROB,6400,1,0,E,,0,,NULL,9,1503309
NULL,DAILY,1503300,PROB,6600,1,0,E,,0,,NULL,10,1503310
NULL,DAILY,1503400,PROB,0,0,0,E,,0,,NULL,0,1503400
NULL,DAILY,1503400,PROB,5700,1,0,E,,0,,NULL,1,1503401
NULL,DAILY,1503400,PROB,5800,1,0,E,,0,,NULL,2,1503402
NULL,DAILY,1503400,PROB,5900,1,0,E,,0,,NULL,3,1503403
NULL,DAILY,1503400,PROB,6000,1,0,E,,0,,NULL,4,1503404
