event_stuff_probability,gashapon_status,group_seq,is_seasonal_gashapon,set_name,stuff_probability,stuff_seq,_key
,1,500202,1,MBox_Artifact,1000,700233,700233003
,1,500203,1,MBox_Artifact,1000,700233,700233004
,1,500204,1,MBox_Artifact,1000,700233,700233005
,1,500205,1,MBox_Artifact,1000,700233,700233006
,1,500206,1,MBox_Artifact,0,700233,700233007
,1,500207,1,MBox_Artifact,0,700233,700233008
,1,2002501,1,MBox_Mt_SS,1000,700233,700233009
,1,2002502,1,MBox_Mt_SS,1000,700233,700233010
,1,2002503,1,MBox_Mt_SS,1000,700233,700233011
,1,2002504,1,MBox_Mt_SS,1000,700233,700233012
,1,2002505,1,MBox_Mt_SS,1000,700233,700233013
,1,2002506,1,MBox_Mt_SS,1000,700233,700233014
,1,2002507,1,MBox_Mt_SS,0,700233,700233015
,1,2002508,1,MBox_Mt_SS,0,700233,700233016
,1,2002401,1,MBox_Mt_S,1000,700233,700233017
,1,2002402,1,MBox_Mt_S,1000,700233,700233018
,1,2002403,1,MBox_Mt_S,1000,700233,700233019
,1,2002404,1,MBox_Mt_S,1000,700233,700233020
,1,2002405,1,MBox_Mt_S,1000,700233,700233021
,1,2002406,1,MBox_Mt_S,1000,700233,700233022
,1,2002407,1,MBox_Mt_S,1000,700233,700233023
,1,2002408,1,MBox_Mt_S,1000,700233,700233024
,1,2002409,1,MBox_Mt_S,1000,700233,700233025
,1,2002410,1,MBox_Mt_S,1000,700233,700233026
,1,2002411,1,MBox_Mt_S,1000,700233,700233027
,1,2002412,1,MBox_Mt_S,0,700233,700233028
,1,2000301,1,MBox_Mt_A,1000,700233,700233029
,1,2002301,1,MBox_Mt_A,1000,700233,700233030
,1,2002302,1,MBox_Mt_A,1000,700233,700233031
,1,2002303,1,MBox_Mt_A,1000,700233,700233032
,1,2002304,1,MBox_Mt_A,1000,700233,700233033
,1,2002305,1,MBox_Mt_A,1000,700233,700233034
,1,2002306,1,MBox_Mt_A,1000,700233,700233035
,1,2002307,1,MBox_Mt_A,1000,700233,700233036
,1,2002308,1,MBox_Mt_A,1000,700233,700233037
,1,2002309,1,MBox_Mt_A,1000,700233,700233038
,1,2002310,1,MBox_Mt_A,0,700233,700233039
,1,2000201,1,MBox_Mt_B,1000,700233,700233040
,1,2000202,1,MBox_Mt_B,1000,700233,700233041
,1,2000203,1,MBox_Mt_B,1000,700233,700233042
,1,2002201,1,MBox_Mt_B,1000,700233,700233043
,1,2002202,1,MBox_Mt_B,1000,700233,700233044
,1,2002203,1,MBox_Mt_B,1000,700233,700233045
,1,2002204,1,MBox_Mt_B,1000,700233,700233046
,1,2002205,1,MBox_Mt_B,1000,700233,700233047
,1,2002206,1,MBox_Mt_B,0,700233,700233048
,1,2000101,1,MBox_Mt_C,1000,700233,700233049
,1,2000102,1,MBox_Mt_C,1000,700233,700233050
,1,2000103,1,MBox_Mt_C,1000,700233,700233051
,1,2000104,1,MBox_Mt_C,1000,700233,700233052
,1,2000105,1,MBox_Mt_C,1000,700233,700233053
,1,2002101,1,MBox_Mt_C,1000,700233,700233054
,1,2002102,1,MBox_Mt_C,1000,700233,700233055
,1,2002103,1,MBox_Mt_C,0,700233,700233056
,1,2002104,1,MBox_Mt_C,0,700233,700233057
,1,2002105,1,MBox_Mt_C,0,700233,700233058
,1,2002106,1,MBox_Mt_C,0,700233,700233059
,1,8000500,1,MBox_Coin,300,700233,700233060
,1,8001000,1,MBox_Coin,500,700233,700233061
,1,8001500,1,MBox_Coin,100,700233,700233062
,1,8002000,1,MBox_Coin,50,700233,700233063
,1,8002500,1,MBox_Coin,30,700233,700233064
,1,8005000,1,MBox_Coin,15,700233,700233065
,1,8010000,1,MBox_Coin,5,700233,700233066
,1,500001,1,MBox_Unlock_Item,0,700233,700233067
,1,50004,1,MBox_Unlock_2,1000,700233,700233068
,1,50023,1,MBox_Unlock_3,1000,700233,700233069
,1,50038,1,MBox_Unlock_4,1000,700233,700233070
,1,853,1,MBox_TrTicket_3,1000,700234,700234000
,1,852,1,MBox_TrTicket_2,1000,700234,700234001
,1,500201,1,MBox_Artifact,1000,700234,700234002
,1,500202,1,MBox_Artifact,1000,700234,700234003
,1,500203,1,MBox_Artifact,1000,700234,700234004
,1,500204,1,MBox_Artifact,1000,700234,700234005
,1,500205,1,MBox_Artifact,1000,700234,700234006
,1,500206,1,MBox_Artifact,0,700234,700234007
,1,500207,1,MBox_Artifact,0,700234,700234008
,1,2002501,1,MBox_Mt_SS,1000,700234,700234009
,1,2002502,1,MBox_Mt_SS,1000,700234,700234010
,1,2002503,1,MBox_Mt_SS,1000,700234,700234011
,1,2002504,1,MBox_Mt_SS,1000,700234,700234012
,1,2002505,1,MBox_Mt_SS,1000,700234,700234013
,1,2002506,1,MBox_Mt_SS,1000,700234,700234014
,1,2002507,1,MBox_Mt_SS,0,700234,700234015
,1,2002508,1,MBox_Mt_SS,0,700234,700234016
,1,2002401,1,MBox_Mt_S,1000,700234,700234017
,1,2002402,1,MBox_Mt_S,1000,700234,700234018
,1,2002403,1,MBox_Mt_S,1000,700234,700234019
,1,2002404,1,MBox_Mt_S,1000,700234,700234020
,1,2002405,1,MBox_Mt_S,1000,700234,700234021
,1,2002406,1,MBox_Mt_S,1000,700234,700234022
,1,2002407,1,MBox_Mt_S,1000,700234,700234023
,1,2002408,1,MBox_Mt_S,1000,700234,700234024
,1,2002409,1,MBox_Mt_S,1000,700234,700234025
,1,2002410,1,MBox_Mt_S,1000,700234,700234026
,1,2002411,1,MBox_Mt_S,1000,700234,700234027
,1,2002412,1,MBox_Mt_S,0,700234,700234028
,1,2000301,1,MBox_Mt_A,1000,700234,700234029
,1,2002301,1,MBox_Mt_A,1000,700234,700234030
,1,2002302,1,MBox_Mt_A,1000,700234,700234031
,1,2002303,1,MBox_Mt_A,1000,700234,700234032
,1,2002304,1,MBox_Mt_A,1000,700234,700234033
,1,2002305,1,MBox_Mt_A,1000,700234,700234034
,1,2002306,1,MBox_Mt_A,1000,700234,700234035
,1,2002307,1,MBox_Mt_A,1000,700234,700234036
,1,2002308,1,MBox_Mt_A,1000,700234,700234037
,1,2002309,1,MBox_Mt_A,1000,700234,700234038
,1,2002310,1,MBox_Mt_A,0,700234,700234039
,1,2000201,1,MBox_Mt_B,1000,700234,700234040
,1,2000202,1,MBox_Mt_B,1000,700234,700234041
,1,2000203,1,MBox_Mt_B,1000,700234,700234042
,1,2002201,1,MBox_Mt_B,1000,700234,700234043
,1,2002202,1,MBox_Mt_B,1000,700234,700234044
,1,2002203,1,MBox_Mt_B,1000,700234,700234045
,1,2002204,1,MBox_Mt_B,1000,700234,700234046
,1,2002205,1,MBox_Mt_B,1000,700234,700234047
,1,2002206,1,MBox_Mt_B,0,700234,700234048
,1,2000101,1,MBox_Mt_C,1000,700234,700234049
,1,2000102,1,MBox_Mt_C,1000,700234,700234050
,1,2000103,1,MBox_Mt_C,1000,700234,700234051
,1,2000104,1,MBox_Mt_C,1000,700234,700234052
,1,2000105,1,MBox_Mt_C,1000,700234,700234053
,1,2002101,1,MBox_Mt_C,1000,700234,700234054
,1,2002102,1,MBox_Mt_C,1000,700234,700234055
,1,2002103,1,MBox_Mt_C,0,700234,700234056
,1,2002104,1,MBox_Mt_C,0,700234,700234057
,1,2002105,1,MBox_Mt_C,0,700234,700234058
,1,2002106,1,MBox_Mt_C,0,700234,700234059
,1,8000500,1,MBox_Coin,300,700234,700234060
,1,8001000,1,MBox_Coin,500,700234,700234061
,1,8001500,1,MBox_Coin,100,700234,700234062
,1,8002000,1,MBox_Coin,50,700234,700234063
,1,8002500,1,MBox_Coin,30,700234,700234064
,1,8005000,1,MBox_Coin,15,700234,700234065
,1,8010000,1,MBox_Coin,5,700234,700234066
,1,500001,1,MBox_Unlock_Item,1000,700234,700234067
,1,50006,1,MBox_Unlock_2,1000,700234,700234068
,1,50025,1,MBox_Unlock_3,1000,700234,700234069
,1,50040,1,MBox_Unlock_4,1000,700234,700234070
,1,853,1,MBox_TrTicket_3,1000,700311,700311000
,1,852,1,MBox_TrTicket_2,1000,700311,700311001
,1,500301,1,MBox_Artifact,1000,700311,700311002
,1,500302,1,MBox_Artifact,1000,700311,700311003
,1,500303,1,MBox_Artifact,1000,700311,700311004
,1,500304,1,MBox_Artifact,1000,700311,700311005
,1,500305,1,MBox_Artifact,1000,700311,700311006
,1,500306,1,MBox_Artifact,1000,700311,700311007
,1,500307,1,MBox_Artifact,1000,700311,700311008
,1,2003501,1,MBox_Mt_SS,1000,700311,700311009
,1,2003502,1,MBox_Mt_SS,1000,700311,700311010
,1,2003503,1,MBox_Mt_SS,1000,700311,700311011
,1,2003504,1,MBox_Mt_SS,1000,700311,700311012
,1,2003505,1,MBox_Mt_SS,1000,700311,700311013
,1,2003506,1,MBox_Mt_SS,1000,700311,700311014
,1,2003507,1,MBox_Mt_SS,0,700311,700311015
,1,2003508,1,MBox_Mt_SS,0,700311,700311016
,1,2003401,1,MBox_Mt_S,1000,700311,700311017
,1,2003402,1,MBox_Mt_S,1000,700311,700311018
,1,2003403,1,MBox_Mt_S,1000,700311,700311019
,1,2003404,1,MBox_Mt_S,1000,700311,700311020
,1,2003405,1,MBox_Mt_S,1000,700311,700311021
,1,2003406,1,MBox_Mt_S,1000,700311,700311022
,1,2003407,1,MBox_Mt_S,1000,700311,700311023
,1,2003408,1,MBox_Mt_S,1000,700311,700311024
,1,2003409,1,MBox_Mt_S,1000,700311,700311025
,1,2003410,1,MBox_Mt_S,1000,700311,700311026
,1,2003411,1,MBox_Mt_S,0,700311,700311027
,1,2003412,1,MBox_Mt_S,0,700311,700311028
,1,2000301,1,MBox_Mt_A,1000,700311,700311029
,1,2003301,1,MBox_Mt_A,1000,700311,700311030
,1,2003302,1,MBox_Mt_A,1000,700311,700311031
,1,2003303,1,MBox_Mt_A,1000,700311,700311032
,1,2003304,1,MBox_Mt_A,1000,700311,700311033
,1,2003305,1,MBox_Mt_A,1000,700311,700311034
,1,2003306,1,MBox_Mt_A,1000,700311,700311035
,1,2003307,1,MBox_Mt_A,1000,700311,700311036
,1,2003308,1,MBox_Mt_A,0,700311,700311037
,1,2003309,1,MBox_Mt_A,0,700311,700311038
,1,2003310,1,MBox_Mt_A,0,700311,700311039
,1,2000201,1,MBox_Mt_B,1000,700311,700311040
,1,2000202,1,MBox_Mt_B,1000,700311,700311041
,1,2000203,1,MBox_Mt_B,1000,700311,700311042
,1,2003201,1,MBox_Mt_B,1000,700311,700311043
,1,2003202,1,MBox_Mt_B,1000,700311,700311044
,1,2003203,1,MBox_Mt_B,1000,700311,700311045
,1,2003204,1,MBox_Mt_B,1000,700311,700311046
,1,2003205,1,MBox_Mt_B,0,700311,700311047
,1,2003206,1,MBox_Mt_B,0,700311,700311048
,1,2000101,1,MBox_Mt_C,1000,700311,700311049
,1,2000102,1,MBox_Mt_C,1000,700311,700311050
,1,2000103,1,MBox_Mt_C,1000,700311,700311051
,1,2000104,1,MBox_Mt_C,1000,700311,700311052
,1,2000105,1,MBox_Mt_C,1000,700311,700311053
,1,2003101,1,MBox_Mt_C,1000,700311,700311054
,1,2003102,1,MBox_Mt_C,1000,700311,700311055
,1,2003103,1,MBox_Mt_C,0,700311,700311056
,1,2003104,1,MBox_Mt_C,0,700311,700311057
,1,2003105,1,MBox_Mt_C,0,700311,700311058
,1,2003106,1,MBox_Mt_C,0,700311,700311059
,1,8000500,1,MBox_Coin,300,700311,700311060
,1,8001000,1,MBox_Coin,500,700311,700311061
,1,8001500,1,MBox_Coin,100,700311,700311062
,1,8002000,1,MBox_Coin,50,700311,700311063
,1,8002500,1,MBox_Coin,30,700311,700311064
,1,8005000,1,MBox_Coin,15,700311,700311065
,1,8010000,1,MBox_Coin,5,700311,700311066
,1,500001,1,MBox_Unlock_Item,0,700311,700311067
,1,50002,1,MBox_Unlock_2,1000,700311,700311068
,1,50021,1,MBox_Unlock_3,1000,700311,700311069
,1,50036,1,MBox_Unlock_4,1000,700311,700311070
,1,853,1,MBox_TrTicket_3,1000,700312,700312000
,1,852,1,MBox_TrTicket_2,1000,700312,700312001
,1,500301,1,MBox_Artifact,1000,700312,700312002
,1,500302,1,MBox_Artifact,1000,700312,700312003
,1,500303,1,MBox_Artifact,1000,700312,700312004
,1,500304,1,MBox_Artifact,1000,700312,700312005
,1,500305,1,MBox_Artifact,1000,700312,700312006
,1,500306,1,MBox_Artifact,1000,700312,700312007
,1,500307,1,MBox_Artifact,1000,700312,700312008
,1,2003501,1,MBox_Mt_SS,1000,700312,700312009
,1,2003502,1,MBox_Mt_SS,1000,700312,700312010
,1,2003503,1,MBox_Mt_SS,1000,700312,700312011
,1,2003504,1,MBox_Mt_SS,1000,700312,700312012
,1,2003505,1,MBox_Mt_SS,1000,700312,700312013
,1,2003506,1,MBox_Mt_SS,1000,700312,700312014
,1,2003507,1,MBox_Mt_SS,0,700312,700312015
,1,2003508,1,MBox_Mt_SS,0,700312,700312016
,1,2003401,1,MBox_Mt_S,1000,700312,700312017
,1,2003402,1,MBox_Mt_S,1000,700312,700312018
,1,2003403,1,MBox_Mt_S,1000,700312,700312019
,1,2003404,1,MBox_Mt_S,1000,700312,700312020
,1,2003405,1,MBox_Mt_S,1000,700312,700312021
,1,2003406,1,MBox_Mt_S,1000,700312,700312022
,1,2003407,1,MBox_Mt_S,1000,700312,700312023
,1,2003408,1,MBox_Mt_S,1000,700312,700312024
,1,2003409,1,MBox_Mt_S,1000,700312,700312025
,1,2003410,1,MBox_Mt_S,1000,700312,700312026
,1,2003411,1,MBox_Mt_S,0,700312,700312027
,1,2003412,1,MBox_Mt_S,0,700312,700312028
,1,2000301,1,MBox_Mt_A,1000,700312,700312029
,1,2003301,1,MBox_Mt_A,1000,700312,700312030
,1,2003302,1,MBox_Mt_A,1000,700312,700312031
,1,2003303,1,MBox_Mt_A,1000,700312,700312032
,1,2003304,1,MBox_Mt_A,1000,700312,700312033
,1,2003305,1,MBox_Mt_A,1000,700312,700312034
,1,2003306,1,MBox_Mt_A,1000,700312,700312035
,1,2003307,1,MBox_Mt_A,1000,700312,700312036
,1,2003308,1,MBox_Mt_A,0,700312,700312037
,1,2003309,1,MBox_Mt_A,0,700312,700312038
,1,2003310,1,MBox_Mt_A,0,700312,700312039
,1,2000201,1,MBox_Mt_B,1000,700312,700312040
,1,2000202,1,MBox_Mt_B,1000,700312,700312041
,1,2000203,1,MBox_Mt_B,1000,700312,700312042
,1,2003201,1,MBox_Mt_B,1000,700312,700312043
,1,2003202,1,MBox_Mt_B,1000,700312,700312044
,1,2003203,1,MBox_Mt_B,1000,700312,700312045
,1,2003204,1,MBox_Mt_B,1000,700312,700312046
,1,2003205,1,MBox_Mt_B,0,700312,700312047
,1,2003206,1,MBox_Mt_B,0,700312,700312048
,1,2000101,1,MBox_Mt_C,1000,700312,700312049
,1,2000102,1,MBox_Mt_C,1000,700312,700312050
,1,2000103,1,MBox_Mt_C,1000,700312,700312051
,1,2000104,1,MBox_Mt_C,1000,700312,700312052
,1,2000105,1,MBox_Mt_C,1000,700312,700312053
,1,2003101,1,MBox_Mt_C,1000,700312,700312054
,1,2003102,1,MBox_Mt_C,1000,700312,700312055
,1,2003103,1,MBox_Mt_C,0,700312,700312056
,1,2003104,1,MBox_Mt_C,0,700312,700312057
,1,2003105,1,MBox_Mt_C,0,700312,700312058
,1,2003106,1,MBox_Mt_C,0,700312,700312059
,1,8000500,1,MBox_Coin,300,700312,700312060
,1,8001000,1,MBox_Coin,500,700312,700312061
,1,8001500,1,MBox_Coin,100,700312,700312062
,1,8002000,1,MBox_Coin,50,700312,700312063
,1,8002500,1,MBox_Coin,30,700312,700312064
,1,8005000,1,MBox_Coin,15,700312,700312065
,1,8010000,1,MBox_Coin,5,700312,700312066
,1,500001,1,MBox_Unlock_Item,0,700312,700312067
,1,50003,1,MBox_Unlock_2,1000,700312,700312068
,1,50022,1,MBox_Unlock_3,1000,700312,700312069
,1,50037,1,MBox_Unlock_4,1000,700312,700312070
,1,853,1,MBox_TrTicket_3,1000,700313,700313000
,1,852,1,MBox_TrTicket_2,1000,700313,700313001
,1,500301,1,MBox_Artifact,1000,700313,700313002
,1,500302,1,MBox_Artifact,1000,700313,700313003
,1,500303,1,MBox_Artifact,1000,700313,700313004
,1,500304,1,MBox_Artifact,1000,700313,700313005
,1,500305,1,MBox_Artifact,1000,700313,700313006
,1,500306,1,MBox_Artifact,1000,700313,700313007
,1,500307,1,MBox_Artifact,1000,700313,700313008
,1,2003501,1,MBox_Mt_SS,1000,700313,700313009
,1,2003502,1,MBox_Mt_SS,1000,700313,700313010
,1,2003503,1,MBox_Mt_SS,1000,700313,700313011
,1,2003504,1,MBox_Mt_SS,1000,700313,700313012
,1,2003505,1,MBox_Mt_SS,1000,700313,700313013
,1,2003506,1,MBox_Mt_SS,1000,700313,700313014
,1,2003507,1,MBox_Mt_SS,0,700313,700313015
,1,2003508,1,MBox_Mt_SS,0,700313,700313016
,1,2003401,1,MBox_Mt_S,1000,700313,700313017
,1,2003402,1,MBox_Mt_S,1000,700313,700313018
,1,2003403,1,MBox_Mt_S,1000,700313,700313019
,1,2003404,1,MBox_Mt_S,1000,700313,700313020
,1,2003405,1,MBox_Mt_S,1000,700313,700313021
,1,2003406,1,MBox_Mt_S,1000,700313,700313022
,1,2003407,1,MBox_Mt_S,1000,700313,700313023
,1,2003408,1,MBox_Mt_S,1000,700313,700313024
,1,2003409,1,MBox_Mt_S,1000,700313,700313025
,1,2003410,1,MBox_Mt_S,1000,700313,700313026
,1,2003411,1,MBox_Mt_S,0,700313,700313027
,1,2003412,1,MBox_Mt_S,0,700313,700313028
,1,2000301,1,MBox_Mt_A,1000,700313,700313029
,1,2003301,1,MBox_Mt_A,1000,700313,700313030
,1,2003302,1,MBox_Mt_A,1000,700313,700313031
,1,2003303,1,MBox_Mt_A,1000,700313,700313032
,1,2003304,1,MBox_Mt_A,1000,700313,700313033
,1,2003305,1,MBox_Mt_A,1000,700313,700313034
,1,2003306,1,MBox_Mt_A,1000,700313,700313035
,1,2003307,1,MBox_Mt_A,1000,700313,700313036
,1,2003308,1,MBox_Mt_A,0,700313,700313037
,1,2003309,1,MBox_Mt_A,0,700313,700313038
,1,2003310,1,MBox_Mt_A,0,700313,700313039
,1,2000201,1,MBox_Mt_B,1000,700313,700313040
,1,2000202,1,MBox_Mt_B,1000,700313,700313041
,1,2000203,1,MBox_Mt_B,1000,700313,700313042
,1,2003201,1,MBox_Mt_B,1000,700313,700313043
,1,2003202,1,MBox_Mt_B,1000,700313,700313044
,1,2003203,1,MBox_Mt_B,1000,700313,700313045
,1,2003204,1,MBox_Mt_B,1000,700313,700313046
,1,2003205,1,MBox_Mt_B,0,700313,700313047
,1,2003206,1,MBox_Mt_B,0,700313,700313048
,1,2000101,1,MBox_Mt_C,1000,700313,700313049
,1,2000102,1,MBox_Mt_C,1000,700313,700313050
,1,2000103,1,MBox_Mt_C,1000,700313,700313051
,1,2000104,1,MBox_Mt_C,1000,700313,700313052
,1,2000105,1,MBox_Mt_C,1000,700313,700313053
,1,2003101,1,MBox_Mt_C,1000,700313,700313054
,1,2003102,1,MBox_Mt_C,1000,700313,700313055
,1,2003103,1,MBox_Mt_C,0,700313,700313056
,1,2003104,1,MBox_Mt_C,0,700313,700313057
,1,2003105,1,MBox_Mt_C,0,700313,700313058
,1,2003106,1,MBox_Mt_C,0,700313,700313059
,1,8000500,1,MBox_Coin,300,700313,700313060
,1,8001000,1,MBox_Coin,500,700313,700313061
,1,8001500,1,MBox_Coin,100,700313,700313062
,1,8002000,1,MBox_Coin,50,700313,700313063
,1,8002500,1,MBox_Coin,30,700313,700313064
,1,8005000,1,MBox_Coin,15,700313,700313065
,1,8010000,1,MBox_Coin,5,700313,700313066
,1,500001,1,MBox_Unlock_Item,0,700313,700313067
,1,50004,1,MBox_Unlock_2,1000,700313,700313068
,1,50023,1,MBox_Unlock_3,1000,700313,700313069
,1,50038,1,MBox_Unlock_4,1000,700313,700313070
,1,853,1,MBox_TrTicket_3,1000,700314,700314000
,1,852,1,MBox_TrTicket_2,1000,700314,700314001
,1,500301,1,MBox_Artifact,1000,700314,700314002
,1,500302,1,MBox_Artifact,1000,700314,700314003
,1,500303,1,MBox_Artifact,1000,700314,700314004
,1,500304,1,MBox_Artifact,1000,700314,700314005
,1,500305,1,MBox_Artifact,1000,700314,700314006
,1,500306,1,MBox_Artifact,1000,700314,700314007
,1,500307,1,MBox_Artifact,1000,700314,700314008
,1,2003501,1,MBox_Mt_SS,1000,700314,700314009
,1,2003502,1,MBox_Mt_SS,1000,700314,700314010
,1,2003503,1,MBox_Mt_SS,1000,700314,700314011
,1,2003504,1,MBox_Mt_SS,1000,700314,700314012
,1,2003505,1,MBox_Mt_SS,1000,700314,700314013
,1,2003506,1,MBox_Mt_SS,1000,700314,700314014
,1,2003507,1,MBox_Mt_SS,0,700314,700314015
,1,2003508,1,MBox_Mt_SS,0,700314,700314016
,1,2003401,1,MBox_Mt_S,1000,700314,700314017
,1,2003402,1,MBox_Mt_S,1000,700314,700314018
,1,2003403,1,MBox_Mt_S,1000,700314,700314019
,1,2003404,1,MBox_Mt_S,1000,700314,700314020
,1,2003405,1,MBox_Mt_S,1000,700314,700314021
,1,2003406,1,MBox_Mt_S,1000,700314,700314022
,1,2003407,1,MBox_Mt_S,1000,700314,700314023
,1,2003408,1,MBox_Mt_S,1000,700314,700314024
,1,2003409,1,MBox_Mt_S,1000,700314,700314025
,1,2003410,1,MBox_Mt_S,1000,700314,700314026
,1,2003411,1,MBox_Mt_S,0,700314,700314027
,1,2003412,1,MBox_Mt_S,0,700314,700314028
,1,2000301,1,MBox_Mt_A,1000,700314,700314029
,1,2003301,1,MBox_Mt_A,1000,700314,700314030
,1,2003302,1,MBox_Mt_A,1000,700314,700314031
,1,2003303,1,MBox_Mt_A,1000,700314,700314032
,1,2003304,1,MBox_Mt_A,1000,700314,700314033
,1,2003305,1,MBox_Mt_A,1000,700314,700314034
,1,2003306,1,MBox_Mt_A,1000,700314,700314035
,1,2003307,1,MBox_Mt_A,1000,700314,700314036
,1,2003308,1,MBox_Mt_A,0,700314,700314037
,1,2003309,1,MBox_Mt_A,0,700314,700314038
,1,2003310,1,MBox_Mt_A,0,700314,700314039
,1,2000201,1,MBox_Mt_B,1000,700314,700314040
,1,2000202,1,MBox_Mt_B,1000,700314,700314041
,1,2000203,1,MBox_Mt_B,1000,700314,700314042
,1,2003201,1,MBox_Mt_B,1000,700314,700314043
,1,2003202,1,MBox_Mt_B,1000,700314,700314044
,1,2003203,1,MBox_Mt_B,1000,700314,700314045
,1,2003204,1,MBox_Mt_B,1000,700314,700314046
,1,2003205,1,MBox_Mt_B,0,700314,700314047
,1,2003206,1,MBox_Mt_B,0,700314,700314048
,1,2000101,1,MBox_Mt_C,1000,700314,700314049
,1,2000102,1,MBox_Mt_C,1000,700314,700314050
,1,2000103,1,MBox_Mt_C,1000,700314,700314051
,1,2000104,1,MBox_Mt_C,1000,700314,700314052
,1,2000105,1,MBox_Mt_C,1000,700314,700314053
,1,2003101,1,MBox_Mt_C,1000,700314,700314054
,1,2003102,1,MBox_Mt_C,1000,700314,700314055
,1,2003103,1,MBox_Mt_C,0,700314,700314056
,1,2003104,1,MBox_Mt_C,0,700314,700314057
,1,2003105,1,MBox_Mt_C,0,700314,700314058
,1,2003106,1,MBox_Mt_C,0,700314,700314059
,1,8000500,1,MBox_Coin,300,700314,700314060
,1,8001000,1,MBox_Coin,500,700314,700314061
,1,8001500,1,MBox_Coin,100,700314,700314062
,1,8002000,1,MBox_Coin,50,700314,700314063
,1,8002500,1,MBox_Coin,30,700314,700314064
,1,8005000,1,MBox_Coin,15,700314,700314065
,1,8010000,1,MBox_Coin,5,700314,700314066
,1,500001,1,MBox_Unlock_Item,1000,700314,700314067
,1,50006,1,MBox_Unlock_2,1000,700314,700314068
,1,50025,1,MBox_Unlock_3,1000,700314,700314069
,1,50040,1,MBox_Unlock_4,1000,700314,700314070
,1,853,1,MBox_TrTicket_3,1000,700321,700321000
,1,852,1,MBox_TrTicket_2,1000,700321,700321001
,1,500301,1,MBox_Artifact,1000,700321,700321002
,1,500302,1,MBox_Artifact,1000,700321,700321003
,1,500303,1,MBox_Artifact,1000,700321,700321004
,1,500304,1,MBox_Artifact,1000,700321,700321005
,1,500305,1,MBox_Artifact,1000,700321,700321006
,1,500306,1,MBox_Artifact,1000,700321,700321007
,1,500307,1,MBox_Artifact,1000,700321,700321008
,1,2003501,1,MBox_Mt_SS,1000,700321,700321009
,1,2003502,1,MBox_Mt_SS,1000,700321,700321010
,1,2003503,1,MBox_Mt_SS,1000,700321,700321011
,1,2003504,1,MBox_Mt_SS,1000,700321,700321012
,1,2003505,1,MBox_Mt_SS,1000,700321,700321013
,1,2003506,1,MBox_Mt_SS,1000,700321,700321014
,1,2003507,1,MBox_Mt_SS,0,700321,700321015
,1,2003508,1,MBox_Mt_SS,0,700321,700321016
,1,2003401,1,MBox_Mt_S,1000,700321,700321017
,1,2003402,1,MBox_Mt_S,1000,700321,700321018
,1,2003403,1,MBox_Mt_S,1000,700321,700321019
,1,2003404,1,MBox_Mt_S,1000,700321,700321020
,1,2003405,1,MBox_Mt_S,1000,700321,700321021
,1,2003406,1,MBox_Mt_S,1000,700321,700321022
,1,2003407,1,MBox_Mt_S,1000,700321,700321023
,1,2003408,1,MBox_Mt_S,1000,700321,700321024
,1,2003409,1,MBox_Mt_S,1000,700321,700321025
,1,2003410,1,MBox_Mt_S,1000,700321,700321026
,1,2003411,1,MBox_Mt_S,0,700321,700321027
,1,2003412,1,MBox_Mt_S,0,700321,700321028
,1,2000301,1,MBox_Mt_A,1000,700321,700321029
,1,2003301,1,MBox_Mt_A,1000,700321,700321030
,1,2003302,1,MBox_Mt_A,1000,700321,700321031
,1,2003303,1,MBox_Mt_A,1000,700321,700321032
,1,2003304,1,MBox_Mt_A,1000,700321,700321033
,1,2003305,1,MBox_Mt_A,1000,700321,700321034
,1,2003306,1,MBox_Mt_A,1000,700321,700321035
,1,2003307,1,MBox_Mt_A,1000,700321,700321036
,1,2003308,1,MBox_Mt_A,0,700321,700321037
,1,2003309,1,MBox_Mt_A,0,700321,700321038
,1,2003310,1,MBox_Mt_A,0,700321,700321039
,1,2000201,1,MBox_Mt_B,1000,700321,700321040
,1,2000202,1,MBox_Mt_B,1000,700321,700321041
,1,2000203,1,MBox_Mt_B,1000,700321,700321042
,1,2003201,1,MBox_Mt_B,1000,700321,700321043
,1,2003202,1,MBox_Mt_B,1000,700321,700321044
,1,2003203,1,MBox_Mt_B,1000,700321,700321045
,1,2003204,1,MBox_Mt_B,1000,700321,700321046
,1,2003205,1,MBox_Mt_B,0,700321,700321047
,1,2003206,1,MBox_Mt_B,0,700321,700321048
,1,2000101,1,MBox_Mt_C,1000,700321,700321049
,1,2000102,1,MBox_Mt_C,1000,700321,700321050
,1,2000103,1,MBox_Mt_C,1000,700321,700321051
,1,2000104,1,MBox_Mt_C,1000,700321,700321052
,1,2000105,1,MBox_Mt_C,1000,700321,700321053
,1,2003101,1,MBox_Mt_C,1000,700321,700321054
,1,2003102,1,MBox_Mt_C,1000,700321,700321055
,1,2003103,1,MBox_Mt_C,0,700321,700321056
,1,2003104,1,MBox_Mt_C,0,700321,700321057
,1,2003105,1,MBox_Mt_C,0,700321,700321058
,1,2003106,1,MBox_Mt_C,0,700321,700321059
,1,8000500,1,MBox_Coin,300,700321,700321060
,1,8001000,1,MBox_Coin,500,700321,700321061
,1,8001500,1,MBox_Coin,100,700321,700321062
,1,8002000,1,MBox_Coin,50,700321,700321063
,1,8002500,1,MBox_Coin,30,700321,700321064
,1,8005000,1,MBox_Coin,15,700321,700321065
,1,8010000,1,MBox_Coin,5,700321,700321066
