comment,event_group_probability,group_probability,replacement_stuff_seq,set_name,stuff_seq,_key
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700231,70023109
미스테리박스_딸기쇼케잠금아이템,,50,0,MBox_Unlock_2,700231,70023110
미스터리박스_멜버잠금아이템,,50,0,MBox_Unlock_3,700231,70023111
미스터리박스_민들레잠금아이템,,60,0,MBox_Unlock_4,700231,70023112
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700232,70023200
미스테리박스_고급보뽑,,45,0,MBox_TrTicket_2,700232,70023201
미스테리박스_유물,,0,0,MBox_Artifact,700232,70023202
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700232,70023203
미스테리박스_재료_S급,,0,0,MBox_Mt_S,700232,70023204
미스테리박스_재료_A급,,430,0,MBox_Mt_A,700232,70023205
미스테리박스_재료_B급,,1940,0,MBox_Mt_B,700232,70023206
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700232,70023207
미스테리박스_코인,,460,0,MBox_Coin,700232,70023208
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700232,70023209
미스테리박스_딸기쇼케잠금아이템,,230,0,MBox_Unlock_2,700232,70023210
미스터리박스_멜버잠금아이템,,230,0,MBox_Unlock_3,700232,70023211
미스터리박스_민들레잠금아이템,,240,0,MBox_Unlock_4,700232,70023212
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700233,70023300
미스테리박스_고급보뽑,,45,0,MBox_TrTicket_2,700233,70023301
미스테리박스_유물,,740,0,MBox_Artifact,700233,70023302
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700233,70023303
미스테리박스_재료_S급,,360,0,MBox_Mt_S,700233,70023304
미스테리박스_재료_A급,,2015,0,MBox_Mt_A,700233,70023305
미스테리박스_재료_B급,,0,0,MBox_Mt_B,700233,70023306
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700233,70023307
미스테리박스_코인,,0,0,MBox_Coin,700233,70023308
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700233,70023309
미스테리박스_딸기쇼케잠금아이템,,260,0,MBox_Unlock_2,700233,70023310
미스터리박스_멜버잠금아이템,,260,0,MBox_Unlock_3,700233,70023311
미스터리박스_민들레잠금아이템,,270,0,MBox_Unlock_4,700233,70023312
미스테리박스_최고급보뽑,,21,0,MBox_TrTicket_3,700234,70023400
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,700234,70023401
미스테리박스_유물,,200,0,MBox_Artifact,700234,70023402
미스테리박스_재료_SS급,,125,0,MBox_Mt_SS,700234,70023403
미스테리박스_재료_S급,,400,0,MBox_Mt_S,700234,70023404
미스테리박스_재료_A급,,0,0,MBox_Mt_A,700234,70023405
미스테리박스_재료_B급,,0,0,MBox_Mt_B,700234,70023406
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700234,70023407
미스테리박스_코인,,0,0,MBox_Coin,700234,70023408
미스테리박스_바다요정잠금아이템,,593,0,MBox_Unlock_Item,700234,70023409
미스테리박스_딸기쇼케잠금아이템,,112,0,MBox_Unlock_2,700234,70023410
미스터리박스_멜버잠금아이템,,112,0,MBox_Unlock_3,700234,70023411
미스터리박스_민들레잠금아이템,,112,0,MBox_Unlock_4,700234,70023412
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700311,70031100
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,700311,70031101
미스테리박스_유물,,0,0,MBox_Artifact,700311,70031102
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700311,70031103
미스테리박스_재료_S급,,0,0,MBox_Mt_S,700311,70031104
미스테리박스_재료_A급,,0,0,MBox_Mt_A,700311,70031105
미스테리박스_재료_B급,,680,0,MBox_Mt_B,700311,70031106
미스테리박스_재료_C급,,1900,0,MBox_Mt_C,700311,70031107
미스테리박스_코인,,1900,0,MBox_Coin,700311,70031108
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700311,70031109
미스테리박스_딸기쇼케잠금아이템,,370,0,MBox_Unlock_2,700311,70031110
미스터리박스_멜버잠금아이템,,370,0,MBox_Unlock_3,700311,70031111
미스터리박스_민들레잠금아이템,,380,0,MBox_Unlock_4,700311,70031112
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700312,70031200
미스테리박스_고급보뽑,,45,0,MBox_TrTicket_2,700312,70031201
미스테리박스_유물,,0,0,MBox_Artifact,700312,70031202
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700312,70031203
미스테리박스_재료_S급,,0,0,MBox_Mt_S,700312,70031204
미스테리박스_재료_A급,,340,0,MBox_Mt_A,700312,70031205
미스테리박스_재료_B급,,1150,0,MBox_Mt_B,700312,70031206
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700312,70031207
미스테리박스_코인,,320,0,MBox_Coin,700312,70031208
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700312,70031209
미스테리박스_딸기쇼케잠금아이템,,150,0,MBox_Unlock_2,700312,70031210
미스터리박스_멜버잠금아이템,,150,0,MBox_Unlock_3,700312,70031211
미스터리박스_민들레잠금아이템,,160,0,MBox_Unlock_4,700312,70031212
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700313,70031300
미스테리박스_고급보뽑,,6,0,MBox_TrTicket_2,700313,70031301
미스테리박스_유물,,1420,0,MBox_Artifact,700313,70031302
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700313,70031303
미스테리박스_재료_S급,,24,0,MBox_Mt_S,700313,70031304
미스테리박스_재료_A급,,60,0,MBox_Mt_A,700313,70031305
미스테리박스_재료_B급,,0,0,MBox_Mt_B,700313,70031306
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700313,70031307
미스테리박스_코인,,0,0,MBox_Coin,700313,70031308
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700313,70031309
미스테리박스_딸기쇼케잠금아이템,,10,0,MBox_Unlock_2,700313,70031310
미스터리박스_멜버잠금아이템,,10,0,MBox_Unlock_3,700313,70031311
미스터리박스_민들레잠금아이템,,20,0,MBox_Unlock_4,700313,70031312
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700314,70031400
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,700314,70031401
미스테리박스_유물,,182,0,MBox_Artifact,700314,70031402
미스테리박스_재료_SS급,,23,0,MBox_Mt_SS,700314,70031403
미스테리박스_재료_S급,,125,0,MBox_Mt_S,700314,70031404
미스테리박스_재료_A급,,0,0,MBox_Mt_A,700314,70031405
미스테리박스_재료_B급,,0,0,MBox_Mt_B,700314,70031406
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700314,70031407
미스테리박스_코인,,0,0,MBox_Coin,700314,70031408
미스테리박스_바다요정잠금아이템,,125,0,MBox_Unlock_Item,700314,70031409
미스테리박스_딸기쇼케잠금아이템,,25,0,MBox_Unlock_2,700314,70031410
미스터리박스_멜버잠금아이템,,25,0,MBox_Unlock_3,700314,70031411
미스터리박스_민들레잠금아이템,,30,0,MBox_Unlock_4,700314,70031412
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700321,70032100
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,700321,70032101
미스테리박스_유물,,0,0,MBox_Artifact,700321,70032102
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700321,70032103
미스테리박스_재료_S급,,0,0,MBox_Mt_S,700321,70032104
미스테리박스_재료_A급,,0,0,MBox_Mt_A,700321,70032105
미스테리박스_재료_B급,,180,0,MBox_Mt_B,700321,70032106
미스테리박스_재료_C급,,540,0,MBox_Mt_C,700321,70032107
미스테리박스_코인,,560,0,MBox_Coin,700321,70032108
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700321,70032109
미스테리박스_딸기쇼케잠금아이템,,100,0,MBox_Unlock_2,700321,70032110
미스터리박스_멜버잠금아이템,,100,0,MBox_Unlock_3,700321,70032111
미스터리박스_민들레잠금아이템,,120,0,MBox_Unlock_4,700321,70032112
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700322,70032200
미스테리박스_고급보뽑,,45,0,MBox_TrTicket_2,700322,70032201
미스테리박스_유물,,0,0,MBox_Artifact,700322,70032202
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700322,70032203
미스테리박스_재료_S급,,0,0,MBox_Mt_S,700322,70032204
미스테리박스_재료_A급,,700,0,MBox_Mt_A,700322,70032205
미스테리박스_재료_B급,,1680,0,MBox_Mt_B,700322,70032206
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700322,70032207
미스테리박스_코인,,530,0,MBox_Coin,700322,70032208
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700322,70032209
미스테리박스_딸기쇼케잠금아이템,,240,0,MBox_Unlock_2,700322,70032210
미스터리박스_멜버잠금아이템,,240,0,MBox_Unlock_3,700322,70032211
미스터리박스_민들레잠금아이템,,240,0,MBox_Unlock_4,700322,70032212
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700323,70032300
미스테리박스_고급보뽑,,15,0,MBox_TrTicket_2,700323,70032301
미스테리박스_유물,,2415,0,MBox_Artifact,700323,70032302
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700323,70032303
미스테리박스_재료_S급,,90,0,MBox_Mt_S,700323,70032304
미스테리박스_재료_A급,,420,0,MBox_Mt_A,700323,70032305
미스테리박스_재료_B급,,0,0,MBox_Mt_B,700323,70032306
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700323,70032307
미스테리박스_코인,,0,0,MBox_Coin,700323,70032308
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700323,70032309
미스테리박스_딸기쇼케잠금아이템,,70,0,MBox_Unlock_2,700323,70032310
미스터리박스_멜버잠금아이템,,70,0,MBox_Unlock_3,700323,70032311
미스터리박스_민들레잠금아이템,,70,0,MBox_Unlock_4,700323,70032312
미스테리박스_최고급보뽑,,10,0,MBox_TrTicket_3,700324,70032400
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,700324,70032401
미스테리박스_유물,,700,0,MBox_Artifact,700324,70032402
미스테리박스_재료_SS급,,80,0,MBox_Mt_SS,700324,70032403
미스테리박스_재료_S급,,215,0,MBox_Mt_S,700324,70032404
미스테리박스_재료_A급,,0,0,MBox_Mt_A,700324,70032405
미스테리박스_재료_B급,,0,0,MBox_Mt_B,700324,70032406
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700324,70032407
미스테리박스_코인,,0,0,MBox_Coin,700324,70032408
미스테리박스_바다요정잠금아이템,,310,0,MBox_Unlock_Item,700324,70032409
미스테리박스_딸기쇼케잠금아이템,,80,0,MBox_Unlock_2,700324,70032410
미스터리박스_멜버잠금아이템,,80,0,MBox_Unlock_3,700324,70032411
미스터리박스_민들레잠금아이템,,100,0,MBox_Unlock_4,700324,70032412
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700331,70033100
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,700331,70033101
미스테리박스_유물,,0,0,MBox_Artifact,700331,70033102
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700331,70033103
미스테리박스_재료_S급,,0,0,MBox_Mt_S,700331,70033104
미스테리박스_재료_A급,,0,0,MBox_Mt_A,700331,70033105
미스테리박스_재료_B급,,80,0,MBox_Mt_B,700331,70033106
미스테리박스_재료_C급,,80,0,MBox_Mt_C,700331,70033107
미스테리박스_코인,,400,0,MBox_Coin,700331,70033108
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700331,70033109
미스테리박스_딸기쇼케잠금아이템,,40,0,MBox_Unlock_2,700331,70033110
미스터리박스_멜버잠금아이템,,40,0,MBox_Unlock_3,700331,70033111
미스터리박스_민들레잠금아이템,,60,0,MBox_Unlock_4,700331,70033112
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700332,70033200
미스테리박스_고급보뽑,,50,0,MBox_TrTicket_2,700332,70033201
미스테리박스_유물,,0,0,MBox_Artifact,700332,70033202
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700332,70033203
미스테리박스_재료_S급,,0,0,MBox_Mt_S,700332,70033204
미스테리박스_재료_A급,,540,0,MBox_Mt_A,700332,70033205
미스테리박스_재료_B급,,1620,0,MBox_Mt_B,700332,70033206
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700332,70033207
미스테리박스_코인,,670,0,MBox_Coin,700332,70033208
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700332,70033209
미스테리박스_딸기쇼케잠금아이템,,240,0,MBox_Unlock_2,700332,70033210
미스터리박스_멜버잠금아이템,,240,0,MBox_Unlock_3,700332,70033211
미스터리박스_민들레잠금아이템,,240,0,MBox_Unlock_4,700332,70033212
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700333,70033300
미스테리박스_고급보뽑,,30,0,MBox_TrTicket_2,700333,70033301
미스테리박스_유물,,1550,0,MBox_Artifact,700333,70033302
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700333,70033303
미스테리박스_재료_S급,,180,0,MBox_Mt_S,700333,70033304
미스테리박스_재료_A급,,1390,0,MBox_Mt_A,700333,70033305
미스테리박스_재료_B급,,0,0,MBox_Mt_B,700333,70033306
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700333,70033307
미스테리박스_코인,,0,0,MBox_Coin,700333,70033308
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700333,70033309
미스테리박스_딸기쇼케잠금아이템,,200,0,MBox_Unlock_2,700333,70033310
미스터리박스_멜버잠금아이템,,200,0,MBox_Unlock_3,700333,70033311
미스터리박스_민들레잠금아이템,,200,0,MBox_Unlock_4,700333,70033312
미스테리박스_최고급보뽑,,15,0,MBox_TrTicket_3,700334,70033400
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,700334,70033401
미스테리박스_유물,,485,0,MBox_Artifact,700334,70033402
미스테리박스_재료_SS급,,140,0,MBox_Mt_SS,700334,70033403
미스테리박스_재료_S급,,330,0,MBox_Mt_S,700334,70033404
미스테리박스_재료_A급,,0,0,MBox_Mt_A,700334,70033405
미스테리박스_재료_B급,,0,0,MBox_Mt_B,700334,70033406
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700334,70033407
미스테리박스_코인,,0,0,MBox_Coin,700334,70033408
미스테리박스_바다요정잠금아이템,,630,0,MBox_Unlock_Item,700334,70033409
미스테리박스_딸기쇼케잠금아이템,,110,0,MBox_Unlock_2,700334,70033410
미스터리박스_멜버잠금아이템,,110,0,MBox_Unlock_3,700334,70033411
미스터리박스_민들레잠금아이템,,130,0,MBox_Unlock_4,700334,70033412
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700411,70041100
미스테리박스_고급보뽑,,0,1,MBox_TrTicket_2,700411,70041101
미스테리박스_유물,,0,0,MBox_Artifact,700411,70041102
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700411,70041103
미스테리박스_재료_S급,,0,0,MBox_Mt_S,700411,70041104
미스테리박스_재료_A급,,0,0,MBox_Mt_A,700411,70041105
미스테리박스_재료_B급,,680,0,MBox_Mt_B,700411,70041106
미스테리박스_재료_C급,,1500,0,MBox_Mt_C,700411,70041107
미스테리박스_코인,,1660,0,MBox_Coin,700411,70041108
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700411,70041109
미스테리박스_딸기쇼케잠금아이템,,320,0,MBox_Unlock_2,700411,70041110
미스터리박스_멜버잠금아이템,,320,0,MBox_Unlock_3,700411,70041111
미스터리박스_민들레잠금아이템,,320,0,MBox_Unlock_4,700411,70041112
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700412,70041200
미스테리박스_고급보뽑,,45,0,MBox_TrTicket_2,700412,70041201
미스테리박스_유물,,0,0,MBox_Artifact,700412,70041202
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700412,70041203
미스테리박스_재료_S급,,0,0,MBox_Mt_S,700412,70041204
미스테리박스_재료_A급,,620,0,MBox_Mt_A,700412,70041205
미스테리박스_재료_B급,,1230,0,MBox_Mt_B,700412,70041206
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700412,70041207
미스테리박스_코인,,720,0,MBox_Coin,700412,70041208
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700412,70041209
미스테리박스_딸기쇼케잠금아이템,,210,0,MBox_Unlock_2,700412,70041210
미스터리박스_멜버잠금아이템,,210,0,MBox_Unlock_3,700412,70041211
미스터리박스_민들레잠금아이템,,230,0,MBox_Unlock_4,700412,70041212
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700413,70041300
미스테리박스_고급보뽑,,33,0,MBox_TrTicket_2,700413,70041301
미스테리박스_유물,,500,0,MBox_Artifact,700413,70041302
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700413,70041303
미스테리박스_재료_S급,,198,0,MBox_Mt_S,700413,70041304
미스테리박스_재료_A급,,529,0,MBox_Mt_A,700413,70041305
미스테리박스_재료_B급,,0,0,MBox_Mt_B,700413,70041306
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700413,70041307
미스테리박스_코인,,0,0,MBox_Coin,700413,70041308
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700413,70041309
미스테리박스_딸기쇼케잠금아이템,,80,0,MBox_Unlock_2,700413,70041310
미스터리박스_멜버잠금아이템,,80,0,MBox_Unlock_3,700413,70041311
미스터리박스_민들레잠금아이템,,80,0,MBox_Unlock_4,700413,70041312
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700414,70041400
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,700414,70041401
미스테리박스_유물,,135,0,MBox_Artifact,700414,70041402
미스테리박스_재료_SS급,,20,0,MBox_Mt_SS,700414,70041403
미스테리박스_재료_S급,,95,0,MBox_Mt_S,700414,70041404
미스테리박스_재료_A급,,0,0,MBox_Mt_A,700414,70041405
미스테리박스_재료_B급,,0,0,MBox_Mt_B,700414,70041406
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700414,70041407
미스테리박스_코인,,0,0,MBox_Coin,700414,70041408
미스테리박스_바다요정잠금아이템,,115,0,MBox_Unlock_Item,700414,70041409
미스테리박스_딸기쇼케잠금아이템,,20,0,MBox_Unlock_2,700414,70041410
미스터리박스_멜버잠금아이템,,20,0,MBox_Unlock_3,700414,70041411
미스터리박스_민들레잠금아이템,,30,0,MBox_Unlock_4,700414,70041412
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700421,70042100
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,700421,70042101
미스테리박스_유물,,0,0,MBox_Artifact,700421,70042102
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700421,70042103
미스테리박스_재료_S급,,0,0,MBox_Mt_S,700421,70042104
미스테리박스_재료_A급,,0,0,MBox_Mt_A,700421,70042105
미스테리박스_재료_B급,,150,0,MBox_Mt_B,700421,70042106
미스테리박스_재료_C급,,330,0,MBox_Mt_C,700421,70042107
미스테리박스_코인,,480,0,MBox_Coin,700421,70042108
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700421,70042109
미스테리박스_딸기쇼케잠금아이템,,80,0,MBox_Unlock_2,700421,70042110
미스터리박스_멜버잠금아이템,,80,0,MBox_Unlock_3,700421,70042111
미스터리박스_민들레잠금아이템,,80,0,MBox_Unlock_4,700421,70042112
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700422,70042200
미스테리박스_고급보뽑,,45,0,MBox_TrTicket_2,700422,70042201
미스테리박스_유물,,0,0,MBox_Artifact,700422,70042202
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700422,70042203
미스테리박스_재료_S급,,0,0,MBox_Mt_S,700422,70042204
미스테리박스_재료_A급,,700,0,MBox_Mt_A,700422,70042205
미스테리박스_재료_B급,,1730,0,MBox_Mt_B,700422,70042206
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700422,70042207
미스테리박스_코인,,800,0,MBox_Coin,700422,70042208
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700422,70042209
미스테리박스_딸기쇼케잠금아이템,,260,0,MBox_Unlock_2,700422,70042210
미스터리박스_멜버잠금아이템,,260,0,MBox_Unlock_3,700422,70042211
미스터리박스_민들레잠금아이템,,280,0,MBox_Unlock_4,700422,70042212
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700423,70042300
미스테리박스_고급보뽑,,25,0,MBox_TrTicket_2,700423,70042301
미스테리박스_유물,,1555,0,MBox_Artifact,700423,70042302
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700423,70042303
미스테리박스_재료_S급,,250,0,MBox_Mt_S,700423,70042304
미스테리박스_재료_A급,,800,0,MBox_Mt_A,700423,70042305
미스테리박스_재료_B급,,0,0,MBox_Mt_B,700423,70042306
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700423,70042307
미스테리박스_코인,,0,0,MBox_Coin,700423,70042308
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700423,70042309
미스테리박스_딸기쇼케잠금아이템,,200,0,MBox_Unlock_2,700423,70042310
미스터리박스_멜버잠금아이템,,200,0,MBox_Unlock_3,700423,70042311
미스터리박스_민들레잠금아이템,,220,0,MBox_Unlock_4,700423,70042312
미스테리박스_최고급보뽑,,15,0,MBox_TrTicket_3,700424,70042400
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,700424,70042401
미스테리박스_유물,,300,0,MBox_Artifact,700424,70042402
미스테리박스_재료_SS급,,90,0,MBox_Mt_SS,700424,70042403
미스테리박스_재료_S급,,230,0,MBox_Mt_S,700424,70042404
미스테리박스_재료_A급,,0,0,MBox_Mt_A,700424,70042405
미스테리박스_재료_B급,,0,0,MBox_Mt_B,700424,70042406
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700424,70042407
미스테리박스_코인,,0,0,MBox_Coin,700424,70042408
미스테리박스_바다요정잠금아이템,,580,0,MBox_Unlock_Item,700424,70042409
미스테리박스_딸기쇼케잠금아이템,,80,0,MBox_Unlock_2,700424,70042410
미스터리박스_멜버잠금아이템,,80,0,MBox_Unlock_3,700424,70042411
미스터리박스_민들레잠금아이템,,100,0,MBox_Unlock_4,700424,70042412
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700431,70043100
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,700431,70043101
미스테리박스_유물,,0,0,MBox_Artifact,700431,70043102
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700431,70043103
미스테리박스_재료_S급,,0,0,MBox_Mt_S,700431,70043104
미스테리박스_재료_A급,,0,0,MBox_Mt_A,700431,70043105
미스테리박스_재료_B급,,80,0,MBox_Mt_B,700431,70043106
미스테리박스_재료_C급,,80,0,MBox_Mt_C,700431,70043107
미스테리박스_코인,,80,0,MBox_Coin,700431,70043108
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700431,70043109
미스테리박스_딸기쇼케잠금아이템,,20,0,MBox_Unlock_2,700431,70043110
미스터리박스_멜버잠금아이템,,20,0,MBox_Unlock_3,700431,70043111
미스터리박스_민들레잠금아이템,,20,0,MBox_Unlock_4,700431,70043112
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700432,70043200
미스테리박스_고급보뽑,,45,0,MBox_TrTicket_2,700432,70043201
미스테리박스_유물,,0,0,MBox_Artifact,700432,70043202
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700432,70043203
미스테리박스_재료_S급,,0,0,MBox_Mt_S,700432,70043204
미스테리박스_재료_A급,,630,0,MBox_Mt_A,700432,70043205
미스테리박스_재료_B급,,1220,0,MBox_Mt_B,700432,70043206
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700432,70043207
미스테리박스_코인,,820,0,MBox_Coin,700432,70043208
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700432,70043209
미스테리박스_딸기쇼케잠금아이템,,220,0,MBox_Unlock_2,700432,70043210
미스터리박스_멜버잠금아이템,,220,0,MBox_Unlock_3,700432,70043211
미스터리박스_민들레잠금아이템,,220,0,MBox_Unlock_4,700432,70043212
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700433,70043300
미스테리박스_고급보뽑,,30,0,MBox_TrTicket_2,700433,70043301
미스테리박스_유물,,1515,0,MBox_Artifact,700433,70043302
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700433,70043303
미스테리박스_재료_S급,,305,0,MBox_Mt_S,700433,70043304
미스테리박스_재료_A급,,1460,0,MBox_Mt_A,700433,70043305
미스테리박스_재료_B급,,0,0,MBox_Mt_B,700433,70043306
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700433,70043307
미스테리박스_코인,,0,0,MBox_Coin,700433,70043308
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700433,70043309
미스테리박스_딸기쇼케잠금아이템,,240,0,MBox_Unlock_2,700433,70043310
미스터리박스_멜버잠금아이템,,240,0,MBox_Unlock_3,700433,70043311
미스터리박스_민들레잠금아이템,,260,0,MBox_Unlock_4,700433,70043312
미스테리박스_최고급보뽑,,15,0,MBox_TrTicket_3,700434,70043400
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,700434,70043401
미스테리박스_유물,,820,0,MBox_Artifact,700434,70043402
미스테리박스_재료_SS급,,140,0,MBox_Mt_SS,700434,70043403
미스테리박스_재료_S급,,300,0,MBox_Mt_S,700434,70043404
미스테리박스_재료_A급,,0,0,MBox_Mt_A,700434,70043405
미스테리박스_재료_B급,,0,0,MBox_Mt_B,700434,70043406
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700434,70043407
미스테리박스_코인,,0,0,MBox_Coin,700434,70043408
미스테리박스_바다요정잠금아이템,,600,0,MBox_Unlock_Item,700434,70043409
미스테리박스_딸기쇼케잠금아이템,,130,0,MBox_Unlock_2,700434,70043410
미스터리박스_멜버잠금아이템,,130,0,MBox_Unlock_3,700434,70043411
미스터리박스_민들레잠금아이템,,140,0,MBox_Unlock_4,700434,70043412
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700511,70051100
미스테리박스_고급보뽑,,0,0,MBox_TrTicket_2,700511,70051101
미스테리박스_유물,,0,0,MBox_Artifact,700511,70051102
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700511,70051103
미스테리박스_재료_S급,,0,0,MBox_Mt_S,700511,70051104
미스테리박스_재료_A급,,0,0,MBox_Mt_A,700511,70051105
미스테리박스_재료_B급,,720,0,MBox_Mt_B,700511,70051106
미스테리박스_재료_C급,,1520,0,MBox_Mt_C,700511,70051107
미스테리박스_코인,,1600,0,MBox_Coin,700511,70051108
미스테리박스_바다요정잠금아이템,,0,0,MBox_Unlock_Item,700511,70051109
미스테리박스_딸기쇼케잠금아이템,,320,0,MBox_Unlock_2,700511,70051110
미스터리박스_멜버잠금아이템,,320,0,MBox_Unlock_3,700511,70051111
미스터리박스_민들레잠금아이템,,320,0,MBox_Unlock_4,700511,70051112
미스테리박스_최고급보뽑,,0,0,MBox_TrTicket_3,700512,70051200
미스테리박스_고급보뽑,,45,0,MBox_TrTicket_2,700512,70051201
미스테리박스_유물,,0,0,MBox_Artifact,700512,70051202
미스테리박스_재료_SS급,,0,0,MBox_Mt_SS,700512,70051203
미스테리박스_재료_S급,,0,0,MBox_Mt_S,700512,70051204
미스테리박스_재료_A급,,600,0,MBox_Mt_A,700512,70051205
미스테리박스_재료_B급,,1280,0,MBox_Mt_B,700512,70051206
미스테리박스_재료_C급,,0,0,MBox_Mt_C,700512,70051207
