BasicEnergy,Gender,Id_1,Id_10,Id_2,Id_3,Id_4,Id_5,Id_6,Id_7,Id_8,Id_9,OwnedPriority,PurchaseType,ResourceKeyString,SecondaryResourceKeyString,SubKey_1,SubKey_10,SubKey_2,SubKey_3,SubKey_4,SubKey_5,SubKey_6,SubKey_7,SubKey_8,SubKey_9,UnlockId,Value_1,Value_10,Value_2,Value_3,Value_4,Value_5,Value_6,Value_7,Value_8,Value_9,_key
0,0,1038,,1004,,,,,,,,0,0,tr_pet13_m,,,,0,,,,,,,,0,180,,1066,,,,,,,,12013004
0,0,1038,,1004,,,,,,,,0,0,tr_pet13_m,,,,0,,,,,,,,0,190,,1068,,,,,,,,12013005
0,0,1038,,1004,,,,,,,,0,0,tr_pet13_m,,,,0,,,,,,,,0,200,,1070,,,,,,,,12013006
0,0,1038,,1004,,,,,,,,0,0,tr_pet13_m,,,,0,,,,,,,,0,210,,1072,,,,,,,,12013007
0,0,1038,,1004,,,,,,,,0,0,tr_pet13_m,,,,0,,,,,,,,0,220,,1074,,,,,,,,12013008
0,0,1038,,1004,,,,,,,,0,0,tr_pet13_m,,,,0,,,,,,,,0,230,,1076,,,,,,,,12013009
0,0,1068,,,,,,,,,,0,0,tr_pet13,,0,,,,,,,,,,0,250,,,,,,,,,,1201301
0,0,1038,,1004,,,,,,,,0,0,tr_pet13_m,,,,0,,,,,,,,0,250,,1080,,,,,,,,12013010
0,0,1068,,,,,,,,,,0,0,tr_pet13,,0,,,,,,,,,,0,260,,,,,,,,,,1201302
0,0,1068,,,,,,,,,,0,0,tr_pet13,,0,,,,,,,,,,0,270,,,,,,,,,,1201303
0,0,1068,,,,,,,,,,0,0,tr_pet13,,0,,,,,,,,,,0,280,,,,,,,,,,1201304
0,0,1068,,,,,,,,,,0,0,tr_pet13,,0,,,,,,,,,,0,290,,,,,,,,,,1201305
0,0,1068,,,,,,,,,,0,0,tr_pet13,,0,,,,,,,,,,0,300,,,,,,,,,,1201306
0,0,1068,,,,,,,,,,0,0,tr_pet13,,0,,,,,,,,,,0,310,,,,,,,,,,1201307
0,0,1068,,,,,,,,,,0,0,tr_pet13,,0,,,,,,,,,,0,320,,,,,,,,,,1201308
0,0,1068,,,,,,,,,,0,0,tr_pet13,,0,,,,,,,,,,0,330,,,,,,,,,,1201309
0,0,1068,,,,,,,,,,0,0,tr_pet13,,0,,,,,,,,,,0,350,,,,,,,,,,1201310
0,0,1038,,1004,,,,,,,,0,0,tr_pet13_m,,,,0,,,,,,,,0,150,,1070,,,,,,,,12013101
0,0,1038,,1004,,,,,,,,0,0,tr_pet13_m,,,,0,,,,,,,,0,160,,1072,,,,,,,,12013102
0,0,1038,,1004,,,,,,,,0,0,tr_pet13_m,,,,0,,,,,,,,0,170,,1074,,,,,,,,12013103
0,0,1038,,1004,,,,,,,,0,0,tr_pet13_m,,,,0,,,,,,,,0,180,,1076,,,,,,,,12013104
0,0,1038,,1004,,,,,,,,0,0,tr_pet13_m,,,,0,,,,,,,,0,190,,1078,,,,,,,,12013105
0,0,1038,,1004,,,,,,,,0,0,tr_pet13_m,,,,0,,,,,,,,0,200,,1080,,,,,,,,12013106
0,0,1038,,1004,,,,,,,,0,0,tr_pet13_m,,,,0,,,,,,,,0,210,,1082,,,,,,,,12013107
0,0,1038,,1004,,,,,,,,0,0,tr_pet13_m,,,,0,,,,,,,,0,220,,1084,,,,,,,,12013108
0,0,1038,,1004,,,,,,,,0,0,tr_pet13_m,,,,0,,,,,,,,0,230,,1086,,,,,,,,12013109
0,0,1038,,1004,,,,,,,,0,0,tr_pet13_m,,,,0,,,,,,,,0,250,,1090,,,,,,,,12013110
0,0,1099,,1040,,,,,,,,0,0,tr_pet14_m,,0,,0,,,,,,,,0,2000,,1030,,,,,,,,12014001
0,0,1099,,1040,,,,,,,,0,0,tr_pet14_m,,0,,0,,,,,,,,0,2000,,1035,,,,,,,,12014002
0,0,1099,,1040,,,,,,,,0,0,tr_pet14_m,,0,,0,,,,,,,,0,2000,,1040,,,,,,,,12014003
0,0,1099,,1040,,,,,,,,0,0,tr_pet14_m,,0,,0,,,,,,,,0,2000,,1045,,,,,,,,12014004
0,0,1099,,1040,,,,,,,,0,0,tr_pet14_m,,0,,0,,,,,,,,0,2000,,1050,,,,,,,,12014005
0,0,1099,,1040,,,,,,,,0,0,tr_pet14_m,,0,,0,,,,,,,,0,2000,,1055,,,,,,,,12014006
0,0,1099,,1040,,,,,,,,0,0,tr_pet14_m,,0,,0,,,,,,,,0,2000,,1060,,,,,,,,12014007
0,0,1099,,1040,,,,,,,,0,0,tr_pet14_m,,0,,0,,,,,,,,0,2000,,1065,,,,,,,,12014008
0,0,1099,,1040,,,,,,,,0,0,tr_pet14_m,,0,,0,,,,,,,,0,2000,,1070,,,,,,,,12014009
0,0,1099,,,,,,,,,,0,0,tr_pet14,,0,,,,,,,,,,0,1000,,,,,,,,,,1201401
0,0,1099,,1040,,,,,,,,0,0,tr_pet14_m,,0,,0,,,,,,,,0,2000,,1080,,,,,,,,12014010
0,0,1099,,,,,,,,,,0,0,tr_pet14,,0,,,,,,,,,,0,1100,,,,,,,,,,1201402
0,0,1099,,,,,,,,,,0,0,tr_pet14,,0,,,,,,,,,,0,1200,,,,,,,,,,1201403
0,0,1099,,,,,,,,,,0,0,tr_pet14,,0,,,,,,,,,,0,1300,,,,,,,,,,1201404
0,0,1099,,,,,,,,,,0,0,tr_pet14,,0,,,,,,,,,,0,1400,,,,,,,,,,1201405
0,0,1099,,,,,,,,,,0,0,tr_pet14,,0,,,,,,,,,,0,1500,,,,,,,,,,1201406
0,0,1099,,,,,,,,,,0,0,tr_pet14,,0,,,,,,,,,,0,1600,,,,,,,,,,1201407
0,0,1099,,,,,,,,,,0,0,tr_pet14,,0,,,,,,,,,,0,1700,,,,,,,,,,1201408
0,0,1099,,,,,,,,,,0,0,tr_pet14,,0,,,,,,,,,,0,1800,,,,,,,,,,1201409
0,0,1099,,,,,,,,,,0,0,tr_pet14,,0,,,,,,,,,,0,2000,,,,,,,,,,1201410
0,0,1099,,1040,,,,,,,,0,0,tr_pet14_m,,0,,0,,,,,,,,0,2000,,1050,,,,,,,,12014101
0,0,1099,,1040,,,,,,,,0,0,tr_pet14_m,,0,,0,,,,,,,,0,2000,,1055,,,,,,,,12014102
0,0,1099,,1040,,,,,,,,0,0,tr_pet14_m,,0,,0,,,,,,,,0,2000,,1060,,,,,,,,12014103
0,0,1099,,1040,,,,,,,,0,0,tr_pet14_m,,0,,0,,,,,,,,0,2000,,1065,,,,,,,,12014104
0,0,1099,,1040,,,,,,,,0,0,tr_pet14_m,,0,,0,,,,,,,,0,2000,,1070,,,,,,,,12014105
0,0,1099,,1040,,,,,,,,0,0,tr_pet14_m,,0,,0,,,,,,,,0,2000,,1075,,,,,,,,12014106
0,0,1099,,1040,,,,,,,,0,0,tr_pet14_m,,0,,0,,,,,,,,0,2000,,1080,,,,,,,,12014107
0,0,1099,,1040,,,,,,,,0,0,tr_pet14_m,,0,,0,,,,,,,,0,2000,,1085,,,,,,,,12014108
0,0,1099,,1040,,,,,,,,0,0,tr_pet14_m,,0,,0,,,,,,,,0,2000,,1090,,,,,,,,12014109
0,0,1099,,1040,,,,,,,,0,0,tr_pet14_m,,0,,0,,,,,,,,0,2000,,1100,,,,,,,,12014110
0,0,1013,,1095,,,,,,,,0,0,tr_pet15_m,,0,,,,,,,,,,0,50,,150,,,,,,,,12015001
0,0,1013,,1095,,,,,,,,0,0,tr_pet15_m,,0,,,,,,,,,,0,50,,165,,,,,,,,12015002
0,0,1013,,1095,,,,,,,,0,0,tr_pet15_m,,0,,,,,,,,,,0,50,,180,,,,,,,,12015003
0,0,1013,,1095,,,,,,,,0,0,tr_pet15_m,,0,,,,,,,,,,0,50,,195,,,,,,,,12015004
0,0,1013,,1095,,,,,,,,0,0,tr_pet15_m,,0,,,,,,,,,,0,50,,210,,,,,,,,12015005
0,0,1013,,1095,,,,,,,,0,0,tr_pet15_m,,0,,,,,,,,,,0,50,,225,,,,,,,,12015006
0,0,1013,,1095,,,,,,,,0,0,tr_pet15_m,,0,,,,,,,,,,0,50,,240,,,,,,,,12015007
0,0,1013,,1095,,,,,,,,0,0,tr_pet15_m,,0,,,,,,,,,,0,50,,255,,,,,,,,12015008
0,0,1013,,1095,,,,,,,,0,0,tr_pet15_m,,0,,,,,,,,,,0,50,,270,,,,,,,,12015009
0,0,1013,,,,,,,,,,0,0,tr_pet15,,0,,,,,,,,,,0,50,,,,,,,,,,1201501
0,0,1013,,1095,,,,,,,,0,0,tr_pet15_m,,0,,,,,,,,,,0,50,,300,,,,,,,,12015010
0,0,1013,,,,,,,,,,0,0,tr_pet15,,0,,,,,,,,,,0,52,,,,,,,,,,1201502
0,0,1013,,,,,,,,,,0,0,tr_pet15,,0,,,,,,,,,,0,54,,,,,,,,,,1201503
0,0,1013,,,,,,,,,,0,0,tr_pet15,,0,,,,,,,,,,0,56,,,,,,,,,,1201504
0,0,1013,,,,,,,,,,0,0,tr_pet15,,0,,,,,,,,,,0,58,,,,,,,,,,1201505
0,0,1013,,,,,,,,,,0,0,tr_pet15,,0,,,,,,,,,,0,60,,,,,,,,,,1201506
0,0,1013,,,,,,,,,,0,0,tr_pet15,,0,,,,,,,,,,0,62,,,,,,,,,,1201507
0,0,1013,,,,,,,,,,0,0,tr_pet15,,0,,,,,,,,,,0,64,,,,,,,,,,1201508
0,0,1013,,,,,,,,,,0,0,tr_pet15,,0,,,,,,,,,,0,67,,,,,,,,,,1201509
0,0,1013,,,,,,,,,,0,0,tr_pet15,,0,,,,,,,,,,0,70,,,,,,,,,,1201510
0,0,1013,,1095,,,,,,,,0,0,tr_pet15_m,,0,,,,,,,,,,0,50,,200,,,,,,,,12015101
0,0,1013,,1095,,,,,,,,0,0,tr_pet15_m,,0,,,,,,,,,,0,50,,215,,,,,,,,12015102
0,0,1013,,1095,,,,,,,,0,0,tr_pet15_m,,0,,,,,,,,,,0,50,,230,,,,,,,,12015103
0,0,1013,,1095,,,,,,,,0,0,tr_pet15_m,,0,,,,,,,,,,0,50,,245,,,,,,,,12015104
0,0,1013,,1095,,,,,,,,0,0,tr_pet15_m,,0,,,,,,,,,,0,50,,260,,,,,,,,12015105
0,0,1013,,1095,,,,,,,,0,0,tr_pet15_m,,0,,,,,,,,,,0,50,,275,,,,,,,,12015106
0,0,1013,,1095,,,,,,,,0,0,tr_pet15_m,,0,,,,,,,,,,0,50,,290,,,,,,,,12015107
0,0,1013,,1095,,,,,,,,0,0,tr_pet15_m,,0,,,,,,,,,,0,50,,305,,,,,,,,12015108
0,0,1013,,1095,,,,,,,,0,0,tr_pet15_m,,0,,,,,,,,,,0,50,,320,,,,,,,,12015109
0,0,1013,,1095,,,,,,,,0,0,tr_pet15_m,,0,,,,,,,,,,0,50,,350,,,,,,,,12015110
0,0,1026,,1066,1151,,,,,,,0,0,tr_pet16_m,,0,,504,2,,,,,,,0,1050,,100,100,,,,,,,12016001
0,0,1026,,1066,1151,,,,,,,0,0,tr_pet16_m,,0,,504,2,,,,,,,0,1051,,120,120,,,,,,,12016002
0,0,1026,,1066,1151,,,,,,,0,0,tr_pet16_m,,0,,504,2,,,,,,,0,1052,,140,140,,,,,,,12016003
0,0,1026,,1066,1151,,,,,,,0,0,tr_pet16_m,,0,,504,2,,,,,,,0,1053,,160,160,,,,,,,12016004
0,0,1026,,1066,1151,,,,,,,0,0,tr_pet16_m,,0,,504,2,,,,,,,0,1054,,180,180,,,,,,,12016005
0,0,1026,,1066,1151,,,,,,,0,0,tr_pet16_m,,0,,504,2,,,,,,,0,1055,,200,200,,,,,,,12016006
0,0,1026,,1066,1151,,,,,,,0,0,tr_pet16_m,,0,,504,2,,,,,,,0,1056,,220,220,,,,,,,12016007
0,0,1026,,1066,1151,,,,,,,0,0,tr_pet16_m,,0,,504,2,,,,,,,0,1057,,240,240,,,,,,,12016008
0,0,1026,,1066,1151,,,,,,,0,0,tr_pet16_m,,0,,504,2,,,,,,,0,1058,,270,270,,,,,,,12016009
0,0,1026,,,,,,,,,,0,0,tr_pet16,,0,,,,,,,,,,0,1050,,,,,,,,,,1201601
0,0,1026,,1066,1151,,,,,,,0,0,tr_pet16_m,,0,,504,2,,,,,,,0,1060,,300,300,,,,,,,12016010
0,0,1026,,,,,,,,,,0,0,tr_pet16,,0,,,,,,,,,,0,1051,,,,,,,,,,1201602
0,0,1026,,,,,,,,,,0,0,tr_pet16,,0,,,,,,,,,,0,1052,,,,,,,,,,1201603
0,0,1026,,,,,,,,,,0,0,tr_pet16,,0,,,,,,,,,,0,1053,,,,,,,,,,1201604
0,0,1026,,,,,,,,,,0,0,tr_pet16,,0,,,,,,,,,,0,1054,,,,,,,,,,1201605
0,0,1026,,,,,,,,,,0,0,tr_pet16,,0,,,,,,,,,,0,1055,,,,,,,,,,1201606
0,0,1026,,,,,,,,,,0,0,tr_pet16,,0,,,,,,,,,,0,1056,,,,,,,,,,1201607
0,0,1026,,,,,,,,,,0,0,tr_pet16,,0,,,,,,,,,,0,1057,,,,,,,,,,1201608
0,0,1026,,,,,,,,,,0,0,tr_pet16,,0,,,,,,,,,,0,1058,,,,,,,,,,1201609
0,0,1026,,,,,,,,,,0,0,tr_pet16,,0,,,,,,,,,,0,1060,,,,,,,,,,1201610
0,0,1026,,1066,1151,,,,,,,0,0,tr_pet16_m,,0,,504,2,,,,,,,0,1050,,200,200,,,,,,,12016101
0,0,1026,,1066,1151,,,,,,,0,0,tr_pet16_m,,0,,504,2,,,,,,,0,1051,,220,220,,,,,,,12016102
0,0,1026,,1066,1151,,,,,,,0,0,tr_pet16_m,,0,,504,2,,,,,,,0,1052,,240,240,,,,,,,12016103
0,0,1026,,1066,1151,,,,,,,0,0,tr_pet16_m,,0,,504,2,,,,,,,0,1053,,260,260,,,,,,,12016104
0,0,1026,,1066,1151,,,,,,,0,0,tr_pet16_m,,0,,504,2,,,,,,,0,1054,,280,280,,,,,,,12016105
0,0,1026,,1066,1151,,,,,,,0,0,tr_pet16_m,,0,,504,2,,,,,,,0,1055,,300,300,,,,,,,12016106
0,0,1026,,1066,1151,,,,,,,0,0,tr_pet16_m,,0,,504,2,,,,,,,0,1056,,320,320,,,,,,,12016107
0,0,1026,,1066,1151,,,,,,,0,0,tr_pet16_m,,0,,504,2,,,,,,,0,1057,,340,340,,,,,,,12016108
0,0,1026,,1066,1151,,,,,,,0,0,tr_pet16_m,,0,,504,2,,,,,,,0,1058,,370,370,,,,,,,12016109
0,0,1026,,1066,1151,,,,,,,0,0,tr_pet16_m,,0,,504,2,,,,,,,0,1060,,400,400,,,,,,,12016110
0,0,1067,,1067,,,,,,,,0,0,tr_pet17_m,,403,,404,,,,,,,,0,30,,30,,,,,,,,12017001
0,0,1067,,1067,,,,,,,,0,0,tr_pet17_m,,403,,404,,,,,,,,0,35,,35,,,,,,,,12017002
0,0,1067,,1067,,,,,,,,0,0,tr_pet17_m,,403,,404,,,,,,,,0,40,,40,,,,,,,,12017003
0,0,1067,,1067,,,,,,,,0,0,tr_pet17_m,,403,,404,,,,,,,,0,45,,45,,,,,,,,12017004
0,0,1067,,1067,,,,,,,,0,0,tr_pet17_m,,403,,404,,,,,,,,0,50,,50,,,,,,,,12017005
0,0,1067,,1067,,,,,,,,0,0,tr_pet17_m,,403,,404,,,,,,,,0,55,,55,,,,,,,,12017006
0,0,1067,,1067,,,,,,,,0,0,tr_pet17_m,,403,,404,,,,,,,,0,60,,60,,,,,,,,12017007
0,0,1067,,1067,,,,,,,,0,0,tr_pet17_m,,403,,404,,,,,,,,0,65,,65,,,,,,,,12017008
0,0,1067,,1067,,,,,,,,0,0,tr_pet17_m,,403,,404,,,,,,,,0,70,,70,,,,,,,,12017009
0,0,1067,,1067,,,,,,,,0,0,tr_pet17,,403,,404,,,,,,,,0,20,,20,,,,,,,,1201701
0,0,1067,,1067,,,,,,,,0,0,tr_pet17_m,,403,,404,,,,,,,,0,80,,80,,,,,,,,12017010
0,0,1067,,1067,,,,,,,,0,0,tr_pet17,,403,,404,,,,,,,,0,23,,23,,,,,,,,1201702
0,0,1067,,1067,,,,,,,,0,0,tr_pet17,,403,,404,,,,,,,,0,26,,26,,,,,,,,1201703
0,0,1067,,1067,,,,,,,,0,0,tr_pet17,,403,,404,,,,,,,,0,29,,29,,,,,,,,1201704
0,0,1067,,1067,,,,,,,,0,0,tr_pet17,,403,,404,,,,,,,,0,32,,32,,,,,,,,1201705
0,0,1067,,1067,,,,,,,,0,0,tr_pet17,,403,,404,,,,,,,,0,35,,35,,,,,,,,1201706
0,0,1067,,1067,,,,,,,,0,0,tr_pet17,,403,,404,,,,,,,,0,38,,38,,,,,,,,1201707
0,0,1067,,1067,,,,,,,,0,0,tr_pet17,,403,,404,,,,,,,,0,41,,41,,,,,,,,1201708
0,0,1067,,1067,,,,,,,,0,0,tr_pet17,,403,,404,,,,,,,,0,44,,44,,,,,,,,1201709
0,0,1067,,1067,,,,,,,,0,0,tr_pet17,,403,,404,,,,,,,,0,50,,50,,,,,,,,1201710
0,0,1067,,1067,,,,,,,,0,0,tr_pet17_m,,403,,404,,,,,,,,0,50,,50,,,,,,,,12017101
0,0,1067,,1067,,,,,,,,0,0,tr_pet17_m,,403,,404,,,,,,,,0,55,,55,,,,,,,,12017102
0,0,1067,,1067,,,,,,,,0,0,tr_pet17_m,,403,,404,,,,,,,,0,60,,60,,,,,,,,12017103
0,0,1067,,1067,,,,,,,,0,0,tr_pet17_m,,403,,404,,,,,,,,0,65,,65,,,,,,,,12017104
0,0,1067,,1067,,,,,,,,0,0,tr_pet17_m,,403,,404,,,,,,,,0,70,,70,,,,,,,,12017105
0,0,1067,,1067,,,,,,,,0,0,tr_pet17_m,,403,,404,,,,,,,,0,75,,75,,,,,,,,12017106
0,0,1067,,1067,,,,,,,,0,0,tr_pet17_m,,403,,404,,,,,,,,0,80,,80,,,,,,,,12017107
0,0,1067,,1067,,,,,,,,0,0,tr_pet17_m,,403,,404,,,,,,,,0,85,,85,,,,,,,,12017108
0,0,1067,,1067,,,,,,,,0,0,tr_pet17_m,,403,,404,,,,,,,,0,90,,90,,,,,,,,12017109
0,0,1067,,1067,,,,,,,,0,0,tr_pet17_m,,403,,404,,,,,,,,0,100,,100,,,,,,,,12017110
0,0,1025,,1024,,,,,,,,0,0,tr_pet18_m,,0,,0,,,,,,,,0,900,,990,,,,,,,,12018001
0,0,1025,,1024,,,,,,,,0,0,tr_pet18_m,,0,,0,,,,,,,,0,900,,989,,,,,,,,12018002
0,0,1025,,1024,,,,,,,,0,0,tr_pet18_m,,0,,0,,,,,,,,0,900,,988,,,,,,,,12018003
0,0,1025,,1024,,,,,,,,0,0,tr_pet18_m,,0,,0,,,,,,,,0,900,,987,,,,,,,,12018004
0,0,1025,,1024,,,,,,,,0,0,tr_pet18_m,,0,,0,,,,,,,,0,900,,986,,,,,,,,12018005
0,0,1025,,1024,,,,,,,,0,0,tr_pet18_m,,0,,0,,,,,,,,0,900,,985,,,,,,,,12018006
0,0,1025,,1024,,,,,,,,0,0,tr_pet18_m,,0,,0,,,,,,,,0,900,,984,,,,,,,,12018007
0,0,1025,,1024,,,,,,,,0,0,tr_pet18_m,,0,,0,,,,,,,,0,900,,983,,,,,,,,12018008
0,0,1025,,1024,,,,,,,,0,0,tr_pet18_m,,0,,0,,,,,,,,0,900,,982,,,,,,,,12018009
0,0,1025,,,,,,,,,,0,0,tr_pet18,,0,,,,,,,,,,0,950,,,,,,,,,,1201801
0,0,1025,,1024,,,,,,,,0,0,tr_pet18_m,,0,,0,,,,,,,,0,900,,980,,,,,,,,12018010
0,0,1025,,,,,,,,,,0,0,tr_pet18,,0,,,,,,,,,,0,949,,,,,,,,,,1201802
0,0,1025,,,,,,,,,,0,0,tr_pet18,,0,,,,,,,,,,0,948,,,,,,,,,,1201803
0,0,1025,,,,,,,,,,0,0,tr_pet18,,0,,,,,,,,,,0,947,,,,,,,,,,1201804
0,0,1025,,,,,,,,,,0,0,tr_pet18,,0,,,,,,,,,,0,946,,,,,,,,,,1201805
0,0,1025,,,,,,,,,,0,0,tr_pet18,,0,,,,,,,,,,0,945,,,,,,,,,,1201806
0,0,1025,,,,,,,,,,0,0,tr_pet18,,0,,,,,,,,,,0,944,,,,,,,,,,1201807
0,0,1025,,,,,,,,,,0,0,tr_pet18,,0,,,,,,,,,,0,943,,,,,,,,,,1201808
0,0,1025,,,,,,,,,,0,0,tr_pet18,,0,,,,,,,,,,0,942,,,,,,,,,,1201809
0,0,1025,,,,,,,,,,0,0,tr_pet18,,0,,,,,,,,,,0,940,,,,,,,,,,1201810
0,0,1025,,1024,,,,,,,,0,0,tr_pet18_m,,0,,0,,,,,,,,0,900,,980,,,,,,,,12018101
0,0,1025,,1024,,,,,,,,0,0,tr_pet18_m,,0,,0,,,,,,,,0,900,,979,,,,,,,,12018102
0,0,1025,,1024,,,,,,,,0,0,tr_pet18_m,,0,,0,,,,,,,,0,900,,978,,,,,,,,12018103
0,0,1025,,1024,,,,,,,,0,0,tr_pet18_m,,0,,0,,,,,,,,0,900,,977,,,,,,,,12018104
0,0,1025,,1024,,,,,,,,0,0,tr_pet18_m,,0,,0,,,,,,,,0,900,,976,,,,,,,,12018105
0,0,1025,,1024,,,,,,,,0,0,tr_pet18_m,,0,,0,,,,,,,,0,900,,975,,,,,,,,12018106
0,0,1025,,1024,,,,,,,,0,0,tr_pet18_m,,0,,0,,,,,,,,0,900,,974,,,,,,,,12018107
0,0,1025,,1024,,,,,,,,0,0,tr_pet18_m,,0,,0,,,,,,,,0,900,,973,,,,,,,,12018108
0,0,1025,,1024,,,,,,,,0,0,tr_pet18_m,,0,,0,,,,,,,,0,900,,972,,,,,,,,12018109
0,0,1025,,1024,,,,,,,,0,0,tr_pet18_m,,0,,0,,,,,,,,0,900,,970,,,,,,,,12018110
0,0,1066,,1066,,,,,,,,0,0,tr_pet19_m,,551,,552,,,,,,,,0,100,,300,,,,,,,,12019001
0,0,1066,,1066,,,,,,,,0,0,tr_pet19_m,,551,,552,,,,,,,,0,105,,320,,,,,,,,12019002
0,0,1066,,1066,,,,,,,,0,0,tr_pet19_m,,551,,552,,,,,,,,0,110,,340,,,,,,,,12019003
0,0,1066,,1066,,,,,,,,0,0,tr_pet19_m,,551,,552,,,,,,,,0,115,,360,,,,,,,,12019004
0,0,1066,,1066,,,,,,,,0,0,tr_pet19_m,,551,,552,,,,,,,,0,120,,380,,,,,,,,12019005
0,0,1066,,1066,,,,,,,,0,0,tr_pet19_m,,551,,552,,,,,,,,0,125,,400,,,,,,,,12019006
0,0,1066,,1066,,,,,,,,0,0,tr_pet19_m,,551,,552,,,,,,,,0,130,,420,,,,,,,,12019007
0,0,1066,,1066,,,,,,,,0,0,tr_pet19_m,,551,,552,,,,,,,,0,135,,440,,,,,,,,12019008
0,0,1066,,1066,,,,,,,,0,0,tr_pet19_m,,551,,552,,,,,,,,0,140,,470,,,,,,,,12019009
0,0,1066,,,,,,,,,,0,0,tr_pet19,,551,,,,,,,,,,0,100,,,,,,,,,,1201901
0,0,1066,,1066,,,,,,,,0,0,tr_pet19_m,,551,,552,,,,,,,,0,150,,500,,,,,,,,12019010
0,0,1066,,,,,,,,,,0,0,tr_pet19,,551,,,,,,,,,,0,105,,,,,,,,,,1201902
0,0,1066,,,,,,,,,,0,0,tr_pet19,,551,,,,,,,,,,0,110,,,,,,,,,,1201903
0,0,1066,,,,,,,,,,0,0,tr_pet19,,551,,,,,,,,,,0,115,,,,,,,,,,1201904
0,0,1066,,,,,,,,,,0,0,tr_pet19,,551,,,,,,,,,,0,120,,,,,,,,,,1201905
0,0,1066,,,,,,,,,,0,0,tr_pet19,,551,,,,,,,,,,0,125,,,,,,,,,,1201906
0,0,1066,,,,,,,,,,0,0,tr_pet19,,551,,,,,,,,,,0,130,,,,,,,,,,1201907
0,0,1066,,,,,,,,,,0,0,tr_pet19,,551,,,,,,,,,,0,135,,,,,,,,,,1201908
0,0,1066,,,,,,,,,,0,0,tr_pet19,,551,,,,,,,,,,0,140,,,,,,,,,,1201909
0,0,1066,,,,,,,,,,0,0,tr_pet19,,551,,,,,,,,,,0,150,,,,,,,,,,1201910
0,0,1066,,1066,,,,,,,,0,0,tr_pet19_m,,551,,552,,,,,,,,0,100,,500,,,,,,,,12019101
0,0,1066,,1066,,,,,,,,0,0,tr_pet19_m,,551,,552,,,,,,,,0,105,,520,,,,,,,,12019102
0,0,1066,,1066,,,,,,,,0,0,tr_pet19_m,,551,,552,,,,,,,,0,110,,540,,,,,,,,12019103
0,0,1066,,1066,,,,,,,,0,0,tr_pet19_m,,551,,552,,,,,,,,0,115,,560,,,,,,,,12019104
0,0,1066,,1066,,,,,,,,0,0,tr_pet19_m,,551,,552,,,,,,,,0,120,,580,,,,,,,,12019105
0,0,1066,,1066,,,,,,,,0,0,tr_pet19_m,,551,,552,,,,,,,,0,125,,600,,,,,,,,12019106
0,0,1066,,1066,,,,,,,,0,0,tr_pet19_m,,551,,552,,,,,,,,0,130,,620,,,,,,,,12019107
0,0,1066,,1066,,,,,,,,0,0,tr_pet19_m,,551,,552,,,,,,,,0,135,,640,,,,,,,,12019108
0,0,1066,,1066,,,,,,,,0,0,tr_pet19_m,,551,,552,,,,,,,,0,140,,670,,,,,,,,12019109
0,0,1066,,1066,,,,,,,,0,0,tr_pet19_m,,551,,552,,,,,,,,0,150,,700,,,,,,,,12019110
0,0,1022,,1138,,,,,,,,0,0,tr_pet20_m,,0,,10,,,,,,,,0,15,,2,,,,,,,,12020001
0,0,1022,,1138,,,,,,,,0,0,tr_pet20_m,,0,,11,,,,,,,,0,16,,2,,,,,,,,12020002
0,0,1022,,1138,,,,,,,,0,0,tr_pet20_m,,0,,12,,,,,,,,0,17,,2,,,,,,,,12020003
0,0,1022,,1138,,,,,,,,0,0,tr_pet20_m,,0,,13,,,,,,,,0,18,,2,,,,,,,,12020004
0,0,1022,,1138,,,,,,,,0,0,tr_pet20_m,,0,,14,,,,,,,,0,19,,2,,,,,,,,12020005
0,0,1022,,1138,,,,,,,,0,0,tr_pet20_m,,0,,15,,,,,,,,0,20,,2,,,,,,,,12020006
0,0,1022,,1138,,,,,,,,0,0,tr_pet20_m,,0,,16,,,,,,,,0,21,,2,,,,,,,,12020007
0,0,1022,,1138,,,,,,,,0,0,tr_pet20_m,,0,,17,,,,,,,,0,22,,2,,,,,,,,12020008
0,0,1022,,1138,,,,,,,,0,0,tr_pet20_m,,0,,18,,,,,,,,0,23,,2,,,,,,,,12020009
0,0,1022,,,,,,,,,,0,0,tr_pet20,,0,,,,,,,,,,0,15,,,,,,,,,,1202001
0,0,1022,,1138,,,,,,,,0,0,tr_pet20_m,,0,,20,,,,,,,,0,25,,2,,,,,,,,12020010
0,0,1022,,,,,,,,,,0,0,tr_pet20,,0,,,,,,,,,,0,16,,,,,,,,,,1202002
0,0,1022,,,,,,,,,,0,0,tr_pet20,,0,,,,,,,,,,0,17,,,,,,,,,,1202003
0,0,1022,,,,,,,,,,0,0,tr_pet20,,0,,,,,,,,,,0,18,,,,,,,,,,1202004
0,0,1022,,,,,,,,,,0,0,tr_pet20,,0,,,,,,,,,,0,19,,,,,,,,,,1202005
0,0,1022,,,,,,,,,,0,0,tr_pet20,,0,,,,,,,,,,0,20,,,,,,,,,,1202006
0,0,1022,,,,,,,,,,0,0,tr_pet20,,0,,,,,,,,,,0,21,,,,,,,,,,1202007
0,0,1022,,,,,,,,,,0,0,tr_pet20,,0,,,,,,,,,,0,22,,,,,,,,,,1202008
0,0,1022,,,,,,,,,,0,0,tr_pet20,,0,,,,,,,,,,0,23,,,,,,,,,,1202009
