action,comment,condition,episode_seq,finish,ice_tower_mission_order,ice_tower_stage,increment,is_reward_mail,operator,quest_category,quest_status,quest_type,resouce_key_string,reward_qty,reward_seq,reward_type,start,_key
AFTER_PLAY_ANY_EP,"[신비한 쿠키마을]
미스터리 박스 30개 획득하기",after(1203),0,30,,,#earnedTreasureBoxCount,,ADD,0,1,NORMAL,accrue,1000,,C,0,1204
AFTER_PLAY_ANY_EP,"[신비한 쿠키마을]
미스터리 박스 50개 획득하기",after(1204),0,50,,,#earnedTreasureBoxCount,,ADD,0,1,NORMAL,accrue,1000,,C,0,1205
AFTER_PLAY_ANY_EP,"[신비한 쿠키마을]
미스터리 박스 100개 획득하기",after(1205),0,100,,,#earnedTreasureBoxCount,,ADD,0,1,NORMAL,accrue,1,,G,0,1206
AFTER_PLAY_ANY_EP,"[신비한 쿠키마을]
미스터리 박스 200개 획득하기",after(1206),0,200,,,#earnedTreasureBoxCount,,ADD,0,1,NORMAL,accrue,1000,,C,0,1207
AFTER_PLAY_ANY_EP,"[신비한 쿠키마을]
미스터리 박스 300개 획득하기",after(1207),0,300,,,#earnedTreasureBoxCount,,ADD,0,1,NORMAL,accrue,1000,,C,0,1208
AFTER_PLAY_ANY_EP,"[신비한 쿠키마을]
미스터리 박스 400개 획득하기",after(1208),0,400,,,#earnedTreasureBoxCount,,ADD,0,1,NORMAL,accrue,1000,,C,0,1209
TREASURE_GASHA,"[보물 뽑기왕]
보물 뽑기 100번 하기",after(209),0,100,,,1,,ADD,0,1,NORMAL,accrue,5000,,C,0,200
NONE,"잠금해제조건 : 에피소드 1 '오븐 탈출!' 의 
에피소드 업적 40개 달성하기 (공통업적 제외)",,2,40,,,episodeCountRewardedQuests(1),,SET,0,1,UNLOCK,unlock,20,,G,0,200000
AFTER_PLAY,"[점프왕]
점프 5000번 하기",questIsRewarded(200109),2,5000,,,#totalJump,,MAX,0,1,NORMAL,1play,1,,G,0,200100
AFTER_PLAY,"[점프왕]
점프 100번 하기",,2,100,,,#totalJump,,MAX,0,1,NORMAL,1play,1,853,S,0,200101
AFTER_PLAY,"[점프왕]
점프 200번 하기",questIsRewarded(200101),2,200,,,#totalJump,,MAX,0,1,NORMAL,1play,1000,,C,0,200102
AFTER_PLAY,"[점프왕]
점프 500번 하기",questIsRewarded(200102),2,500,,,#totalJump,,MAX,0,1,NORMAL,1play,2,213,S,0,200103
AFTER_PLAY,"[점프왕]
점프 1000번 하기",questIsRewarded(200103),2,1000,,,#totalJump,,MAX,0,1,NORMAL,1play,3000,,C,0,200104
AFTER_PLAY,"[점프왕]
점프 1500번 하기",questIsRewarded(200104),2,1500,,,#totalJump,,MAX,0,1,NORMAL,1play,2500,,C,0,200105
AFTER_PLAY,"[점프왕]
점프 2000번 하기",questIsRewarded(200105),2,2000,,,#totalJump,,MAX,0,1,NORMAL,1play,3000,,C,0,200106
AFTER_PLAY,"[점프왕]
점프 2500번 하기",questIsRewarded(200106),2,2500,,,#totalJump,,MAX,0,1,NORMAL,1play,3500,,C,0,200107
AFTER_PLAY,"[점프왕]
점프 3000번 하기",questIsRewarded(200107),2,3000,,,#totalJump,,MAX,0,1,NORMAL,1play,1,215,S,0,200108
AFTER_PLAY,"[점프왕]
점프 4000번 하기",questIsRewarded(200108),2,4000,,,#totalJump,,MAX,0,1,NORMAL,1play,4500,,C,0,200109
AFTER_PLAY,"[쩜프왕]
2단 점프 5000번 하기",questIsRewarded(200209),2,5000,,,#doubleJump,,MAX,0,1,NORMAL,1play,1,,G,0,200200
AFTER_PLAY,"[쩜프왕]
2단 점프 100번 하기",,2,100,,,#doubleJump,,MAX,0,1,NORMAL,1play,500,,C,0,200201
AFTER_PLAY,"[쩜프왕]
2단 점프 200번 하기",questIsRewarded(200201),2,200,,,#doubleJump,,MAX,0,1,NORMAL,1play,2,213,S,0,200202
AFTER_PLAY,"[쩜프왕]
2단 점프 500번 하기",questIsRewarded(200202),2,500,,,#doubleJump,,MAX,0,1,NORMAL,1play,1500,,C,0,200203
AFTER_PLAY,"[쩜프왕]
2단 점프 1000번 하기",questIsRewarded(200203),2,1000,,,#doubleJump,,MAX,0,1,NORMAL,1play,3000,,C,0,200204
AFTER_PLAY,"[쩜프왕]
2단 점프 1500번 하기",questIsRewarded(200204),2,1500,,,#doubleJump,,MAX,0,1,NORMAL,1play,2500,,C,0,200205
AFTER_PLAY,"[쩜프왕]
2단 점프 2000번 하기",questIsRewarded(200205),2,2000,,,#doubleJump,,MAX,0,1,NORMAL,1play,3000,,C,0,200206
AFTER_PLAY,"[쩜프왕]
2단 점프 2500번 하기",questIsRewarded(200206),2,2500,,,#doubleJump,,MAX,0,1,NORMAL,1play,1,215,S,0,200207
AFTER_PLAY,"[쩜프왕]
2단 점프 3000번 하기",questIsRewarded(200207),2,3000,,,#doubleJump,,MAX,0,1,NORMAL,1play,4000,,C,0,200208
AFTER_PLAY,"[쩜프왕]
2단 점프 4000번 하기",questIsRewarded(200208),2,4000,,,#doubleJump,,MAX,0,1,NORMAL,1play,4500,,C,0,200209
AFTER_PLAY,"[자는거 아니죠?]
슬라이드 500초 동안 하기",questIsRewarded(200309),2,500,,,#slideTime,,MAX,0,1,NORMAL,1play,1,,G,0,200300
AFTER_PLAY,"[자는거 아니죠?]
슬라이드 25초 동안 하기",,2,25,,,#slideTime,,MAX,0,1,NORMAL,1play,500,,C,0,200301
AFTER_PLAY,"[자는거 아니죠?]
슬라이드 50초 동안 하기",questIsRewarded(200301),2,50,,,#slideTime,,MAX,0,1,NORMAL,1play,1000,,C,0,200302
AFTER_PLAY,"[자는거 아니죠?]
슬라이드 100초 동안 하기",questIsRewarded(200302),2,100,,,#slideTime,,MAX,0,1,NORMAL,1play,1500,,C,0,200303
AFTER_PLAY,"[자는거 아니죠?]
슬라이드 150초 동안 하기",questIsRewarded(200303),2,150,,,#slideTime,,MAX,0,1,NORMAL,1play,3000,,C,0,200304
AFTER_PLAY,"[자는거 아니죠?]
슬라이드 200초 동안 하기",questIsRewarded(200304),2,200,,,#slideTime,,MAX,0,1,NORMAL,1play,2500,,C,0,200305
AFTER_PLAY,"[자는거 아니죠?]
슬라이드 250초 동안 하기",questIsRewarded(200305),2,250,,,#slideTime,,MAX,0,1,NORMAL,1play,3,213,S,0,200306
AFTER_PLAY,"[자는거 아니죠?]
슬라이드 300초 동안 하기",questIsRewarded(200306),2,300,,,#slideTime,,MAX,0,1,NORMAL,1play,3500,,C,0,200307
AFTER_PLAY,"[자는거 아니죠?]
슬라이드 350초 동안 하기",questIsRewarded(200307),2,350,,,#slideTime,,MAX,0,1,NORMAL,1play,4000,,C,0,200308
AFTER_PLAY,"[자는거 아니죠?]
슬라이드 400초 동안 하기",questIsRewarded(200308),2,400,,,#slideTime,,MAX,0,1,NORMAL,1play,1,215,S,0,200309
AFTER_PLAY,"[젤리젤리냠냠]
젤리 50000개 먹기",questIsRewarded(200409),2,50000,,,#jellyCount,,MAX,0,1,NORMAL,1play,1,,G,0,200400
AFTER_PLAY,"[젤리젤리냠냠]
젤리 1000개 먹기",,2,1000,,,#jellyCount,,MAX,0,1,NORMAL,1play,500,,C,0,200401
AFTER_PLAY,"[젤리젤리냠냠]
젤리 2000개 먹기",questIsRewarded(200401),2,2000,,,#jellyCount,,MAX,0,1,NORMAL,1play,1000,,C,0,200402
AFTER_PLAY,"[젤리젤리냠냠]
젤리 5000개 먹기",questIsRewarded(200402),2,5000,,,#jellyCount,,MAX,0,1,NORMAL,1play,1500,,C,0,200403
AFTER_PLAY,"[젤리젤리냠냠]
젤리 10000개 먹기",questIsRewarded(200403),2,10000,,,#jellyCount,,MAX,0,1,NORMAL,1play,3000,,C,0,200404
AFTER_PLAY,"[젤리젤리냠냠]
젤리 15000개 먹기",questIsRewarded(200404),2,15000,,,#jellyCount,,MAX,0,1,NORMAL,1play,3,213,S,0,200405
AFTER_PLAY,"[젤리젤리냠냠]
젤리 20000개 먹기",questIsRewarded(200405),2,20000,,,#jellyCount,,MAX,0,1,NORMAL,1play,3000,,C,0,200406
AFTER_PLAY,"[젤리젤리냠냠]
젤리 25000개 먹기",questIsRewarded(200406),2,25000,,,#jellyCount,,MAX,0,1,NORMAL,1play,1,215,S,0,200407
AFTER_PLAY,"[젤리젤리냠냠]
젤리 30000개 먹기",questIsRewarded(200407),2,30000,,,#jellyCount,,MAX,0,1,NORMAL,1play,4000,,C,0,200408
AFTER_PLAY,"[젤리젤리냠냠]
젤리 40000개 먹기",questIsRewarded(200408),2,40000,,,#jellyCount,,MAX,0,1,NORMAL,1play,4500,,C,0,200409
AFTER_PLAY,"[노란곰젤리냠냠]
노란곰젤리 25000개 먹기",questIsRewarded(200509),2,25000,,,#yellowBearJelly,,MAX,0,1,NORMAL,1play,1,,G,0,200500
AFTER_PLAY,"[노란곰젤리냠냠]
노란곰젤리 500개 먹기",,2,500,,,#yellowBearJelly,,MAX,0,1,NORMAL,1play,500,,C,0,200501
AFTER_PLAY,"[노란곰젤리냠냠]
노란곰젤리 1000개 먹기",questIsRewarded(200501),2,1000,,,#yellowBearJelly,,MAX,0,1,NORMAL,1play,1000,,C,0,200502
AFTER_PLAY,"[노란곰젤리냠냠]
노란곰젤리 2000개 먹기",questIsRewarded(200502),2,2000,,,#yellowBearJelly,,MAX,0,1,NORMAL,1play,1500,,C,0,200503
AFTER_PLAY,"[노란곰젤리냠냠]
노란곰젤리 3000개 먹기",questIsRewarded(200503),2,3000,,,#yellowBearJelly,,MAX,0,1,NORMAL,1play,3000,,C,0,200504
AFTER_PLAY,"[노란곰젤리냠냠]
노란곰젤리 4000개 먹기",questIsRewarded(200504),2,4000,,,#yellowBearJelly,,MAX,0,1,NORMAL,1play,2500,,C,0,200505
AFTER_PLAY,"[노란곰젤리냠냠]
노란곰젤리 8000개 먹기",questIsRewarded(200505),2,8000,,,#yellowBearJelly,,MAX,0,1,NORMAL,1play,3,213,S,0,200506
AFTER_PLAY,"[노란곰젤리냠냠]
노란곰젤리 12000개 먹기",questIsRewarded(200506),2,12000,,,#yellowBearJelly,,MAX,0,1,NORMAL,1play,3500,,C,0,200507
AFTER_PLAY,"[노란곰젤리냠냠]
노란곰젤리 16000개 먹기",questIsRewarded(200507),2,16000,,,#yellowBearJelly,,MAX,0,1,NORMAL,1play,4000,,C,0,200508
AFTER_PLAY,"[노란곰젤리냠냠]
노란곰젤리 20000개 먹기",questIsRewarded(200508),2,20000,,,#yellowBearJelly,,MAX,0,1,NORMAL,1play,1,215,S,0,200509
AFTER_PLAY,"[분홍곰젤리냠냠]
분홍곰젤리 10000개 먹기",questIsRewarded(200609),2,10000,,,#pinkBearJelly,,MAX,0,1,NORMAL,1play,1,,G,0,200600
AFTER_PLAY,"[분홍곰젤리냠냠]
분홍곰젤리 500개 먹기",,2,500,,,#pinkBearJelly,,MAX,0,1,NORMAL,1play,500,,C,0,200601
AFTER_PLAY,"[분홍곰젤리냠냠]
분홍곰젤리 1000개 먹기",questIsRewarded(200601),2,1000,,,#pinkBearJelly,,MAX,0,1,NORMAL,1play,1000,,C,0,200602
AFTER_PLAY,"[분홍곰젤리냠냠]
분홍곰젤리 1500개 먹기",questIsRewarded(200602),2,1500,,,#pinkBearJelly,,MAX,0,1,NORMAL,1play,2,213,S,0,200603
AFTER_PLAY,"[분홍곰젤리냠냠]
분홍곰젤리 2000개 먹기",questIsRewarded(200603),2,2000,,,#pinkBearJelly,,MAX,0,1,NORMAL,1play,3000,,C,0,200604
AFTER_PLAY,"[분홍곰젤리냠냠]
분홍곰젤리 2500개 먹기",questIsRewarded(200604),2,2500,,,#pinkBearJelly,,MAX,0,1,NORMAL,1play,2500,,C,0,200605
AFTER_PLAY,"[분홍곰젤리냠냠]
분홍곰젤리 3000개 먹기",questIsRewarded(200605),2,3000,,,#pinkBearJelly,,MAX,0,1,NORMAL,1play,3000,,C,0,200606
AFTER_PLAY,"[분홍곰젤리냠냠]
분홍곰젤리 5000개 먹기",questIsRewarded(200606),2,5000,,,#pinkBearJelly,,MAX,0,1,NORMAL,1play,3500,,C,0,200607
AFTER_PLAY,"[분홍곰젤리냠냠]
분홍곰젤리 6000개 먹기",questIsRewarded(200607),2,6000,,,#pinkBearJelly,,MAX,0,1,NORMAL,1play,1,215,S,0,200608
AFTER_PLAY,"[분홍곰젤리냠냠]
분홍곰젤리 8000개 먹기",questIsRewarded(200608),2,8000,,,#pinkBearJelly,,MAX,0,1,NORMAL,1play,4500,,C,0,200609
AFTER_PLAY,"[이 구역의 대식가]
왕곰젤리 500개 먹기",questIsRewarded(200709),2,500,,,#kingBearJelly,,MAX,0,1,NORMAL,1play,1,,G,0,200700
AFTER_PLAY,"[이 구역의 대식가]
왕곰젤리 10개 먹기",,2,10,,,#kingBearJelly,,MAX,0,1,NORMAL,1play,500,,C,0,200701
AFTER_PLAY,"[이 구역의 대식가]
왕곰젤리 30개 먹기",questIsRewarded(200701),2,30,,,#kingBearJelly,,MAX,0,1,NORMAL,1play,1000,,C,0,200702
AFTER_PLAY,"[이 구역의 대식가]
왕곰젤리 50개 먹기",questIsRewarded(200702),2,50,,,#kingBearJelly,,MAX,0,1,NORMAL,1play,1500,,C,0,200703
AFTER_PLAY,"[이 구역의 대식가]
왕곰젤리 70개 먹기",questIsRewarded(200703),2,70,,,#kingBearJelly,,MAX,0,1,NORMAL,1play,3000,,C,0,200704
AFTER_PLAY,"[이 구역의 대식가]
왕곰젤리 100개 먹기",questIsRewarded(200704),2,100,,,#kingBearJelly,,MAX,0,1,NORMAL,1play,3,213,S,0,200705
AFTER_PLAY,"[이 구역의 대식가]
왕곰젤리 150개 먹기",questIsRewarded(200705),2,150,,,#kingBearJelly,,MAX,0,1,NORMAL,1play,3000,,C,0,200706
AFTER_PLAY,"[이 구역의 대식가]
왕곰젤리 200개 먹기",questIsRewarded(200706),2,200,,,#kingBearJelly,,MAX,0,1,NORMAL,1play,3500,,C,0,200707
AFTER_PLAY,"[이 구역의 대식가]
왕곰젤리 300개 먹기",questIsRewarded(200707),2,300,,,#kingBearJelly,,MAX,0,1,NORMAL,1play,1,215,S,0,200708
AFTER_PLAY,"[이 구역의 대식가]
왕곰젤리 400개 먹기",questIsRewarded(200708),2,400,,,#kingBearJelly,,MAX,0,1,NORMAL,1play,4500,,C,0,200709
AFTER_PLAY,"[장애물 파괴자]
장애물 5000개 파괴하기",questIsRewarded(200809),2,5000,,,#destroyObstacle,,MAX,0,1,NORMAL,1play,1,,G,0,200800
AFTER_PLAY,"[장애물 파괴자]
장애물 100개 파괴하기",,2,100,,,#destroyObstacle,,MAX,0,1,NORMAL,1play,500,,C,0,200801
AFTER_PLAY,"[장애물 파괴자]
장애물 200개 파괴하기",questIsRewarded(200801),2,200,,,#destroyObstacle,,MAX,0,1,NORMAL,1play,2,213,S,0,200802
AFTER_PLAY,"[장애물 파괴자]
장애물 400개 파괴하기",questIsRewarded(200802),2,400,,,#destroyObstacle,,MAX,0,1,NORMAL,1play,1500,,C,0,200803
AFTER_PLAY,"[장애물 파괴자]
장애물 700개 파괴하기",questIsRewarded(200803),2,700,,,#destroyObstacle,,MAX,0,1,NORMAL,1play,3000,,C,0,200804
AFTER_PLAY,"[장애물 파괴자]
장애물 1000개 파괴하기",questIsRewarded(200804),2,1000,,,#destroyObstacle,,MAX,0,1,NORMAL,1play,2500,,C,0,200805
AFTER_PLAY,"[장애물 파괴자]
장애물 1500개 파괴하기",questIsRewarded(200805),2,1500,,,#destroyObstacle,,MAX,0,1,NORMAL,1play,3,213,S,0,200806
AFTER_PLAY,"[장애물 파괴자]
장애물 2000개 파괴하기",questIsRewarded(200806),2,2000,,,#destroyObstacle,,MAX,0,1,NORMAL,1play,3500,,C,0,200807
AFTER_PLAY,"[장애물 파괴자]
장애물 3000개 파괴하기",questIsRewarded(200807),2,3000,,,#destroyObstacle,,MAX,0,1,NORMAL,1play,1,215,S,0,200808
AFTER_PLAY,"[장애물 파괴자]
장애물 4000개 파괴하기",questIsRewarded(200808),2,4000,,,#destroyObstacle,,MAX,0,1,NORMAL,1play,4500,,C,0,200809
AFTER_PLAY,"[존재감 제로]
장애물 5000개 통과하기",questIsRewarded(200909),2,5000,,,#passThroughObstacle,,MAX,0,1,NORMAL,1play,1,,G,0,200900
AFTER_PLAY,"[존재감 제로]
장애물 100개 통과하기",,2,100,,,#passThroughObstacle,,MAX,0,1,NORMAL,1play,500,,C,0,200901
AFTER_PLAY,"[존재감 제로]
장애물 200개 통과하기",questIsRewarded(200901),2,200,,,#passThroughObstacle,,MAX,0,1,NORMAL,1play,1000,,C,0,200902
AFTER_PLAY,"[존재감 제로]
장애물 400개 통과하기",questIsRewarded(200902),2,400,,,#passThroughObstacle,,MAX,0,1,NORMAL,1play,2,213,S,0,200903
AFTER_PLAY,"[존재감 제로]
장애물 700개 통과하기",questIsRewarded(200903),2,700,,,#passThroughObstacle,,MAX,0,1,NORMAL,1play,3000,,C,0,200904
AFTER_PLAY,"[존재감 제로]
장애물 1000개 통과하기",questIsRewarded(200904),2,1000,,,#passThroughObstacle,,MAX,0,1,NORMAL,1play,2500,,C,0,200905
AFTER_PLAY,"[존재감 제로]
장애물 1500개 통과하기",questIsRewarded(200905),2,1500,,,#passThroughObstacle,,MAX,0,1,NORMAL,1play,3000,,C,0,200906
AFTER_PLAY,"[존재감 제로]
장애물 2000개 통과하기",questIsRewarded(200906),2,2000,,,#passThroughObstacle,,MAX,0,1,NORMAL,1play,1,215,S,0,200907
AFTER_PLAY,"[존재감 제로]
장애물 3000개 통과하기",questIsRewarded(200907),2,3000,,,#passThroughObstacle,,MAX,0,1,NORMAL,1play,4000,,C,0,200908
AFTER_PLAY,"[존재감 제로]
장애물 4000개 통과하기",questIsRewarded(200908),2,4000,,,#passThroughObstacle,,MAX,0,1,NORMAL,1play,4500,,C,0,200909
TREASURE_GASHA,"[보물 뽑기왕]
보물 뽑기 5번 하기",,0,5,,,1,,ADD,0,1,NORMAL,accrue,500,,C,0,201
AFTER_PLAY,"[아프니까 쿠키다]
장애물에 60번 부딪히기",questIsRewarded(201009),2,60,,,#collision,,MAX,0,1,NORMAL,1play,1,,G,0,201000
AFTER_PLAY,"[아프니까 쿠키다]
장애물에 2번 부딪히기",,2,2,,,#collision,,MAX,0,1,NORMAL,1play,500,,C,0,201001
AFTER_PLAY,"[아프니까 쿠키다]
장애물에 4번 부딪히기",questIsRewarded(201001),2,4,,,#collision,,MAX,0,1,NORMAL,1play,1000,,C,0,201002
AFTER_PLAY,"[아프니까 쿠키다]
장애물에 7번 부딪히기",questIsRewarded(201002),2,7,,,#collision,,MAX,0,1,NORMAL,1play,1500,,C,0,201003
AFTER_PLAY,"[아프니까 쿠키다]
장애물에 10번 부딪히기",questIsRewarded(201003),2,10,,,#collision,,MAX,0,1,NORMAL,1play,3000,,C,0,201004
AFTER_PLAY,"[아프니까 쿠키다]
장애물에 15번 부딪히기",questIsRewarded(201004),2,15,,,#collision,,MAX,0,1,NORMAL,1play,2500,,C,0,201005
AFTER_PLAY,"[아프니까 쿠키다]
장애물에 20번 부딪히기",questIsRewarded(201005),2,20,,,#collision,,MAX,0,1,NORMAL,1play,3,213,S,0,201006
AFTER_PLAY,"[아프니까 쿠키다]
장애물에 30번 부딪히기",questIsRewarded(201006),2,30,,,#collision,,MAX,0,1,NORMAL,1play,3500,,C,0,201007
AFTER_PLAY,"[아프니까 쿠키다]
장애물에 40번 부딪히기",questIsRewarded(201007),2,40,,,#collision,,MAX,0,1,NORMAL,1play,4000,,C,0,201008
AFTER_PLAY,"[아프니까 쿠키다]
장애물에 50번 부딪히기",questIsRewarded(201008),2,50,,,#collision,,MAX,0,1,NORMAL,1play,1,215,S,0,201009
AFTER_PLAY,"[번지왕]
구멍에 50번 빠지기",questIsRewarded(201109),2,50,,,#fallToHole,,MAX,0,1,NORMAL,1play,1,,G,0,201100
AFTER_PLAY,"[번지왕]
구멍에 3번 빠지기",,2,3,,,#fallToHole,,MAX,0,1,NORMAL,1play,500,,C,0,201101
AFTER_PLAY,"[번지왕]
구멍에 6번 빠지기",questIsRewarded(201101),2,6,,,#fallToHole,,MAX,0,1,NORMAL,1play,1000,,C,0,201102
AFTER_PLAY,"[번지왕]
구멍에 10번 빠지기",questIsRewarded(201102),2,10,,,#fallToHole,,MAX,0,1,NORMAL,1play,1500,,C,0,201103
AFTER_PLAY,"[번지왕]
구멍에 15번 빠지기",questIsRewarded(201103),2,15,,,#fallToHole,,MAX,0,1,NORMAL,1play,3000,,C,0,201104
AFTER_PLAY,"[번지왕]
구멍에 20번 빠지기",questIsRewarded(201104),2,20,,,#fallToHole,,MAX,0,1,NORMAL,1play,3,213,S,0,201105
AFTER_PLAY,"[번지왕]
구멍에 25번 빠지기",questIsRewarded(201105),2,25,,,#fallToHole,,MAX,0,1,NORMAL,1play,3000,,C,0,201106
AFTER_PLAY,"[번지왕]
구멍에 30번 빠지기",questIsRewarded(201106),2,30,,,#fallToHole,,MAX,0,1,NORMAL,1play,1,215,S,0,201107
AFTER_PLAY,"[번지왕]
구멍에 35번 빠지기",questIsRewarded(201107),2,35,,,#fallToHole,,MAX,0,1,NORMAL,1play,4000,,C,0,201108
AFTER_PLAY,"[번지왕]
구멍에 40번 빠지기",questIsRewarded(201108),2,40,,,#fallToHole,,MAX,0,1,NORMAL,1play,4500,,C,0,201109
AFTER_PLAY,"[오르락내리락]
보너스타임에 50번 가기",questIsRewarded(201209),2,50,,,#enterBonusTime,,MAX,0,1,NORMAL,1play,1,,G,0,201200
AFTER_PLAY,"[오르락내리락]
보너스타임에 3번 가기",,2,3,,,#enterBonusTime,,MAX,0,1,NORMAL,1play,500,,C,0,201201
AFTER_PLAY,"[오르락내리락]
보너스타임에 6번 가기",questIsRewarded(201201),2,6,,,#enterBonusTime,,MAX,0,1,NORMAL,1play,1000,,C,0,201202
AFTER_PLAY,"[오르락내리락]
보너스타임에 10번 가기",questIsRewarded(201202),2,10,,,#enterBonusTime,,MAX,0,1,NORMAL,1play,2,213,S,0,201203
AFTER_PLAY,"[오르락내리락]
보너스타임에 15번 가기",questIsRewarded(201203),2,15,,,#enterBonusTime,,MAX,0,1,NORMAL,1play,3000,,C,0,201204
AFTER_PLAY,"[오르락내리락]
보너스타임에 20번 가기",questIsRewarded(201204),2,20,,,#enterBonusTime,,MAX,0,1,NORMAL,1play,2500,,C,0,201205
AFTER_PLAY,"[오르락내리락]
보너스타임에 25번 가기",questIsRewarded(201205),2,25,,,#enterBonusTime,,MAX,0,1,NORMAL,1play,3000,,C,0,201206
AFTER_PLAY,"[오르락내리락]
보너스타임에 30번 가기",questIsRewarded(201206),2,30,,,#enterBonusTime,,MAX,0,1,NORMAL,1play,3500,,C,0,201207
AFTER_PLAY,"[오르락내리락]
보너스타임에 35번 가기",questIsRewarded(201207),2,35,,,#enterBonusTime,,MAX,0,1,NORMAL,1play,1,215,S,0,201208
AFTER_PLAY,"[오르락내리락]
보너스타임에 40번 가기",questIsRewarded(201208),2,40,,,#enterBonusTime,,MAX,0,1,NORMAL,1play,4500,,C,0,201209
AFTER_PLAY,"[하늘에서 하늘하늘]
보너스타임에 500초 동안 있기",questIsRewarded(201309),2,500,,,#bonusTimePlayTime,,MAX,0,1,NORMAL,1play,1,,G,0,201300
AFTER_PLAY,"[하늘에서 하늘하늘]
보너스타임에 25초 동안 있기",,2,25,,,#bonusTimePlayTime,,MAX,0,1,NORMAL,1play,500,,C,0,201301
AFTER_PLAY,"[하늘에서 하늘하늘]
보너스타임에 50초 동안 있기",questIsRewarded(201301),2,50,,,#bonusTimePlayTime,,MAX,0,1,NORMAL,1play,1000,,C,0,201302
AFTER_PLAY,"[하늘에서 하늘하늘]
보너스타임에 100초 동안 있기",questIsRewarded(201302),2,100,,,#bonusTimePlayTime,,MAX,0,1,NORMAL,1play,1500,,C,0,201303
AFTER_PLAY,"[하늘에서 하늘하늘]
보너스타임에 150초 동안 있기",questIsRewarded(201303),2,150,,,#bonusTimePlayTime,,MAX,0,1,NORMAL,1play,3000,,C,0,201304
AFTER_PLAY,"[하늘에서 하늘하늘]
보너스타임에 200초 동안 있기",questIsRewarded(201304),2,200,,,#bonusTimePlayTime,,MAX,0,1,NORMAL,1play,2500,,C,0,201305
AFTER_PLAY,"[하늘에서 하늘하늘]
보너스타임에 250초 동안 있기",questIsRewarded(201305),2,250,,,#bonusTimePlayTime,,MAX,0,1,NORMAL,1play,3,213,S,0,201306
AFTER_PLAY,"[하늘에서 하늘하늘]
보너스타임에 300초 동안 있기",questIsRewarded(201306),2,300,,,#bonusTimePlayTime,,MAX,0,1,NORMAL,1play,3500,,C,0,201307
AFTER_PLAY,"[하늘에서 하늘하늘]
보너스타임에 350초 동안 있기",questIsRewarded(201307),2,350,,,#bonusTimePlayTime,,MAX,0,1,NORMAL,1play,4000,,C,0,201308
AFTER_PLAY,"[하늘에서 하늘하늘]
보너스타임에 400초 동안 있기",questIsRewarded(201308),2,400,,,#bonusTimePlayTime,,MAX,0,1,NORMAL,1play,1,215,S,0,201309
AFTER_PLAY,"[포기를 모르는 쿠키]
1000초 동안 달리기",questIsRewarded(201409),2,1000,,,#playTime,,MAX,0,1,NORMAL,1play,1,,G,0,201400
AFTER_PLAY,"[포기를 모르는 쿠키]
30초 동안 달리기",,2,30,,,#playTime,,MAX,0,1,NORMAL,1play,500,,C,0,201401
AFTER_PLAY,"[포기를 모르는 쿠키]
60초 동안 달리기",questIsRewarded(201401),2,60,,,#playTime,,MAX,0,1,NORMAL,1play,1000,,C,0,201402
AFTER_PLAY,"[포기를 모르는 쿠키]
100초 동안 달리기",questIsRewarded(201402),2,100,,,#playTime,,MAX,0,1,NORMAL,1play,1500,,C,0,201403
AFTER_PLAY,"[포기를 모르는 쿠키]
200초 동안 달리기",questIsRewarded(201403),2,200,,,#playTime,,MAX,0,1,NORMAL,1play,3000,,C,0,201404
AFTER_PLAY,"[포기를 모르는 쿠키]
300초 동안 달리기",questIsRewarded(201404),2,300,,,#playTime,,MAX,0,1,NORMAL,1play,3,213,S,0,201405
AFTER_PLAY,"[포기를 모르는 쿠키]
400초 동안 달리기",questIsRewarded(201405),2,400,,,#playTime,,MAX,0,1,NORMAL,1play,3000,,C,0,201406
AFTER_PLAY,"[포기를 모르는 쿠키]
500초 동안 달리기",questIsRewarded(201406),2,500,,,#playTime,,MAX,0,1,NORMAL,1play,3500,,C,0,201407
AFTER_PLAY,"[포기를 모르는 쿠키]
600초 동안 달리기",questIsRewarded(201407),2,600,,,#playTime,,MAX,0,1,NORMAL,1play,4000,,C,0,201408
AFTER_PLAY,"[포기를 모르는 쿠키]
800초 동안 달리기",questIsRewarded(201408),2,800,,,#playTime,,MAX,0,1,NORMAL,1play,1,215,S,0,201409
AFTER_PLAY,"[많이 먹고 힘내!]
거대생명물약 10개 먹기",questIsRewarded(201505),2,10,,,#largeEnergyJelly,,MAX,0,0,NORMAL,1play,1,,G,0,201500
AFTER_PLAY,"[많이 먹고 힘내!]
거대생명물약 5개 먹기",,2,5,,,#largeEnergyJelly,,MAX,0,1,NORMAL,1play,3000,,C,0,201501
AFTER_PLAY,"[많이 먹고 힘내!]
거대생명물약 6개 먹기",questIsRewarded(201501),2,6,,,#largeEnergyJelly,,MAX,0,1,NORMAL,1play,3000,,C,0,201502
AFTER_PLAY,"[많이 먹고 힘내!]
거대생명물약 7개 먹기",questIsRewarded(201502),2,7,,,#largeEnergyJelly,,MAX,0,1,NORMAL,1play,3000,,C,0,201503
AFTER_PLAY,"[많이 먹고 힘내!]
거대생명물약 8개 먹기",questIsRewarded(201503),2,8,,,#largeEnergyJelly,,MAX,0,1,NORMAL,1play,1,215,S,0,201504
