group_seq,magic_group,powder_group,shard_group,upgrade_group,_key
1521500,mS,TR_S,MS_00,S,570
1521600,mS,TR_S,MS_00,S,571
1521700,mS,TR_S,MS_00,S,572
1521800,mS,TR_S,MS_00,S,573
1521900,mA,TR_A,MS_00,A,574
1522000,mS,TR_S,MS_00,S,575
1522100,mS,TR_S,MS_00,S,576
1522200,mS,TR_S,MS_00,S,577
1522300,mA,TR_A,MS_00,A,578
1522400,mS,TR_S,MS_00,S,579
1105900,mS,TR_S,MS_00,S,58
1522500,mS,TR_S,MS_00,S,580
1522600,mS,TR_S,MS_00,S,581
1522700,mS,TR_S,MS_00,S,582
1522800,mS,TR_S,MS_00,S,583
1523100,mS,TR_S,MS_00,S,584
1523200,mS,TR_S,MS_00,S,585
1523300,mS,TR_S,MS_00,S,586
1523400,mS,TR_S,MS_00,S,587
1523500,mS,TR_S,MS_00,S,588
1523600,mS,TR_S,MS_00,S,589
1106000,mS,TR_S,MS_00,S,59
1523700,mS,TR_S,MS_00,S,590
1523800,mS,TR_S,MS_00,S,591
1600200,mA,TR_E,MS_00,N,592
1600300,mA,TR_A,MS_00,A,593
1600400,mS,TR_S,MS_00,S,594
1600500,mA,TR_A,MS_00,A,595
1600600,mA,TR_A,MS_00,A,596
1600700,mA,TR_A,MS_00,A,597
1700100,mC,TR_C,MS_00,N,598
1700200,mC,TR_C,MS_00,N,599
1100600,mB,TR_B,MS_00,B,6
1106100,mS,TR_S,MS_00,S,60
1700300,mC,TR_C,MS_00,N,600
1700400,mC,TR_C,MS_00,N,601
1700500,mC,TR_C,MS_00,N,602
1700600,mC,TR_C,MS_00,N,603
1700700,mC,TR_C,MS_00,N,604
11001000,mA,TR2_C,MS_00,A,605
11001100,mA,TR2X_C,MSX_00,A,606
11002000,mB,TR2_B+,MS_00,B,607
11002100,mB,TR2X_B+,MSX_00,B,608
11003000,mC,TR2_C+,MS_00,C,609
1106200,mS,TR_S,MS_00,S,61
11003100,mC,TR2X_C+,MSX_00,C,610
11005000,mB,TR2_B+,MS_00,B,611
11005100,mB,TR2X_B+,MSX_00,B,612
11006000,mB,TR2_B+,MS_00,B,613
11006100,mB,TR2X_B+,MSX_00,B,614
11007000,mS,TR2_S+,MS_07,S,615
11007100,mS,TR2X_S+,MSX_07,S,616
11008000,mA,TR2_A+,MS_00,A,617
11008100,mA,TR2X_A+,MSX_00,A,618
11009000,mS,TR2_S,MS_09,S,619
1106300,mS,TR_S,MS_00,S,62
11009100,mS,TR2X_S,MSX_09,S,620
11010000,mA,TR2_A+,MS_00,A,621
11010100,mA,TR2X_A+,MSX_00,A,622
11011000,mS,TR2_S+,MS_08,S,623
11011100,mS,TR2X_S+,MSX_08,S,624
11012000,mS,TR2_SS,MS_02,S,625
11012100,mS,TR2X_SS,MSX_02,S,626
11013000,mA,TR2_A+,MS_00,A,627
11013100,mA,TR2X_A+,MSX_00,A,628
11014000,mA,TR2_A,MS_00,A,629
1106400,mS,TR_S,MS_00,S,63
11014100,mA,TR2X_A,MSX_00,A,630
11015000,mS,TR2_S,MS_09,S,631
11015100,mS,TR2X_S,MSX_09,S,632
11016000,mS,TR2_S++,MS_05,S,633
11016100,mS,TR2X_S++,MSX_05,S,634
11018000,mS,TR2_S+,MS_07,S,635
11018100,mS,TR2X_S+,MSX_07,S,636
11019000,mS,TR2_S+,MS_07,S,637
11019100,mS,TR2X_S+,MSX_07,S,638
11020000,mS,TR2_S++,MS_04,S,639
1106500,mS,TR_S,MS_00,S,64
11020100,mS,TR2X_S++,MSX_04,S,640
11021000,mS,TR2_S,MS_07,S,641
11021100,mS,TR2X_S,MSX_07,S,642
11022000,mS,TR2_S+,MS_06,S,643
11022100,mS,TR2X_S+,MSX_06,S,644
11023000,mS,TR2_S+,MS_07,S,645
11023100,mS,TR2X_S+,MSX_07,S,646
11024000,mS,TR2_S+,MS_06,S,647
11024100,mS,TR2X_S+,MSX_06,S,648
11025000,mS,TR2_S+,MS_07,S,649
1106600,mS,TR_S,MS_00,S,65
11025100,mS,TR2X_S+,MSX_07,S,650
11026000,mS,TR2_S++,MS_05,S,651
11026100,mS,TR2X_S++,MSX_05,S,652
11027000,mS,TR2_S+,MS_07,S,653
11027100,mS,TR2X_S+,MSX_07,S,654
11028000,mS,TR2_S+,MS_07,S,655
11028100,mS,TR2X_S+,MSX_07,S,656
11029000,mS,TR2_S+,MS_07,S,657
11029100,mS,TR2X_S+,MSX_07,S,658
11030000,mS,TR2_S++,MS_05,S,659
1106700,mS,TR_S,MS_00,S,66
11030100,mS,TR2X_S++,MSX_05,S,660
11031000,mS,TR2_S+,MS_06,S,661
11031100,mS,TR2X_S+,MSX_06,S,662
11033000,mS,TR2_S++,MS_05,S,663
11033100,mS,TR2X_S++,MSX_05,S,664
11034000,mS,TR2_S++,MS_05,S,665
11034100,mS,TR2X_S++,MSX_05,S,666
11035000,mS,TR2_S+,MS_06,S,667
11035100,mS,TR2X_S+,MSX_06,S,668
11036000,mS,TR2_S+,MS_07,S,669
1106800,mS,TR_S,MS_00,S,67
11036100,mS,TR2X_S+,MSX_07,S,670
11037000,mS,TR2_S++,MS_05,S,671
11037100,mS,TR2X_S++,MSX_05,S,672
11038000,mS,TR2_S++,MS_05,S,673
11038100,mS,TR2X_S++,MSX_05,S,674
11039000,mS,TR2_S++,MS_05,S,675
11039100,mS,TR2X_S++,MSX_05,S,676
11040000,mS,TR2_S++,MS_03,S,677
11040100,mS,TR2X_S++,MSX_03,S,678
11042000,mS,TR2_SS,MS_02,S,679
1106900,mS,TR_S,MS_00,S,68
11042100,mS,TR2X_SS,MSX_02,S,680
11043000,mS,TR2_S++,MS_05,S,681
11043100,mS,TR2X_S++,MSX_05,S,682
11044000,mS,TR2_S,MS_07,S,683
11044100,mS,TR2X_S,MSX_07,S,684
11045000,mS,TR2_S++,MS_05,S,685
11045100,mS,TR2X_S++,MSX_05,S,686
11046000,mS,TR2_S,MS_07,S,687
11046100,mS,TR2X_S,MSX_07,S,688
11047000,mS,TR2_S+,MS_06,S,689
1107000,mS,TR_S,MS_00,S,69
11047100,mS,TR2X_S+,MSX_06,S,690
11048000,mS,TR2_S+,MS_05,S,691
11048100,mS,TR2X_S+,MSX_05,S,692
11050000,mS,TR2_S+,MS_07,S,693
11050100,mS,TR2X_S+,MSX_07,S,694
11052000,mS,TR2_S+,MS_06,S,695
11052100,mS,TR2X_S+,MSX_06,S,696
11053000,mS,TR2_S+,MS_06,S,697
11053100,mS,TR2X_S+,MSX_06,S,698
11054000,mS,TR2_S+,MS_05,S,699
1100700,mS,TR_S,MS_00,S,7
1107100,mS,TR_S,MS_00,S,70
11054100,mS,TR2X_S+,MSX_05,S,700
11058000,mS,TR2_S+,MS_02,S,701
11058100,mS,TR2X_S+,MS_02,S,702
11059000,mS,TR2_S+,MS_02,S,703
11059100,mS,TR2X_S+,MS_02,S,704
11056000,mS,TR2_S+,MS_06,S,705
11056100,mS,TR2X_S+,MSX_06,S,706
11060000,mS,TR2_S+,MS_06,S,707
11060100,mS,TR2X_S+,MSX_06,S,708
11061000,mS,TR2_S+,MS_06,S,709
1108100,mS,TR_S,MS_00,S,71
11061100,mS,TR2X_S+,MSX_06,S,710
11062000,mS,TR2_S+,MS_06,S,711
11062100,mS,TR2X_S+,MSX_06,S,712
11064000,mS,TR2_S+,MS_06,S,713
11064100,mS,TR2X_S+,MSX_06,S,714
11068000,mS,TR2_S+,MS_05,S,715
11068100,mS,TR2X_S+,MSX_05,S,716
11071000,mS,TR2_S+,MS_05,S,717
11071100,mS,TR2X_S+,MSX_05,S,718
12001000,mB,TR2_C,MS_00,B,719
1107300,mS,TR_S,MS_00,S,72
12001100,mB,TR2X_C,MSX_00,B,720
12002000,mB,TR2_B,MS_00,B,721
12002100,mB,TR2X_B,MSX_00,B,722
12003000,mB,TR2_B,MS_00,B,723
12003100,mB,TR2X_B,MSX_00,B,724
12004000,mC,TR2_C+,MS_00,C,725
12004100,mC,TR2X_C+,MSX_00,C,726
12005000,mB,TR2_B+,MS_00,B,727
12005100,mB,TR2X_B+,MSX_00,B,728
12006000,mB,TR2_B+,MS_00,B,729
1107400,mS,TR_S,MS_00,S,73
12006100,mB,TR2X_B+,MSX_00,B,730
12007000,mC,TR2_C+,MS_00,C,731
12007100,mC,TR2X_C+,MSX_00,C,732
12008000,mC,TR2_C+,MS_00,C,733
12008100,mC,TR2X_C+,MSX_00,C,734
12009000,mB,TR2_B+,MS_00,B,735
12009100,mB,TR2X_B+,MSX_00,B,736
12010000,mB,TR2_B,MS_00,B,737
12010100,mB,TR2X_B,MSX_00,B,738
12011000,mA,TR2_A+,MS_00,A,739
1107500,mS,TR_S,MS_00,S,74
12011100,mA,TR2X_A+,MSX_00,A,740
12012000,mS,TR2_S++,MS_05,S,741
12012100,mS,TR2X_S++,MSX_05,S,742
12013000,mS,TR2_S++,MS_05,S,743
12013100,mS,TR2X_S++,MSX_05,S,744
12014000,mB,TR2_B+,MS_00,B,745
12014100,mB,TR2X_B+,MSX_00,B,746
12015000,mA,TR2_A+,MS_00,A,747
12015100,mA,TR2X_A+,MSX_00,A,748
12016000,mS,TR2_S,MS_07,S,749
1107700,mS,TR_S,MS_00,S,75
12016100,mS,TR2X_S,MSX_07,S,750
12017000,mA,TR2_A+,MS_00,A,751
12017100,mA,TR2X_A+,MSX_00,A,752
12018000,mA,TR2_A+,MS_00,A,753
12018100,mA,TR2X_A+,MSX_00,A,754
12019000,mB,TR2_B+,MS_00,B,755
12019100,mB,TR2X_B+,MSX_00,B,756
12020000,mS,TR2_S,MS_09,S,757
12020100,mS,TR2X_S,MSX_09,S,758
12021000,mB,TR2_B+,MS_00,B,759
1107800,mS,TR_S,MS_00,S,76
12021100,mB,TR2X_B+,MSX_00,B,760
12023000,mS,TR2_S++,MS_04,S,761
12023100,mS,TR2X_S++,MSX_04,S,762
12024000,mS,TR2_S++,MS_05,S,763
12024100,mS,TR2X_S++,MSX_05,S,764
12026000,mS,TR2_S+,MS_07,S,765
12026100,mS,TR2X_S+,MSX_07,S,766
12027000,mS,TR2_S+,MS_06,S,767
12027100,mS,TR2X_S+,MSX_06,S,768
12028000,mS,TR2_S,MS_07,S,769
1107900,mS,TR_S,MS_00,S,77
12028100,mS,TR2X_S,MSX_07,S,770
12029000,mS,TR2_S+,MS_07,S,771
12029100,mS,TR2X_S+,MSX_07,S,772
12030000,mS,TR2_S+,MS_06,S,773
12030100,mS,TR2X_S+,MSX_06,S,774
12031000,mS,TR2_S,MS_07,S,775
12031100,mS,TR2X_S,MSX_07,S,776
12033000,mS,TR2_S+,MS_06,S,777
12033100,mS,TR2X_S+,MSX_06,S,778
12034000,mS,TR2_S+,MS_07,S,779
1108000,mS,TR_S,MS_00,S,78
12034100,mS,TR2X_S+,MSX_07,S,780
12035000,mS,TR2_S++,MS_05,S,781
12035100,mS,TR2X_S++,MSX_05,S,782
12036000,mS,TR2_S+,MS_07,S,783
12036100,mS,TR2X_S+,MSX_07,S,784
12037000,mS,TR2_S+,MS_07,S,785
12037100,mS,TR2X_S+,MSX_07,S,786
12040000,mS,TR2_S+,MS_07,S,787
12040100,mS,TR2X_S+,MSX_07,S,788
12041000,mS,TR2_S+,MS_07,S,789
1107200,mS,TR_S,MS_00,S,79
12041100,mS,TR2X_S+,MSX_07,S,790
12042000,mS,TR2_S+,MS_07,S,791
12042100,mS,TR2X_S+,MSX_07,S,792
12043000,mS,TR2_S,MS_07,S,793
12043100,mS,TR2X_S,MSX_07,S,794
12044000,mS,TR2_S++,MS_05,S,795
12044100,mS,TR2X_S++,MSX_05,S,796
12045000,mS,TR2_S+,MS_07,S,797
12045100,mS,TR2X_S+,MSX_07,S,798
12046000,mS,TR2_S++,MS_05,S,799
1100800,mA,TR_A,MS_00,A,8
1108200,mS,TR_S,MS_00,S,80
12046100,mS,TR2X_S++,MSX_05,S,800
12047000,mS,TR2_S++,MS_05,S,801
12047100,mS,TR2X_S++,MSX_05,S,802
12048000,mS,TR2_S+,MS_06,S,803
12048100,mS,TR2X_S+,MSX_06,S,804
12050000,mS,TR2_S++,MS_05,S,805
12050100,mS,TR2X_S++,MSX_05,S,806
12051000,mS,TR2_S+,MS_06,S,807
12051100,mS,TR2X_S+,MSX_06,S,808
12052000,mS,TR2_S+,MS_07,S,809
1108300,mS,TR_S,MS_00,S,81
12052100,mS,TR2X_S+,MSX_07,S,810
12054000,mS,TR2_SS,MS_02,S,811
12054100,mS,TR2X_SS,MSX_02,S,812
12056000,mS,TR2_S++,MS_07,S,813
12056100,mS,TR2X_S++,MSX_07,S,814
12057000,mS,TR2_S+,MS_06,S,815
12057100,mS,TR2X_S+,MSX_06,S,816
12058000,mS,TR2_S,MS_06,S,817
12058100,mS,TR2X_S,MSX_06,S,818
12059000,mS,TR2_S+,MS_07,S,819
1108400,mS,TR_S,MS_00,S,82
12059100,mS,TR2X_S+,MSX_07,S,820
12060000,mS,TR2_S+,MS_05,S,821
12060100,mS,TR2X_S+,MSX_05,S,822
12061000,mS,TR2_S+,MS_07,S,823
12061100,mS,TR2X_S+,MSX_07,S,824
12063000,mS,TR2_S+,MS_06,S,825
12063100,mS,TR2X_S+,MSX_06,S,826
12064000,mS,TR2_S+,MS_06,S,827
12064100,mS,TR2X_S+,MSX_06,S,828
12066000,mS,TR2_S+,MS_05,S,829
1108500,mS,TR_S,MS_00,S,83
12066100,mS,TR2X_S+,MSX_05,S,830
12071000,mS,TR2_S+,MS_02,S,831
12071100,mS,TR2X_S+,MS_02,S,832
12072000,mS,TR2_S+,MS_02,S,833
12072100,mS,TR2X_S+,MS_02,S,834
12069000,mS,TR2_S+,MS_06,S,835
12069100,mS,TR2X_S+,MSX_06,S,836
12073000,mS,TR2_S+,MS_06,S,837
12073100,mS,TR2X_S+,MSX_06,S,838
12074000,mS,TR2_S+,MS_06,S,839
1108600,mS,TR_S,MS_00,S,84
12074100,mS,TR2X_S+,MSX_06,S,840
12075000,mS,TR2_S+,MS_06,S,841
12075100,mS,TR2X_S+,MSX_06,S,842
12077000,mS,TR2_S+,MS_06,S,843
12077100,mS,TR2X_S+,MSX_06,S,844
12080000,mS,TR2_S+,MS_05,S,845
12080100,mS,TR2X_S+,MSX_05,S,846
12082000,mS,TR2_S+,MS_06,S,847
12082100,mS,TR2X_S+,MSX_06,S,848
13001000,mS,TR2_S++,MS_06,S,849
1108700,mS,TR_S,MS_00,S,85
13001100,mS,TR2X_S++,MSX_06,S,850
13002000,mS,TR2_S++,MS_05,S,851
13002100,mS,TR2X_S++,MSX_05,S,852
13007000,mS,TR2_S+,MS_09,S,853
13007100,mS,TR2X_S+,MSX_09,S,854
13008000,mA,TR2_A,MS_00,A,855
13008100,mA,TR2X_A,MSX_00,A,856
13009000,mS,TR2_S+,MS_08,S,857
13009100,mS,TR2X_S+,MSX_08,S,858
13010000,mS,TR2_S,MS_09,S,859
1108800,mS,TR_S,MS_00,S,86
13010100,mS,TR2X_S,MSX_09,S,860
13011000,mA,TR2_A,MS_00,A,861
13011100,mA,TR2X_A,MSX_00,A,862
13012000,mS,TR2_S,MS_09,S,863
13012100,mS,TR2X_S,MSX_09,S,864
13016000,mA,TR2_A,MS_00,A,865
13016100,mA,TR2X_A,MSX_00,A,866
13017000,mB,TR2_B+,MS_00,B,867
13017100,mB,TR2X_B+,MSX_00,B,868
13018000,mS,TR2_S,MS_10,S,869
1108900,mS,TR_S,MS_00,S,87
13018100,mS,TR2X_S,MSX_10,S,870
13019000,mB,TR2_B,MS_00,B,871
13019100,mB,TR2X_B,MSX_00,B,872
13020000,mA,TR2_A+,MS_00,A,873
13020100,mA,TR2X_A+,MSX_00,A,874
13021000,mA,TR2_A,MS_00,A,875
13021100,mA,TR2X_A,MSX_00,A,876
13022000,mB,TR2_B+,MS_00,B,877
13022100,mB,TR2X_B+,MSX_00,B,878
13023000,mA,TR2_A,MS_00,A,879
1109000,mS,TR_S,MS_00,S,88
13023100,mA,TR2X_A,MSX_00,A,880
13029000,mA,TR2_A+,MS_00,A,881
13029100,mA,TR2X_A+,MSX_00,A,882
13030000,mB,TR2_B,MS_00,B,883
13030100,mB,TR2X_B,MSX_00,B,884
13031000,mB,TR2_B+,MS_00,B,885
13031100,mB,TR2X_B+,MSX_00,B,886
13032000,mC,TR2_C+,MS_00,C,887
13032100,mC,TR2X_C+,MSX_00,C,888
13033000,mC,TR2_C+,MS_00,C,889
1109100,mS,TR_S,MS_00,S,89
13033100,mC,TR2X_C+,MSX_00,C,890
13034000,mC,TR2_C+,MS_00,C,891
13034100,mC,TR2X_C+,MSX_00,C,892
13035000,mB,TR2_B,MS_00,B,893
13035100,mB,TR2X_B,MSX_00,B,894
13036000,mA,TR2_A+,MS_00,A,895
13036100,mA,TR2X_A+,MSX_00,A,896
13042000,mS,TR2_S++,MS_05,S,897
13042100,mS,TR2X_S++,MSX_05,S,898
13043000,mS,TR2_S++,MS_05,S,899
1100900,mA,TR_A,MS_00,A,9
1109200,mS,TR_S,MS_00,S,90
13043100,mS,TR2X_S++,MSX_05,S,900
13044000,mS,TR2_S++,MS_06,S,901
13044100,mS,TR2X_S++,MSX_06,S,902
13045000,mA,TR2_A,MS_00,A,903
13045100,mA,TR2X_A,MSX_00,A,904
13046000,mS,TR2_S++,MS_08,S,905
13046100,mS,TR2X_S++,MSX_08,S,906
13047000,mS,TR2_S,MS_09,S,907
13047100,mS,TR2X_S,MSX_09,S,908
13048000,mA,TR2_A+,MS_00,A,909
1109300,mS,TR_S,MS_00,S,91
13048100,mA,TR2X_A+,MSX_00,A,910
13049000,mS,TR2_S,MS_09,S,911
13049100,mS,TR2X_S,MSX_09,S,912
13050000,mS,TR2_S+,MS_08,S,913
13050100,mS,TR2X_S+,MSX_08,S,914
13051000,mS,TR2_SS,MS_02,S,915
13051100,mS,TR2X_SS,MSX_02,S,916
13052000,mS,TR2_S+,MS_07,S,917
13052100,mS,TR2X_S+,MSX_07,S,918
13053000,mS,TR2_S+,MS_07,S,919
1200100,mC,TR_C,MS_00,C,92
13053100,mS,TR2X_S+,MSX_07,S,920
13054000,mS,TR2_S+,MS_06,S,921
13054100,mS,TR2X_S+,MSX_06,S,922
13055000,mS,TR2_S++,MS_05,S,923
13055100,mS,TR2X_S++,MSX_05,S,924
13056000,mS,TR2_SS,MS_02,S,925
13056100,mS,TR2X_SS,MSX_02,S,926
13057000,mS,TR2_SS,MS_02,S,927
13057100,mS,TR2X_SS,MSX_02,S,928
13058000,mS,TR2_S++,MS_05,S,929
1200200,mC,TR_C,MS_00,C,93
13058100,mS,TR2X_S++,MSX_05,S,930
13059000,mS,TR2_SS,MS_01,S,931
13059100,mS,TR2X_SS,MSX_01,S,932
13060000,mS,TR2_S++,MS_06,S,933
13060100,mS,TR2X_S++,MSX_06,S,934
13061000,mS,TR2_S++,MS_06,S,935
13061100,mS,TR2X_S++,MSX_06,S,936
13062000,mS,TR2_S++,MS_05,S,937
13062100,mS,TR2X_S++,MSX_05,S,938
13065000,mS,TR2_S+,MS_07,S,939
1200300,mC,TR_C,MS_00,C,94
13065100,mS,TR2X_S+,MSX_07,S,940
13066000,mS,TR2_SS,MS_02,S,941
13066100,mS,TR2X_SS,MSX_02,S,942
13067000,mS,TR2_S++,MS_05,S,943
13067100,mS,TR2X_S++,MSX_05,S,944
13068000,mS,TR2_S++,MS_05,S,945
13068100,mS,TR2X_S++,MSX_05,S,946
13069000,mS,TR2_S++,MS_06,S,947
13069100,mS,TR2X_S++,MSX_06,S,948
13071000,mS,TR2_SS,MS_02,S,949
1200400,mC,TR_C,MS_00,C,95
13071100,mS,TR2X_SS,MSX_02,S,950
13072000,mS,TR2_S++,MS_05,S,951
13072100,mS,TR2X_S++,MSX_05,S,952
13073000,mS,TR2_S++,MS_05,S,953
13073100,mS,TR2X_S++,MSX_05,S,954
13074000,mS,TR2_S++,MS_06,S,955
13074100,mS,TR2X_S++,MSX_06,S,956
13075000,mS,TR2_S++,MS_05,S,957
13075100,mS,TR2X_S++,MSX_05,S,958
13076000,mS,TR2_S++,MS_05,S,959
1200500,mB,TR_B,MS_00,B,96
13076100,mS,TR2X_S++,MSX_05,S,960
13077000,mS,TR2_SS,MS_02,S,961
13077100,mS,TR2X_SS,MSX_02,S,962
13078000,mS,TR2_SS,MS_02,S,963
13078100,mS,TR2X_SS,MSX_02,S,964
13079000,mS,TR2_SS,MS_01,S,965
13079100,mS,TR2X_SS,MSX_01,S,966
13080000,mS,TR2_S++,MS_05,S,967
13080100,mS,TR2X_S++,MSX_05,S,968
13081000,mS,TR2_S+,MS_07,S,969
1200600,mB,TR_B,MS_00,B,97
13081100,mS,TR2X_S+,MSX_07,S,970
13082000,mS,TR2_SS,MS_01,S,971
13082100,mS,TR2X_SS,MSX_01,S,972
13083000,mS,TR2_SS,MS_02,S,973
13083100,mS,TR2X_SS,MSX_02,S,974
13084000,mS,TR2_S++,MS_05,S,975
13084100,mS,TR2X_S++,MSX_05,S,976
13085000,mS,TR2_S+,MS_07,S,977
13085100,mS,TR2X_S+,MSX_07,S,978
13091000,mS,TR2_SS,MS_02,S,979
1200700,mC,TR_C,MS_00,C,98
13091100,mS,TR2X_SS,MSX_02,S,980
13092000,mS,TR2_S++,MS_05,S,981
13092100,mS,TR2X_S++,MSX_05,S,982
13093000,mS,TR2_SS,MS_01,S,983
13093100,mS,TR2X_SS,MSX_01,S,984
13094000,mS,TR2_S++,MS_05,S,985
13094100,mS,TR2X_S++,MSX_05,S,986
13096000,mS,TR2_S++,MS_06,S,987
13096100,mS,TR2X_S++,MSX_06,S,988
13097000,mS,TR2_S++,MS_05,S,989
1200800,mC,TR_C,MS_00,C,99
13097100,mS,TR2X_S++,MSX_05,S,990
13098000,mS,TR2_S++,MS_05,S,991
13098100,mS,TR2X_S++,MSX_05,S,992
13099000,mS,TR2_S+,MS_06,S,993
13099100,mS,TR2X_S+,MSX_06,S,994
13100000,mS,TR2_S,MS_06,S,995
13100100,mS,TR2X_S,MSX_06,S,996
13101000,mS,TR2_SS,MS_02,S,997
13101100,mS,TR2X_SS,MSX_02,S,998
13102000,mS,TR2_S++,MS_05,S,999
