group_seq,magic_group,upgrade_group,_key
1103300,S,S,362
1103300,S,S,363
1103400,S,S,364
1103400,S,S,365
1103400,S,S,366
1103400,S,S,367
1103400,S,S,368
1103400,S,S,369
1100400,A,A,37
1103400,S,S,370
1103400,S,S,371
1103400,S,S,372
1103400,S,S,373
1103400,S,S,374
1103500,S,S,375
1103500,S,S,376
1103500,S,S,377
1103500,S,S,378
1103500,S,S,379
1100400,A,A,38
1103500,S,S,380
1103500,S,S,381
1103500,S,S,382
1103500,S,S,383
1103500,S,S,384
1103500,S,S,385
1200100,C,C,386
1200100,C,C,387
1200100,C,C,388
1200100,C,C,389
1100400,A,A,39
1200100,C,C,390
1200100,C,C,391
1200100,C,C,392
1200100,C,C,393
1200100,C,C,394
1200100,C,C,395
1200100,C,C,396
1200200,C,C,397
1200200,C,C,398
1200200,C,C,399
1100100,C,C,4
1100400,A,A,40
1200200,C,C,400
1200200,C,C,401
1200200,C,C,402
1200200,C,C,403
1200200,C,C,404
1200200,C,C,405
1200200,C,C,406
1200200,C,C,407
1200300,C,C,408
1200300,C,C,409
1100400,A,A,41
1200300,C,C,410
1200300,C,C,411
1200300,C,C,412
1200300,C,C,413
1200300,C,C,414
1200300,C,C,415
1200300,C,C,416
1200300,C,C,417
1200300,C,C,418
1200400,C,C,419
1100400,A,A,42
1200400,C,C,420
1200400,C,C,421
1200400,C,C,422
1200400,C,C,423
1200400,C,C,424
1200400,C,C,425
1200400,C,C,426
1200400,C,C,427
1200400,C,C,428
1200400,C,C,429
1100400,A,A,43
1200500,C,C,430
1200500,B,B,431
1200500,B,B,432
1200500,B,B,433
1200500,B,B,434
1200500,B,B,435
1200500,B,B,436
1200500,B,B,437
1200500,B,B,438
1200500,B,B,439
1100400,A,A,44
1200500,B,B,440
1200600,B,B,441
1200600,B,B,442
1200600,B,B,443
1200600,B,B,444
1200600,B,B,445
1200600,B,B,446
1200600,B,B,447
1200600,B,B,448
1200600,B,B,449
1100500,B,B,45
1200600,B,B,450
1200600,B,B,451
1200700,C,C,452
1200700,C,C,453
1200700,C,C,454
1200700,C,C,455
1200700,C,C,456
1200700,C,C,457
1200700,C,C,458
1200700,C,C,459
1100500,B,B,46
1200700,C,C,460
1200700,C,C,461
1200700,C,C,462
1200800,C,C,463
1200800,C,C,464
1200800,C,C,465
1200800,C,C,466
1200800,C,C,467
1200800,C,C,468
1200800,C,C,469
1100500,B,B,47
1200800,C,C,470
1200800,C,C,471
1200800,C,C,472
1200800,C,C,473
1200900,B,B,474
1200900,B,B,475
1200900,B,B,476
1200900,B,B,477
1200900,B,B,478
1200900,B,B,479
1100500,B,B,48
1200900,B,B,480
1200900,B,B,481
1200900,B,B,482
1200900,B,B,483
1200900,B,B,484
1201000,B,B,485
1201000,B,B,486
1201000,B,B,487
1201000,B,B,488
1201000,B,B,489
1100500,B,B,49
1201000,B,B,490
1201000,B,B,491
1201000,B,B,492
1201000,B,B,493
1201000,B,B,494
1201000,B,B,495
1201100,A,A,496
1201100,A,A,497
1201100,A,A,498
1201100,A,A,499
1100100,C,C,5
1100500,B,B,50
1201100,A,A,500
1201100,A,A,501
1201100,A,A,502
1201100,A,A,503
1201100,A,A,504
1201100,A,A,505
1201100,A,A,506
1201200,S,S,507
1201200,S,S,508
1201200,S,S,509
1100500,B,B,51
1201200,S,S,510
1201200,S,S,511
1201200,S,S,512
1201200,S,S,513
1201200,S,S,514
1201200,S,S,515
1201200,S,S,516
1201200,S,S,517
1201300,S,S,518
1201300,S,S,519
1100500,B,B,52
1201300,S,S,520
1201300,S,S,521
1201300,S,S,522
1201300,S,S,523
1201300,S,S,524
1201300,S,S,525
1201300,S,S,526
1201300,S,S,527
1201300,S,S,528
1201400,B,B,529
1100500,B,B,53
1201400,B,B,530
1201400,B,B,531
1201400,B,B,532
1201400,B,B,533
1201400,B,B,534
1201400,B,B,535
1201400,B,B,536
1201400,B,B,537
1201400,B,B,538
1201400,B,B,539
1100500,B,B,54
1201500,A,A,540
1201500,A,A,541
1201500,A,A,542
1201500,A,A,543
1201500,A,A,544
1201500,A,A,545
1201500,A,A,546
1201500,A,A,547
1201500,A,A,548
1201500,A,A,549
1100500,B,B,55
1201500,A,A,550
1201600,S,S,551
1201600,S,S,552
1201600,S,S,553
1201600,S,S,554
1201600,S,S,555
1201600,S,S,556
1201600,S,S,557
1201600,S,S,558
1201600,S,S,559
1100600,B,B,56
1201600,S,S,560
1201600,S,S,561
1201700,A,A,562
1201700,A,A,563
1201700,A,A,564
1201700,A,A,565
1201700,A,A,566
1201700,A,A,567
1201700,A,A,568
1201700,A,A,569
1100600,B,B,57
1201700,A,A,570
1201700,A,A,571
1201700,A,A,572
1201800,A,A,573
1201800,A,A,574
1201800,A,A,575
1201800,A,A,576
1201800,A,A,577
1201800,A,A,578
1201800,A,A,579
1100600,B,B,58
1201800,A,A,580
1201800,A,A,581
1201800,A,A,582
1201800,A,A,583
1201900,B,B,584
1201900,B,B,585
1201900,B,B,586
1201900,B,B,587
1201900,B,B,588
1201900,B,B,589
1100600,B,B,59
1201900,B,B,590
1201900,B,B,591
1201900,B,B,592
1201900,B,B,593
1201900,B,B,594
1202000,A,A,595
1202000,A,A,596
1202000,A,A,597
1202000,A,A,598
1202000,A,A,599
1100100,C,C,6
1100600,B,B,60
1202000,A,A,600
1202000,A,A,601
1202000,A,A,602
1202000,A,A,603
1202000,A,A,604
1202000,A,A,605
1202100,B,B,606
1202100,B,B,607
1202100,B,B,608
1202100,B,B,609
1100600,B,B,61
1202100,B,B,610
1202100,B,B,611
1202100,B,B,612
1202100,B,B,613
1202100,B,B,614
1202100,B,B,615
1202100,B,B,616
1202300,S,S,617
1202300,S,S,618
1202300,S,S,619
1100600,B,B,62
1202300,S,S,620
1202300,S,S,621
1202300,S,S,622
1202300,S,S,623
1202300,S,S,624
1202300,S,S,625
1202300,S,S,626
1202300,S,S,627
1202400,S,S,628
1202400,S,S,629
1100600,B,B,63
1202400,S,S,630
1202400,S,S,631
1202400,S,S,632
1202400,S,S,633
1202400,S,S,634
1202400,S,S,635
1202400,S,S,636
1202400,S,S,637
1202400,S,S,638
1202600,S,S,639
1100600,B,B,64
1202600,S,S,640
1202600,S,S,641
1202600,S,S,642
1202600,S,S,643
1202600,S,S,644
1202600,S,S,645
1202600,S,S,646
1202600,S,S,647
1202600,S,S,648
1202600,S,S,649
1100600,B,B,65
1202700,S,S,650
1202700,S,S,651
1202700,S,S,652
1202700,S,S,653
1202700,S,S,654
1202700,S,S,655
1202700,S,S,656
1202700,S,S,657
1202700,S,S,658
1202700,S,S,659
1100600,B,B,66
1202700,S,S,660
1202800,S,S,661
1202800,S,S,662
1202800,S,S,663
1202800,S,S,664
1202800,S,S,665
1202800,S,S,666
1202800,S,S,667
1202800,S,S,668
1202800,S,S,669
1100700,S,S,67
1202800,S,S,670
1202800,S,S,671
1202900,S,S,672
1202900,S,S,673
1202900,S,S,674
1202900,S,S,675
1202900,S,S,676
1202900,S,S,677
1202900,S,S,678
1202900,S,S,679
1100700,S,S,68
1202900,S,S,680
1202900,S,S,681
1202900,S,S,682
1203000,S,S,683
1203000,S,S,684
1203000,S,S,685
1203000,S,S,686
1203000,S,S,687
1203000,S,S,688
1203000,S,S,689
1100700,S,S,69
1203000,S,S,690
1203000,S,S,691
1203000,S,S,692
1203000,S,S,693
1203100,S,S,694
1203100,S,S,695
1203100,S,S,696
1203100,S,S,697
1203100,S,S,698
1203100,S,S,699
1100100,C,C,7
1100700,S,S,70
1203100,S,S,700
1203100,S,S,701
1203100,S,S,702
1203100,S,S,703
1203100,S,S,704
1203200,A,A,705
1203200,A,A,706
1203200,A,A,707
1203200,A,A,708
1203200,A,A,709
1100700,S,S,71
1203200,A,A,710
1203200,A,A,711
1203200,A,A,712
1203200,A,A,713
1203200,A,A,714
1203200,A,A,715
1203300,S,S,716
1203300,S,S,717
1203300,S,S,718
1203300,S,S,719
1100700,S,S,72
1203300,S,S,720
1203300,S,S,721
1203300,S,S,722
1203300,S,S,723
1203300,S,S,724
1203300,S,S,725
1203300,S,S,726
1203400,S,S,727
1203400,S,S,728
1203400,S,S,729
1100700,S,S,73
1203400,S,S,730
1203400,S,S,731
1203400,S,S,732
1203400,S,S,733
1203400,S,S,734
1203400,S,S,735
1203400,S,S,736
1203400,S,S,737
1203500,S,S,738
1203500,S,S,739
1100700,S,S,74
1203500,S,S,740
1203500,S,S,741
1203500,S,S,742
1203500,S,S,743
1203500,S,S,744
1203500,S,S,745
1203500,S,S,746
1203500,S,S,747
1203500,S,S,748
1203600,S,S,749
1100700,S,S,75
1203600,S,S,750
1203600,S,S,751
1203600,S,S,752
1203600,S,S,753
1203600,S,S,754
1203600,S,S,755
1203600,S,S,756
1203600,S,S,757
1203600,S,S,758
1203600,S,S,759
1100700,S,S,76
1203700,S,S,760
1203700,S,S,761
1203700,S,S,762
1203700,S,S,763
1203700,S,S,764
1203700,S,S,765
1203700,S,S,766
1203700,S,S,767
1203700,S,S,768
1203700,S,S,769
1100700,S,S,77
1203700,S,S,770
1203800,S,S,771
1203800,S,S,772
1203800,S,S,773
1203800,S,S,774
1203800,S,S,775
1203800,S,S,776
1203800,S,S,777
1203800,S,S,778
1203800,S,S,779
1100800,A,A,78
1203800,S,S,780
1203800,S,S,781
1203900,S,S,782
1203900,S,S,783
1203900,S,S,784
1203900,S,S,785
1203900,S,S,786
1203900,S,S,787
1203900,S,S,788
1203900,S,S,789
1100800,A,A,79
1203900,S,S,790
1203900,S,S,791
1203900,S,S,792
1204000,S,S,793
1204000,S,S,794
1204000,S,S,795
1204000,S,S,796
1204000,S,S,797
1204000,S,S,798
1204000,S,S,799
1100100,C,C,8
1100800,A,A,80
1204000,S,S,800
1204000,S,S,801
1204000,S,S,802
1204000,S,S,803
1204100,S,S,804
1204100,S,S,805
1204100,S,S,806
1204100,S,S,807
1204100,S,S,808
1204100,S,S,809
1100800,A,A,81
1204100,S,S,810
1204100,S,S,811
1204100,S,S,812
1204100,S,S,813
1204100,S,S,814
1204200,S,S,815
1204200,S,S,816
1204200,S,S,817
1204200,S,S,818
1204200,S,S,819
1100800,A,A,82
1204200,S,S,820
1204200,S,S,821
1204200,S,S,822
1204200,S,S,823
1204200,S,S,824
1204200,S,S,825
1204300,S,S,826
1204300,S,S,827
1204300,S,S,828
1204300,S,S,829
1100800,A,A,83
1204300,S,S,830
1204300,S,S,831
1204300,S,S,832
1204300,S,S,833
1204300,S,S,834
1204300,S,S,835
1204300,S,S,836
1204400,S,S,837
1204400,S,S,838
1204400,S,S,839
1100800,A,A,84
1204400,S,S,840
1204400,S,S,841
1204400,S,S,842
1204400,S,S,843
1204400,S,S,844
1204400,S,S,845
1204400,S,S,846
1204400,S,S,847
1204500,S,S,848
1204500,S,S,849
1100800,A,A,85
1204500,S,S,850
1204500,S,S,851
1204500,S,S,852
1204500,S,S,853
1204500,S,S,854
1204500,S,S,855
1204500,S,S,856
1204500,S,S,857
1204500,S,S,858
1300100,S,S,859
1100800,A,A,86
1300100,S,S,860
1300100,S,S,861
1300100,S,S,862
1300100,S,S,863
1300100,S,S,864
1300100,S,S,865
1300100,S,S,866
1300100,S,S,867
1300100,S,S,868
1300100,S,S,869
1100800,A,A,87
1300200,S,S,870
1300200,S,S,871
1300200,S,S,872
1300200,S,S,873
1300200,S,S,874
1300200,S,S,875
1300200,S,S,876
1300200,S,S,877
1300200,S,S,878
1300200,S,S,879
1100800,A,A,88
1300200,S,S,880
1300300,S,S,881
1300300,S,S,882
1300300,S,S,883
1300300,S,S,884
1300300,S,S,885
1300300,S,S,886
1300300,S,S,887
1300300,S,S,888
1300300,S,S,889
1100900,A,A,89
1300300,S,S,890
1300300,S,S,891
1300400,S,S,892
1300400,S,S,893
1300400,S,S,894
1300400,S,S,895
1300400,S,S,896
1300400,S,S,897
1300400,S,S,898
1300400,S,S,899
1100100,C,C,9
1100900,A,A,90
1300400,S,S,900
1300400,S,S,901
1300400,S,S,902
1300500,S,S,903
1300500,S,S,904
1300500,S,S,905
1300500,S,S,906
1300500,S,S,907
1300500,S,S,908
1300500,S,S,909
1100900,A,A,91
1300500,S,S,910
1300500,S,S,911
1300500,S,S,912
1300500,S,S,913
1300600,S,S,914
1300600,S,S,915
1300600,S,S,916
1300600,S,S,917
1300600,S,S,918
1300600,S,S,919
1100900,A,A,92
1300600,S,S,920
1300600,S,S,921
1300600,S,S,922
1300600,S,S,923
1300600,S,S,924
1300700,A,A,925
1300700,A,A,926
1300700,A,A,927
1300700,A,A,928
1300700,A,A,929
1100900,A,A,93
1300700,A,A,930
1300700,A,A,931
1300700,A,A,932
1300700,A,A,933
1300700,A,A,934
1300700,A,A,935
1300800,A,A,936
1300800,A,A,937
1300800,A,A,938
1300800,A,A,939
1100900,A,A,94
1300800,A,A,940
1300800,A,A,941
1300800,A,A,942
1300800,A,A,943
1300800,A,A,944
1300800,A,A,945
1300800,A,A,946
1300900,A,A,947
1300900,A,A,948
1300900,A,A,949
1100900,A,A,95
1300900,A,A,950
1300900,A,A,951
1300900,A,A,952
1300900,A,A,953
1300900,A,A,954
1300900,A,A,955
1300900,A,A,956
1300900,A,A,957
1301000,A,A,958
1301000,A,A,959
1100900,A,A,96
1301000,A,A,960
1301000,A,A,961
1301000,A,A,962
1301000,A,A,963
1301000,A,A,964
1301000,A,A,965
1301000,A,A,966
1301000,A,A,967
1301000,A,A,968
1301100,A,A,969
1100900,A,A,97
1301100,A,A,970
1301100,A,A,971
1301100,A,A,972
1301100,A,A,973
1301100,A,A,974
1301100,A,A,975
1301100,A,A,976
1301100,A,A,977
1301100,A,A,978
1301100,A,A,979
1100900,A,A,98
1301200,A,A,980
1301200,A,A,981
1301200,A,A,982
1301200,A,A,983
1301200,A,A,984
1301200,A,A,985
1301200,A,A,986
1301200,A,A,987
1301200,A,A,988
1301200,A,A,989
1100900,A,A,99
1301200,A,A,990
1301300,A,A,991
1301300,A,A,992
1301300,A,A,993
1301300,A,A,994
1301300,A,A,995
1301300,A,A,996
1301300,A,A,997
1301300,A,A,998
1301300,A,A,999
