action,comment,condition,episode_seq,finish,game_statistics_category,game_statistics_index,game_statistics_plist,game_statistics_sprite,ice_tower_mission_order,ice_tower_stage,increment,nomal_quest_type,operator,quest_category,quest_status,quest_type,resouce_key_string,reward_qty,reward_seq,reward_type,start,_key
AFTER_PLAY,Fall into pits 1 time max,,502,1,0,16,event_various_game.plist,event_game_goal_74.png,1,43,#fallToHole,N,LESS,0,1,NORMAL,1play,140,,A,0,50204301
AFTER_PLAY,Gather 123 Frozen Bear Jellies,questIsFinished(50204301),502,123,1,506,event_various_game.plist,event_game_goal_86.png,2,43,#jelly_506_GetCount,N,SET,0,1,NORMAL,1play,2,,K,0,50204302
AFTER_PLAY,Double Jump 61 times,questIsFinished(50204302),502,61,0,3,event_various_game.plist,event_game_goal_04.png,3,43,#doubleJump,N,SET,0,1,NORMAL,1play,1,1700301,S,0,50204303
AFTER_PLAY,"Gather 1,200 Winged Jellies",,502,1200,2,1004,event_various_game.plist,event_game_goal_28.png,1,44,#jellyMagicStat_1004_GetCount,N,SET,0,1,NORMAL,1play,1,80002,S,0,50204401
AFTER_PLAY,"Gather 1,500 Jellies",questIsFinished(50204401),502,1500,0,6,event_various_game.plist,event_game_goal_09.png,2,44,#jellyCount,N,SET,0,1,NORMAL,1play,1000,,P,0,50204402
AFTER_PLAY,"Gather 1,000 Yellow Bear Jellies",questIsFinished(50204402),502,1000,0,8,event_various_game.plist,event_game_goal_10.png,3,44,#yellowBearJelly,N,SET,0,1,NORMAL,1play,3,,G,0,50204403
AFTER_PLAY,Gather 700 Yellow Bear Jellies,,502,700,0,8,event_various_game.plist,event_game_goal_10.png,1,45,#yellowBearJelly,N,SET,0,1,NORMAL,1play,1,832,GPS,0,50204501
AFTER_PLAY,Clear within 56 seconds,questIsFinished(50204501),502,56,0,19,event_various_game.plist,event_game_goal_64.png,2,45,#runningPlayTime,N,LESS,0,1,NORMAL,1play,2,,G,0,50204502
AFTER_PLAY,Double Jump 70 times,questIsFinished(50204502),502,70,0,3,event_various_game.plist,event_game_goal_04.png,3,45,#doubleJump,N,SET,0,1,NORMAL,1play,1,80003,S,0,50204503
AFTER_PLAY,Get 1 Pit Lift,,502,1,0,17,event_various_game.plist,event_game_goal_19.png,1,46,#reviveAfterFalling,N,SET,0,1,NORMAL,1play,140,,A,0,50204601
AFTER_PLAY,Gather 40 Pink Bear Jellies,questIsFinished(50204601),502,40,0,9,event_various_game.plist,event_game_goal_11.png,2,46,#pinkBearJelly,N,SET,0,1,NORMAL,1play,1,1700301,S,0,50204602
AFTER_PLAY,Get 3 Pit Lifts,questIsFinished(50204602),502,3,0,17,event_various_game.plist,event_game_goal_19.png,3,46,#reviveAfterFalling,N,SET,0,1,NORMAL,1play,1000,,P,0,50204603
AFTER_PLAY,Run into 2 obstacles max,,502,2,0,14,event_various_game.plist,event_game_goal_72.png,1,47,#collision,N,LESS,0,1,NORMAL,1play,1,80001,S,0,50204701
AFTER_PLAY,Gather 112 Pink Bear Jellies,questIsFinished(50204701),502,112,0,9,event_various_game.plist,event_game_goal_11.png,2,47,#pinkBearJelly,N,SET,0,1,NORMAL,1play,9000,,C,0,50204702
AFTER_PLAY,Double Jump 1 time max,questIsFinished(50204702),502,1,0,3,event_various_game.plist,event_game_goal_04.png,3,47,#doubleJump,N,LESS,0,1,NORMAL,1play,3,,G,0,50204703
AFTER_PLAY,Crush 90 obstacles,,502,90,0,12,event_various_game.plist,event_game_goal_14.png,1,48,#destroyObstacle,N,SET,0,1,NORMAL,1play,1,,G,0,50204801
AFTER_PLAY,"Gather 2,000 Coins",questIsFinished(50204801),502,2000,0,22,event_various_game.plist,event_game_goal_02.png,2,48,#pureCoin,N,SET,0,1,NORMAL,1play,1000,,P,0,50204802
AFTER_PLAY,Crush 216 obstacles,questIsFinished(50204802),502,216,0,12,event_various_game.plist,event_game_goal_14.png,3,48,#destroyObstacle,N,SET,0,1,NORMAL,1play,1,832,GPS,0,50204803
AFTER_PLAY,Gather no Giant HP Potions,,502,0,0,11,event_various_game.plist,event_game_goal_69.png,1,49,#largeEnergyJelly,N,LESS,0,1,NORMAL,1play,800,,P,0,50204901
AFTER_PLAY,Run into 7 obstacles max,questIsFinished(50204901),502,7,0,14,event_various_game.plist,event_game_goal_16.png,2,49,#collision,N,SET,0,1,NORMAL,1play,1,80002,S,0,50204902
AFTER_PLAY,"Gather 1,770 Coins",questIsFinished(50204902),502,1770,0,22,event_various_game.plist,event_game_goal_02.png,3,49,#pureCoin,N,SET,0,1,NORMAL,1play,3,,G,0,50204903
AFTER_PLAY,Reach the Frozen Gate,,502,1,0,61,event_various_game.plist,event_game_goal_58.png,1,50,#PassedIceDoor,N,SET,0,1,NORMAL,1play,10,,G,0,50205001
AFTER_PLAY,Gather 35 Giant Bear Jellies,questIsFinished(50205001),502,35,0,10,event_various_game.plist,event_game_goal_12.png,2,50,#kingBearJelly,N,SET,0,1,NORMAL,1play,3,834,GPS,0,50205002
AFTER_PLAY,Gather 800 Frozen Bear Jellies,questIsFinished(50205002),502,800,1,506,event_various_game.plist,event_game_goal_86.png,3,50,#jelly_506_GetCount,N,SET,0,1,NORMAL,1play,1,80004,S,0,50205003
AFTER_PLAY,Crush 173 obstacles,,502,173,0,12,event_various_game.plist,event_game_goal_14.png,1,51,#destroyObstacle,N,SET,0,1,NORMAL,1play,2,,G,0,50205101
AFTER_PLAY,Gather 815 Jellies,questIsFinished(50205101),502,815,0,6,event_various_game.plist,event_game_goal_09.png,2,51,#jellyCount,N,SET,0,1,NORMAL,1play,2,,K,0,50205102
AFTER_PLAY,Gather 25 Giant Bear Jellies,questIsFinished(50205102),502,25,0,10,event_various_game.plist,event_game_goal_12.png,3,51,#kingBearJelly,N,SET,0,1,NORMAL,1play,5000,,C,0,50205103
AFTER_PLAY,"Gather 3,900 Coins",,502,3900,0,22,event_various_game.plist,event_game_goal_02.png,1,52,#pureCoin,N,SET,0,1,NORMAL,1play,1,80002,S,0,50205201
AFTER_PLAY,Gather 340 Silver Coins,questIsFinished(50205201),502,340,0,32,event_various_game.plist,event_game_goal_52.png,2,52,#silverCoinJelly,N,SET,0,1,NORMAL,1play,1,853,S,0,50205202
AFTER_PLAY,Gather 70 Jellies max,questIsFinished(50205202),502,70,0,6,event_various_game.plist,event_game_goal_65.png,3,52,#jellyCount,N,LESS,0,1,NORMAL,1play,500,,P,0,50205203
AFTER_PLAY,Run at least 50 seconds,,502,50,0,19,event_various_game.plist,event_game_goal_07.png,1,53,#runningPlayTime,N,SET,0,1,NORMAL,1play,6000,,C,0,50205301
AFTER_PLAY,Crush 100 obstacles,questIsFinished(50205301),502,100,0,12,event_various_game.plist,event_game_goal_14.png,2,53,#destroyObstacle,N,SET,0,1,NORMAL,1play,2,,K,0,50205302
AFTER_PLAY,Gather 146 Frozen Bear Jellies,questIsFinished(50205302),502,146,1,506,event_various_game.plist,event_game_goal_86.png,3,53,#jelly_506_GetCount,N,SET,0,1,NORMAL,1play,3,,G,0,50205303
AFTER_PLAY,Run into no obstacles,,502,0,0,14,event_various_game.plist,event_game_goal_72.png,1,54,#collision,N,LESS,0,1,NORMAL,1play,9000,,C,0,50205401
AFTER_PLAY,Gather 600 Yellow Bear Jellies,questIsFinished(50205401),502,600,0,8,event_various_game.plist,event_game_goal_10.png,2,54,#yellowBearJelly,N,SET,0,1,NORMAL,1play,600,,P,0,50205402
AFTER_PLAY,"Gather 2,100 Coins",questIsFinished(50205402),502,2100,0,22,event_various_game.plist,event_game_goal_02.png,3,54,#pureCoin,N,SET,0,1,NORMAL,1play,1,1700201,S,0,50205403
AFTER_PLAY,Gather 200 Pink Bear Jellies,,502,200,0,9,event_various_game.plist,event_game_goal_11.png,1,55,#pinkBearJelly,N,SET,0,1,NORMAL,1play,1,853,S,0,50205501
AFTER_PLAY,Gather 230 Yellow Bear Jellies,questIsFinished(50205501),502,230,0,8,event_various_game.plist,event_game_goal_10.png,2,55,#yellowBearJelly,N,SET,0,1,NORMAL,1play,9000,,C,0,50205502
AFTER_PLAY,Gather 24 Winged Jellies,questIsFinished(50205502),502,24,2,1004,event_various_game.plist,event_game_goal_28.png,3,55,#jellyMagicStat_1004_GetCount,N,SET,0,1,NORMAL,1play,200,,A,0,50205503
AFTER_PLAY,"Gather 1,330 Bear Jellies",,502,1330,0,7,event_various_game.plist,event_game_goal_48.png,1,56,#bearJelly,N,SET,0,1,NORMAL,1play,1,1700301,S,0,50205601
AFTER_PLAY,Single Jump 100 times,questIsFinished(50205601),502,100,0,2,event_various_game.plist,event_game_goal_46.png,2,56,#jump,N,SET,0,1,NORMAL,1play,700,,P,0,50205602
AFTER_PLAY,"Gather 1,100 Yellow Bear Jellies",questIsFinished(50205602),502,1100,0,8,event_various_game.plist,event_game_goal_10.png,3,56,#yellowBearJelly,N,SET,0,1,NORMAL,1play,9000,,C,0,50205603
AFTER_PLAY,Run into 1 obstacle max,,502,1,0,14,event_various_game.plist,event_game_goal_72.png,1,57,#collision,N,LESS,0,1,NORMAL,1play,2,,G,0,50205701
AFTER_PLAY,Gather 82 Gold Coins,questIsFinished(50205701),502,82,2,777,event_various_game.plist,event_game_goal_23.png,2,57,#jellyMagicStat_777_GetCount,N,SET,0,1,NORMAL,1play,700,,P,0,50205702
AFTER_PLAY,Gather 400 Jellies max,questIsFinished(50205702),502,400,0,6,event_various_game.plist,event_game_goal_65.png,3,57,#jellyCount,N,LESS,0,1,NORMAL,1play,200,,A,0,50205703
AFTER_PLAY,"Gather 2,000 Jellies",,502,2000,0,6,event_various_game.plist,event_game_goal_09.png,1,58,#jellyCount,N,SET,0,1,NORMAL,1play,3,,G,0,50205801
AFTER_PLAY,Spend 13 seconds in Bonus Time,questIsFinished(50205801),502,13,0,20,event_various_game.plist,event_game_goal_08.png,2,58,#bonusTimePlayTime,N,SET,0,1,NORMAL,1play,1,80002,S,0,50205802
AFTER_PLAY,Run into 8 obstacles max,questIsFinished(50205802),502,8,0,14,event_various_game.plist,event_game_goal_16.png,3,58,#collision,N,SET,0,1,NORMAL,1play,700,,P,0,50205803
AFTER_PLAY,Fall into pits 1 time max,,502,1,0,16,event_various_game.plist,event_game_goal_74.png,1,59,#fallToHole,N,LESS,0,1,NORMAL,1play,1,853,S,0,50205901
AFTER_PLAY,"Gather 1,600 Jellies",questIsFinished(50205901),502,1600,0,6,event_various_game.plist,event_game_goal_09.png,2,59,#jellyCount,N,SET,0,1,NORMAL,1play,8000,,C,0,50205902
AFTER_PLAY,Slide for 45 seconds,questIsFinished(50205902),502,45,0,5,event_various_game.plist,event_game_goal_05.png,3,59,#slideTime,N,SET,0,1,NORMAL,1play,3,,K,0,50205903
AFTER_PLAY,Gather 300 Coins,,502,300,0,35,event_various_game.plist,event_game_goal_53.png,1,60,#CoinJellyTotal,N,SET,0,1,NORMAL,1play,1,80003,S,0,50206001
AFTER_PLAY,Gather 30 Giant Bear Jellies,questIsFinished(50206001),502,30,0,10,event_various_game.plist,event_game_goal_12.png,2,60,#kingBearJelly,N,SET,0,1,NORMAL,1play,1,832,GPS,0,50206002
AFTER_PLAY,Gather 260 Yellow Bear Jellies,questIsFinished(50206002),502,260,0,8,event_various_game.plist,event_game_goal_10.png,3,60,#yellowBearJelly,N,SET,0,1,NORMAL,1play,7,,G,0,50206003
AFTER_PLAY,"Gather 1,350 Coins",,502,1350,0,22,event_various_game.plist,event_game_goal_02.png,1,61,#pureCoin,N,SET,0,1,NORMAL,1play,1,80001,S,0,50206101
AFTER_PLAY,Gather 250 Pink Bear Jellies,questIsFinished(50206101),502,250,0,9,event_various_game.plist,event_game_goal_11.png,2,61,#pinkBearJelly,N,SET,0,1,NORMAL,1play,7000,,C,0,50206102
AFTER_PLAY,Gather 370 Yellow Bear Jellies,questIsFinished(50206102),502,370,0,8,event_various_game.plist,event_game_goal_10.png,3,61,#yellowBearJelly,N,SET,0,1,NORMAL,1play,100,,A,0,50206103
AFTER_PLAY,Run into 3 obstacles max,,502,3,0,14,event_various_game.plist,event_game_goal_72.png,1,62,#collision,N,LESS,0,1,NORMAL,1play,3,,G,0,50206201
AFTER_PLAY,Gather 499 Frozen Bear Jellies,questIsFinished(50206201),502,499,1,506,event_various_game.plist,event_game_goal_86.png,2,62,#jelly_506_GetCount,N,SET,0,1,NORMAL,1play,1,80001,S,0,50206202
AFTER_PLAY,Single Jump 83 times,questIsFinished(50206202),502,83,0,2,event_various_game.plist,event_game_goal_46.png,3,62,#jump,N,SET,0,1,NORMAL,1play,700,,P,0,50206203
AFTER_PLAY,Gather 77 Winged Jellies,,502,77,2,1004,event_various_game.plist,event_game_goal_28.png,1,63,#jellyMagicStat_1004_GetCount,N,SET,0,1,NORMAL,1play,1,80002,S,0,50206301
AFTER_PLAY,Gather 110 Pink Bear Jellies,questIsFinished(50206301),502,110,0,9,event_various_game.plist,event_game_goal_11.png,2,63,#pinkBearJelly,N,SET,0,1,NORMAL,1play,3,,G,0,50206302
AFTER_PLAY,Gather 380 Frozen Bear Jellies,questIsFinished(50206302),502,380,1,506,event_various_game.plist,event_game_goal_86.png,3,63,#jelly_506_GetCount,N,SET,0,1,NORMAL,1play,700,,P,0,50206303
AFTER_PLAY,Crush 250 obstacles,,502,250,0,12,event_various_game.plist,event_game_goal_14.png,1,64,#destroyObstacle,N,SET,0,1,NORMAL,1play,1,1700301,S,0,50206401
AFTER_PLAY,Gather 100 Yellow Bear Jellies,questIsFinished(50206401),502,100,0,8,event_various_game.plist,event_game_goal_10.png,2,64,#yellowBearJelly,N,SET,0,1,NORMAL,1play,1,853,S,0,50206402
AFTER_PLAY,Gather 42 Gold Coins,questIsFinished(50206402),502,42,2,777,event_various_game.plist,event_game_goal_23.png,3,64,#jellyMagicStat_777_GetCount,N,SET,0,1,NORMAL,1play,200,,A,0,50206403
AFTER_PLAY,"Gather 1,900 Coins",,502,1900,0,22,event_various_game.plist,event_game_goal_02.png,1,65,#pureCoin,N,SET,0,1,NORMAL,1play,1,1700201,S,0,50206501
AFTER_PLAY,Gather 200 Yellow Bear Jellies,questIsFinished(50206501),502,200,0,8,event_various_game.plist,event_game_goal_10.png,2,65,#yellowBearJelly,N,SET,0,1,NORMAL,1play,9000,,C,0,50206502
AFTER_PLAY,Gather 160 Pink Bear Jellies,questIsFinished(50206502),502,160,0,9,event_various_game.plist,event_game_goal_11.png,3,65,#pinkBearJelly,N,SET,0,1,NORMAL,1play,700,,P,0,50206503
AFTER_PLAY,Pass through 105 obstacles,,502,105,0,13,event_various_game.plist,event_game_goal_15.png,1,66,#passThroughObstacle,N,SET,0,1,NORMAL,1play,1,80003,S,0,50206601
AFTER_PLAY,Gather 12 Colorful Star Jellies,questIsFinished(50206601),502,12,2,1002,event_various_game.plist,event_game_goal_57.png,2,66,#jellyMagicStat_1002_GetCount,N,SET,0,1,NORMAL,1play,3,,G,0,50206602
AFTER_PLAY,Clear within 60 seconds,questIsFinished(50206602),502,60,0,19,event_various_game.plist,event_game_goal_64.png,3,66,#runningPlayTime,N,LESS,0,1,NORMAL,1play,700,,P,0,50206603
AFTER_PLAY,Gather 240 Winged Jellies,,502,240,2,1004,event_various_game.plist,event_game_goal_28.png,1,67,#jellyMagicStat_1004_GetCount,N,SET,0,1,NORMAL,1play,1,1700301,S,0,50206701
AFTER_PLAY,Double Jump 95 times,questIsFinished(50206701),502,95,0,3,event_various_game.plist,event_game_goal_04.png,2,67,#doubleJump,N,SET,0,1,NORMAL,1play,10000,,C,0,50206702
AFTER_PLAY,Gather 7 Pink Bear Jellies max,questIsFinished(50206702),502,7,0,9,event_various_game.plist,event_game_goal_67.png,3,67,#pinkBearJelly,N,LESS,0,1,NORMAL,1play,1,853,S,0,50206703
AFTER_PLAY,Gather 125 Yellow Bear Jellies,,502,125,0,8,event_various_game.plist,event_game_goal_10.png,1,68,#yellowBearJelly,N,SET,0,1,NORMAL,1play,1,80001,S,0,50206801
AFTER_PLAY,Gather 140 Pink Bear Jellies,questIsFinished(50206801),502,140,0,9,event_various_game.plist,event_game_goal_11.png,2,68,#pinkBearJelly,N,SET,0,1,NORMAL,1play,1,1700301,S,0,50206802
AFTER_PLAY,"Gather 3,200 Coins",questIsFinished(50206802),502,3200,0,22,event_various_game.plist,event_game_goal_02.png,3,68,#pureCoin,N,SET,0,1,NORMAL,1play,700,,P,0,50206803
AFTER_PLAY,Reach the Frozen Gate,,502,1,0,61,event_various_game.plist,event_game_goal_58.png,1,69,#PassedIceDoor,N,SET,0,1,NORMAL,1play,2,,G,0,50206901
AFTER_PLAY,Gather 670 Yellow Bear Jellies,questIsFinished(50206901),502,670,0,8,event_various_game.plist,event_game_goal_10.png,2,69,#yellowBearJelly,N,SET,0,1,NORMAL,1play,3,,K,0,50206902
AFTER_PLAY,Get 6 Pit Lifts,questIsFinished(50206902),502,6,0,17,event_various_game.plist,event_game_goal_19.png,3,69,#reviveAfterFalling,N,SET,0,1,NORMAL,1play,800,,P,0,50206903
AFTER_PLAY,Run into 5 obstacles max,,502,5,0,14,event_various_game.plist,event_game_goal_72.png,1,70,#collision,N,LESS,0,1,NORMAL,1play,1,80004,S,0,50207001
AFTER_PLAY,Gather 830 Frozen Bear Jellies,questIsFinished(50207001),502,830,1,506,event_various_game.plist,event_game_goal_86.png,2,70,#jelly_506_GetCount,N,SET,0,1,NORMAL,1play,3,834,GPS,0,50207002
AFTER_PLAY,Gather 45 Giant Bear Jellies,questIsFinished(50207002),502,45,0,10,event_various_game.plist,event_game_goal_12.png,3,70,#kingBearJelly,N,SET,0,1,NORMAL,1play,10,,G,0,50207003
AFTER_PLAY,Let the Pet Gather 1050 Jellies,,502,1050,0,40,event_various_game.plist,event_game_goal_27.png,1,71,#jellyCountByPet,N,SET,0,1,NORMAL,1play,3,,G,0,50207101
AFTER_PLAY,Slide and get up 260 times,questIsFinished(50207101),502,260,0,31,event_various_game.plist,event_game_goal_21.png,2,71,#slideUpCount,N,SET,0,1,NORMAL,1play,2,,K,0,50207102
AFTER_PLAY,"Gather 3,000 Coins",questIsFinished(50207102),502,3000,0,22,event_various_game.plist,event_game_goal_02.png,3,71,#pureCoin,N,SET,0,1,NORMAL,1play,1,80002,S,0,50207103
AFTER_PLAY,Run at least 55 seconds,,502,55,0,19,event_various_game.plist,event_game_goal_07.png,1,72,#runningPlayTime,N,SET,0,1,NORMAL,1play,1,1508301,S,0,50207201
AFTER_PLAY,Double Jump 55 times,questIsFinished(50207201),502,55,0,3,event_various_game.plist,event_game_goal_04.png,2,72,#doubleJump,N,SET,0,1,NORMAL,1play,1,80001,S,0,50207202
AFTER_PLAY,Gather 107 Colorful Star Jellies,questIsFinished(50207202),502,107,2,1002,event_various_game.plist,event_game_goal_57.png,3,72,#jellyMagicStat_1002_GetCount,N,SET,0,1,NORMAL,1play,10000,,C,0,50207203
AFTER_PLAY,Clear within 58 seconds,,502,58,0,19,event_various_game.plist,event_game_goal_64.png,1,73,#runningPlayTime,N,LESS,0,1,NORMAL,1play,200,,A,0,50207301
AFTER_PLAY,Gather 183 Silver Coins,questIsFinished(50207301),502,183,0,32,event_various_game.plist,event_game_goal_52.png,2,73,#silverCoinJelly,N,SET,0,1,NORMAL,1play,1,80001,S,0,50207302
AFTER_PLAY,Crush 7 obstacles max,questIsFinished(50207302),502,7,0,12,event_various_game.plist,event_game_goal_70.png,3,73,#destroyObstacle,N,LESS,0,1,NORMAL,1play,800,,P,0,50207303
AFTER_PLAY,Gather 65 Gold Coins,,502,65,2,777,event_various_game.plist,event_game_goal_23.png,1,74,#jellyMagicStat_777_GetCount,N,SET,0,1,NORMAL,1play,1,853,S,0,50207401
AFTER_PLAY,Gather 50 Coins max,questIsFinished(50207401),502,50,0,22,event_various_game.plist,event_game_goal_60.png,2,74,#pureCoin,N,LESS,0,1,NORMAL,1play,10000,,C,0,50207402
AFTER_PLAY,"Gather 1,000 Jellies",questIsFinished(50207402),502,1000,0,6,event_various_game.plist,event_game_goal_09.png,3,74,#jellyCount,N,SET,0,1,NORMAL,1play,5,,G,0,50207403
AFTER_PLAY,Crush 90 obstacles,,502,90,0,12,event_various_game.plist,event_game_goal_14.png,1,75,#destroyObstacle,N,SET,0,1,NORMAL,1play,2,80002,S,0,50207501
AFTER_PLAY,Slide and get up 180 times,questIsFinished(50207501),502,180,0,31,event_various_game.plist,event_game_goal_21.png,2,75,#slideUpCount,N,SET,0,1,NORMAL,1play,1,80002,S,0,50207502
AFTER_PLAY,Gather 420 Yellow Bear Jellies,questIsFinished(50207502),502,420,0,8,event_various_game.plist,event_game_goal_10.png,3,75,#yellowBearJelly,N,SET,0,1,NORMAL,1play,900,,P,0,50207503
AFTER_PLAY,Fall into pits 3 times max,,502,3,0,16,event_various_game.plist,event_game_goal_74.png,1,76,#fallToHole,N,LESS,0,1,NORMAL,1play,2,,K,0,50207601
AFTER_PLAY,Gather 317 Pink Bear Jellies,questIsFinished(50207601),502,317,0,9,event_various_game.plist,event_game_goal_11.png,2,76,#pinkBearJelly,N,SET,0,1,NORMAL,1play,1,1700201,S,0,50207602
AFTER_PLAY,"Gather 2,000 Coins",questIsFinished(50207602),502,2000,0,22,event_various_game.plist,event_game_goal_02.png,3,76,#pureCoin,N,SET,0,1,NORMAL,1play,1000,,P,0,50207603
AFTER_PLAY,Reach the Frozen Gate,,502,1,0,61,event_various_game.plist,event_game_goal_58.png,1,77,#PassedIceDoor,N,SET,0,1,NORMAL,1play,1,80001,S,0,50207701
AFTER_PLAY,Fall into pits 1 time max,questIsFinished(50207701),502,1,0,16,event_various_game.plist,event_game_goal_74.png,2,77,#fallToHole,N,LESS,0,1,NORMAL,1play,1,1700301,S,0,50207702
AFTER_PLAY,"Gather 4,000 Coins",questIsFinished(50207702),502,4000,0,22,event_various_game.plist,event_game_goal_02.png,3,77,#pureCoin,N,SET,0,1,NORMAL,1play,10000,,C,0,50207703
AFTER_PLAY,Fall into pits 2 times max,,502,2,0,16,event_various_game.plist,event_game_goal_74.png,1,78,#fallToHole,N,LESS,0,1,NORMAL,1play,3,,G,0,50207801
AFTER_PLAY,Gather 9 Colorful Star Jelly Party,questIsFinished(50207801),502,9,2,1003,event_various_game.plist,event_game_goal_20.png,2,78,#jellyMagicStat_1003_GetCount,N,SET,0,1,NORMAL,1play,30,,L,0,50207802
AFTER_PLAY,Gather 430 Frozen Bear Jellies,questIsFinished(50207802),502,430,1,506,event_various_game.plist,event_game_goal_86.png,3,78,#jelly_506_GetCount,N,SET,0,1,NORMAL,1play,1000,,P,0,50207803
AFTER_PLAY,"Gather 2,900 Jellies",,502,2900,0,6,event_various_game.plist,event_game_goal_09.png,1,79,#jellyCount,N,SET,0,1,NORMAL,1play,1,853,S,0,50207901
AFTER_PLAY,Gather 150 Jellies max,questIsFinished(50207901),502,150,0,6,event_various_game.plist,event_game_goal_65.png,2,79,#jellyCount,N,LESS,0,1,NORMAL,1play,1,80002,S,0,50207902
AFTER_PLAY,Clear within 67 seconds,questIsFinished(50207902),502,67,0,19,event_various_game.plist,event_game_goal_64.png,3,79,#runningPlayTime,N,LESS,0,1,NORMAL,1play,5,,G,0,50207903
AFTER_PLAY,Run into 5 obstacles max,,502,5,0,14,event_various_game.plist,event_game_goal_72.png,1,80,#collision,N,LESS,0,1,NORMAL,1play,1,80003,S,0,50208001
AFTER_PLAY,Gather 19 Giant Bear Jellies,questIsFinished(50208001),502,19,0,10,event_various_game.plist,event_game_goal_12.png,2,80,#kingBearJelly,N,SET,0,1,NORMAL,1play,3,834,GPS,0,50208002
AFTER_PLAY,Gather 610 Pink Bear Jellies,questIsFinished(50208002),502,610,0,9,event_various_game.plist,event_game_goal_11.png,3,80,#pinkBearJelly,N,SET,0,1,NORMAL,1play,5,,G,0,50208003
AFTER_PLAY,Reach the Frozen Gate,,502,1,0,61,event_various_game.plist,event_game_goal_58.png,1,81,#PassedIceDoor,N,SET,0,1,NORMAL,1play,1,1700401,S,0,50208101
AFTER_PLAY,Gather 490 Alphabet Jellies,questIsFinished(50208101),502,490,0,45,event_various_game.plist,event_game_goal_32.png,2,81,#alphabetJellyCount,N,SET,0,1,NORMAL,1play,10000,,C,0,50208102
AFTER_PLAY,Jump 50 times max,questIsFinished(50208102),502,50,0,1,event_various_game.plist,event_game_goal_61.png,3,81,#totalJump,N,LESS,0,1,NORMAL,1play,30,,L,0,50208103
AFTER_PLAY,Reach the Frozen Gate,,502,1,0,61,event_various_game.plist,event_game_goal_58.png,1,82,#PassedIceDoor,N,SET,0,1,NORMAL,1play,1,853,S,0,50208201
AFTER_PLAY,Run into 1 obstacle max,questIsFinished(50208201),502,1,0,14,event_various_game.plist,event_game_goal_72.png,2,82,#collision,N,LESS,0,1,NORMAL,1play,1,80003,S,0,50208202
AFTER_PLAY,Gather 34 Silver Coins max,questIsFinished(50208202),502,34,0,32,event_various_game.plist,event_game_goal_77.png,3,82,#silverCoinJelly,N,LESS,0,1,NORMAL,1play,1000,,P,0,50208203
AFTER_PLAY,Gather 200 Yellow Bear Jellies max,,502,200,0,8,event_various_game.plist,event_game_goal_66.png,1,83,#yellowBearJelly,N,LESS,0,1,NORMAL,1play,5,,G,0,50208301
AFTER_PLAY,"Gather 3,070 Coins",questIsFinished(50208301),502,3070,0,22,event_various_game.plist,event_game_goal_02.png,2,83,#pureCoin,N,SET,0,1,NORMAL,1play,5,,K,0,50208302
AFTER_PLAY,"Gather 1,260 Yellow Bear Jellies",questIsFinished(50208302),502,1260,0,8,event_various_game.plist,event_game_goal_10.png,3,83,#yellowBearJelly,N,SET,0,1,NORMAL,1play,1,1700501,S,0,50208303
AFTER_PLAY,Reach the Frozen Gate,,502,1,0,61,event_various_game.plist,event_game_goal_58.png,1,84,#PassedIceDoor,N,SET,0,1,NORMAL,1play,10000,,C,0,50208401
AFTER_PLAY,Clear within 62 seconds,questIsFinished(50208401),502,62,0,19,event_various_game.plist,event_game_goal_64.png,2,84,#runningPlayTime,N,LESS,0,1,NORMAL,1play,1,1700401,S,0,50208402
AFTER_PLAY,Gather 40 Yellow Bear Jellies max,questIsFinished(50208402),502,40,0,8,event_various_game.plist,event_game_goal_66.png,3,84,#yellowBearJelly,N,LESS,0,1,NORMAL,1play,1,853,S,0,50208403
AFTER_PLAY,Reach the Frozen Gate,,502,1,0,61,event_various_game.plist,event_game_goal_58.png,1,85,#PassedIceDoor,N,SET,0,1,NORMAL,1play,1,80004,S,0,50208501
AFTER_PLAY,Gather 30 Giant Bear Jellies,questIsFinished(50208501),502,30,0,10,event_various_game.plist,event_game_goal_12.png,2,85,#kingBearJelly,N,SET,0,1,NORMAL,1play,3,834,GPS,0,50208502
AFTER_PLAY,Gather 600 Frozen Bear Jellies,questIsFinished(50208502),502,600,1,506,event_various_game.plist,event_game_goal_86.png,3,85,#jelly_506_GetCount,N,SET,0,1,NORMAL,1play,10,,G,0,50208503
AFTER_PLAY,Gather 400 Yellow Bear Jellies,,502,400,0,8,event_various_game.plist,event_game_goal_10.png,1,86,#yellowBearJelly,N,SET,0,1,NORMAL,1play,5,,G,0,50208601
AFTER_PLAY,Gather 165 Pink Bear Jellies,questIsFinished(50208601),502,165,0,9,event_various_game.plist,event_game_goal_11.png,2,86,#pinkBearJelly,N,SET,0,1,NORMAL,1play,3,,K,0,50208602
AFTER_PLAY,Double Jump 66 times,questIsFinished(50208602),502,66,0,3,event_various_game.plist,event_game_goal_04.png,3,86,#doubleJump,N,SET,0,1,NORMAL,1play,1,1700301,S,0,50208603
AFTER_PLAY,"Gather 2,000 Jellies",,502,2000,0,6,event_various_game.plist,event_game_goal_09.png,1,87,#jellyCount,N,SET,0,1,NORMAL,1play,3,,K,0,50208701
