episode,stage,distance_start,distance_end,jelly_type,jelly_id,quantity,density,speed
epM01,7,17666,17667,Coin Party,406,43,43.0,900
epM01,70,17921,17922,Small Health,408,173,173.0,1000
epM01,70,17921,17922,Bonus Time,402,35,35.0,1000
epM01,70,17921,17922,ID_4215,4215,120,120.0,1000
epM01,70,17921,17922,ID_4234,4234,68,68.0,1000
epM01,70,17921,17922,Blast Jelly,403,10,10.0,1000
epM01,70,17921,17922,ID_4119,4119,8,8.0,1000
epM01,71,18177,18178,Small Health,408,173,173.0,1400
epM01,71,18177,18178,Bonus Time,402,35,35.0,1400
epM01,71,18177,18178,ID_4215,4215,120,120.0,1400
epM01,71,18177,18178,ID_4234,4234,68,68.0,1400
epM01,71,18177,18178,Blast Jelly,403,10,10.0,1400
epM01,71,18177,18178,ID_4119,4119,8,8.0,1400
epM01,71,18178,18179,ID_4338,4338,155,155.0,1400
epM01,71,18178,18179,Blast Jelly,403,43,43.0,1400
epM01,71,18178,18179,Bear Party,407,43,43.0,1400
epM01,71,18178,18179,Magnet Jelly,405,43,43.0,1400
epM01,71,18178,18179,Giant Jelly,404,43,43.0,1400
epM01,71,18178,18179,Coin Party,406,43,43.0,1400
epM01,72,18433,18434,Small Health,408,173,173.0,1000
epM01,72,18433,18434,Bonus Time,402,35,35.0,1000
epM01,72,18433,18434,ID_4215,4215,120,120.0,1000
epM01,72,18433,18434,ID_4234,4234,68,68.0,1000
epM01,72,18433,18434,Blast Jelly,403,10,10.0,1000
epM01,72,18433,18434,ID_4119,4119,8,8.0,1000
epM01,73,18689,18690,ID_4338,4338,155,155.0,1300
epM01,73,18689,18690,Blast Jelly,403,43,43.0,1300
epM01,73,18689,18690,Bear Party,407,43,43.0,1300
epM01,73,18689,18690,Magnet Jelly,405,43,43.0,1300
epM01,73,18689,18690,Giant Jelly,404,43,43.0,1300
epM01,73,18689,18690,Coin Party,406,43,43.0,1300
epM01,74,18945,18946,Small Health,408,173,173.0,1100
epM01,74,18945,18946,Bonus Time,402,35,35.0,1100
epM01,74,18945,18946,ID_4215,4215,120,120.0,1100
epM01,74,18945,18946,ID_4234,4234,68,68.0,1100
epM01,74,18945,18946,Blast Jelly,403,10,10.0,1100
epM01,74,18945,18946,ID_4119,4119,8,8.0,1100
epM01,74,18946,18947,ID_4338,4338,155,155.0,1100
epM01,74,18946,18947,Blast Jelly,403,43,43.0,1100
epM01,74,18946,18947,Bear Party,407,43,43.0,1100
epM01,74,18946,18947,Magnet Jelly,405,43,43.0,1100
epM01,74,18946,18947,Giant Jelly,404,43,43.0,1100
epM01,74,18946,18947,Coin Party,406,43,43.0,1100
epM01,75,19201,19202,Small Health,408,173,173.0,1050
epM01,75,19201,19202,Bonus Time,402,35,35.0,1050
epM01,75,19201,19202,ID_4215,4215,120,120.0,1050
epM01,75,19201,19202,ID_4234,4234,68,68.0,1050
epM01,75,19201,19202,Blast Jelly,403,10,10.0,1050
epM01,75,19201,19202,ID_4119,4119,8,8.0,1050
epM01,76,19457,19458,Small Health,408,173,173.0,1200
epM01,76,19457,19458,Bonus Time,402,35,35.0,1200
epM01,76,19457,19458,ID_4215,4215,120,120.0,1200
epM01,76,19457,19458,ID_4234,4234,68,68.0,1200
epM01,76,19457,19458,Blast Jelly,403,10,10.0,1200
epM01,76,19457,19458,ID_4119,4119,8,8.0,1200
epM01,78,19969,19970,Small Health,408,173,173.0,1000
epM01,78,19969,19970,Bonus Time,402,35,35.0,1000
epM01,78,19969,19970,ID_4215,4215,120,120.0,1000
epM01,78,19969,19970,ID_4234,4234,68,68.0,1000
epM01,78,19969,19970,Blast Jelly,403,10,10.0,1000
epM01,78,19969,19970,ID_4119,4119,8,8.0,1000
epM01,78,19970,19971,ID_4338,4338,155,155.0,1000
epM01,78,19970,19971,Blast Jelly,403,43,43.0,1000
epM01,78,19970,19971,Bear Party,407,43,43.0,1000
epM01,78,19970,19971,Magnet Jelly,405,43,43.0,1000
epM01,78,19970,19971,Giant Jelly,404,43,43.0,1000
epM01,78,19970,19971,Coin Party,406,43,43.0,1000
epM01,79,20225,20226,Small Health,408,173,173.0,1100
epM01,79,20225,20226,Bonus Time,402,35,35.0,1100
epM01,79,20225,20226,ID_4215,4215,120,120.0,1100
epM01,79,20225,20226,ID_4234,4234,68,68.0,1100
epM01,79,20225,20226,Blast Jelly,403,10,10.0,1100
epM01,79,20225,20226,ID_4119,4119,8,8.0,1100
epM01,79,20226,20227,ID_4338,4338,155,155.0,1100
epM01,79,20226,20227,Blast Jelly,403,43,43.0,1100
epM01,79,20226,20227,Bear Party,407,43,43.0,1100
epM01,79,20226,20227,Magnet Jelly,405,43,43.0,1100
epM01,79,20226,20227,Giant Jelly,404,43,43.0,1100
epM01,79,20226,20227,Coin Party,406,43,43.0,1100
epM01,8,20481,20482,Small Health,408,173,173.0,900
epM01,8,20481,20482,Bonus Time,402,35,35.0,900
epM01,8,20481,20482,ID_4215,4215,120,120.0,900
epM01,8,20481,20482,ID_4234,4234,68,68.0,900
epM01,8,20481,20482,Blast Jelly,403,10,10.0,900
epM01,8,20481,20482,ID_4119,4119,8,8.0,900
epM01,80,20737,20738,Small Health,408,173,173.0,1100
epM01,80,20737,20738,Bonus Time,402,35,35.0,1100
epM01,80,20737,20738,ID_4215,4215,120,120.0,1100
epM01,80,20737,20738,ID_4234,4234,68,68.0,1100
epM01,80,20737,20738,Blast Jelly,403,10,10.0,1100
epM01,80,20737,20738,ID_4119,4119,8,8.0,1100
epM01,80,20738,20739,ID_4338,4338,155,155.0,1100
epM01,80,20738,20739,Blast Jelly,403,43,43.0,1100
epM01,80,20738,20739,Bear Party,407,43,43.0,1100
epM01,80,20738,20739,Magnet Jelly,405,43,43.0,1100
epM01,80,20738,20739,Giant Jelly,404,43,43.0,1100
epM01,80,20738,20739,Coin Party,406,43,43.0,1100
epM01,81,20993,20994,Small Health,408,173,173.0,1100
epM01,81,20993,20994,Bonus Time,402,35,35.0,1100
epM01,81,20993,20994,ID_4215,4215,120,120.0,1100
epM01,81,20993,20994,ID_4234,4234,68,68.0,1100
epM01,81,20993,20994,Blast Jelly,403,10,10.0,1100
epM01,81,20993,20994,ID_4119,4119,8,8.0,1100
epM01,81,20994,20995,ID_4338,4338,155,155.0,1100
epM01,81,20994,20995,Blast Jelly,403,43,43.0,1100
epM01,81,20994,20995,Bear Party,407,43,43.0,1100
epM01,81,20994,20995,Magnet Jelly,405,43,43.0,1100
epM01,81,20994,20995,Giant Jelly,404,43,43.0,1100
epM01,81,20994,20995,Coin Party,406,43,43.0,1100
epM01,82,21249,21250,Small Health,408,173,173.0,1100
epM01,82,21249,21250,Bonus Time,402,35,35.0,1100
epM01,82,21249,21250,ID_4215,4215,120,120.0,1100
epM01,82,21249,21250,ID_4234,4234,68,68.0,1100
epM01,82,21249,21250,Blast Jelly,403,10,10.0,1100
epM01,82,21249,21250,ID_4119,4119,8,8.0,1100
epM01,82,21250,21251,ID_4338,4338,155,155.0,1100
epM01,82,21250,21251,Blast Jelly,403,43,43.0,1100
epM01,82,21250,21251,Bear Party,407,43,43.0,1100
epM01,82,21250,21251,Magnet Jelly,405,43,43.0,1100
epM01,82,21250,21251,Giant Jelly,404,43,43.0,1100
epM01,82,21250,21251,Coin Party,406,43,43.0,1100
epM01,9,21505,21506,Small Health,408,173,173.0,900
epM01,9,21505,21506,Bonus Time,402,35,35.0,900
epM01,9,21505,21506,ID_4215,4215,120,120.0,900
epM01,9,21505,21506,ID_4234,4234,68,68.0,900
epM01,9,21505,21506,Blast Jelly,403,10,10.0,900
epM01,9,21505,21506,ID_4119,4119,8,8.0,900
